,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.0019304513931274413,0.00019281730066029296,0.0005888700485229492,8.161005275662756e-05,1,1,"{'max_depth': 1, 'n_estimators': 1}",0.04929815706649898,0.038193841170901854,0.06873654878306212,0.030081787293686713,0.0494184721735802,0.023294492963216396,0.014256764095419316,0.06490992153203679,0.05217235354792471,0.014582495112021698,0.04049448337383488,0.018592064679227898,29,0.044083286625811735,0.04527456305546884,0.0448035663932842,0.048815536876492316,0.04393737070697701,0.047125612277265194,0.047830884922622996,0.04250230075918071,0.046600615623993424,0.05045947214810553,0.04614332093892019,0.0023389838483392094
1,0.002832174301147461,0.00026567464857657453,0.0005910873413085937,2.3245456888477943e-05,1,2,"{'max_depth': 1, 'n_estimators': 2}",0.05678074925354504,0.055914882126103516,0.07135132129888966,0.03097289687562521,0.048206892076650965,0.05209217220320783,0.03503053503832643,0.06335361165063669,0.050487210245598324,0.012863907270391772,0.047705417803897546,0.016234364459150784,19,0.05838404330000124,0.05837853147402561,0.05677253989573705,0.04877415571511223,0.04402138130728539,0.05806717587750876,0.059835209352749774,0.05596247453371961,0.046483005889243145,0.050272411967093644,0.05369509293124765,0.005448614084390946
2,0.0032566070556640627,7.024088114084769e-06,0.0005855083465576172,1.3384097894934718e-05,1,3,"{'max_depth': 1, 'n_estimators': 3}",0.05430827118626369,0.057558271593633914,0.06682169340687627,0.04562708346660904,0.04909010791294588,0.04485756661585227,0.03045551640381816,0.05908244576052024,0.061010045715475414,0.013998666902577228,0.04828096689645721,0.015024303532186952,17,0.05829630425367094,0.05783355276214164,0.05531648403271561,0.05830333841578794,0.04400728882850313,0.057153621912338304,0.05854993993101476,0.055887612626669525,0.055633413370026585,0.050474669865598454,0.05514562259984669,0.0043524973481631896
3,0.004187846183776855,3.4041539646260154e-05,0.0006089448928833008,1.2627387133222138e-05,1,4,"{'max_depth': 1, 'n_estimators': 4}",0.05143918391681912,0.05661886028676422,0.0633014071968856,0.04801946757747155,0.04916061529713078,0.04031341899351215,0.027255470868473464,0.0645678988824242,0.06312440820900445,0.014578689656358113,0.04783794208848437,0.015591589330930765,18,0.056879095837715554,0.05626510673274976,0.05341537695055354,0.058910578936152036,0.043997247132854134,0.05564103722585678,0.05688603919491764,0.05626817257653616,0.05669238569579871,0.05050843579593278,0.054546347607906706,0.004129798691951325
4,0.005647468566894531,0.001254743289143044,0.0007732152938842773,0.00017163483262136884,1,5,"{'max_depth': 1, 'n_estimators': 5}",0.04943441958820882,0.05731156195100928,0.06773520788859999,0.04649691518367727,0.058650143966898605,0.047885450846665734,0.03251244317562929,0.061559181954911724,0.06208649391685006,0.014917141369286346,0.049858895984173715,0.015086433849130878,16,0.05558578453309104,0.05849646439991929,0.05576876844291867,0.058802024833840116,0.050955483471848084,0.057826775962508514,0.05954731834561644,0.0564066575461466,0.05642600496941785,0.05042236714852788,0.05602376496538345,0.0029517390823802945
5,0.041716909408569335,0.001551091051237156,0.0013538360595703124,0.00010659722134258923,1,50,"{'max_depth': 1, 'n_estimators': 50}",0.05147224304002851,0.05681227639246078,0.06927328565217472,0.04259459484559758,0.06765476994387809,0.04878968211019441,0.03539686820132815,0.054409331682994555,0.06201989519051243,0.021828730524047435,0.051025167758321666,0.013958195531241379,15,0.05659086179768269,0.058400751489853575,0.055972623165712165,0.056948892435148,0.05587668001578272,0.058214568309327586,0.06109863011786654,0.05438124347639939,0.05599722079695091,0.05372786610030589,0.05672093377050295,0.002012832314645837
6,0.07944927215576172,0.03679566570689129,0.002194333076477051,0.0004244020684995835,1,75,"{'max_depth': 1, 'n_estimators': 75}",0.050323277223564444,0.05693307816985993,0.06930218190042259,0.04294201260491548,0.06881997812035323,0.05029862133434959,0.03594414090524645,0.052288045143280115,0.06145892699144273,0.023483458064143647,0.05117937204575782,0.0135947393858363,14,0.05597555060469139,0.05854670010888041,0.056103410775424134,0.05724454881892016,0.05623086359898877,0.05864201163445182,0.0608791025223262,0.053444266416039166,0.05545165512831485,0.054665932756073565,0.056718404236411044,0.0020575758761905076
7,0.07156581878662109,0.0012357154215174107,0.0020900726318359374,0.0001550973679173106,1,85,"{'max_depth': 1, 'n_estimators': 85}",0.05150523601933854,0.05685770475957286,0.06959182631192073,0.043390484746201996,0.06859651651586152,0.0495587407873338,0.03565339925025346,0.05319564629508966,0.0618030152234591,0.025022876748549416,0.05151754466575811,0.013337990406583419,11,0.05668092472747055,0.05856958111262478,0.056153835760077264,0.057526767136060974,0.05618694647493516,0.058537540771541274,0.06116014908429712,0.05387224397880108,0.05574034272515338,0.05539170204838462,0.05698200338193462,0.0019453477117042288
8,0.07832367420196533,0.0015661977273111146,0.002106642723083496,0.00017617263133359615,1,95,"{'max_depth': 1, 'n_estimators': 95}",0.052024484852252084,0.05686664142078812,0.06945245594560712,0.04311141745829139,0.06864799309468828,0.0499929707838751,0.03570747981013045,0.052699469239539054,0.06170736149398626,0.023997721088901747,0.05142079951880596,0.013525549850138778,12,0.05696486033157999,0.05854773784451184,0.05614689446389143,0.057378822808573426,0.056198133938763495,0.05861366200850082,0.06112075345600354,0.0536601700461492,0.0557256889625688,0.054951425706999846,0.05693081495675424,0.0020105384846672856
9,0.08219313621520996,0.0022509749761399217,0.002217698097229004,0.00023392053579908946,1,100,"{'max_depth': 1, 'n_estimators': 100}",0.051949114702818044,0.056926403109763934,0.06950006162261746,0.04260678754247571,0.0688763807681102,0.050305408272380725,0.035700381676061266,0.05283658979738093,0.06183927412962409,0.02357580407604576,0.05141162056972781,0.013689785493977721,13,0.056907581381632766,0.05854133183607213,0.05614378662597186,0.05711000357104801,0.056204700463995394,0.058654191281190204,0.061142017433308715,0.05371895858680431,0.05581840743346911,0.05476362860619299,0.05690046072196855,0.0020178769983004614
