,nfetPhig,pfetPhig,capacitance,voltage,finsNumber,tphL,tplH,energy,temperature,finLength,finHeight
640,0.0,0.0,1e-15,0.6,5,9.021138e-12,5.007752e-12,-5.784734e-15,25.0,2.1e-08,3.2e-08
641,-0.8014,-0.8294,1e-15,0.6,5,9.762616e-12,4.414447e-12,-5.734875e-15,25.0,2.1e-08,3.2e-08
642,-0.2677,0.215,1e-15,0.6,5,8.709934e-12,4.804983e-12,-5.847809e-15,25.0,2.1e-08,3.2e-08
643,1.6757,0.8946,1e-15,0.6,5,7.981393e-12,6.446558e-12,-5.675292e-15,25.0,2.1e-08,3.2e-08
644,0.2014,1.0447,1e-15,0.6,5,7.891133e-12,5.142353e-12,-5.737074e-15,25.0,2.1e-08,3.2e-08
645,-1.7987,2.7742,1e-15,0.6,5,6.252834e-12,3.693247e-12,-5.844017e-15,25.0,2.1e-08,3.2e-08
646,0.656,-1.2719,1e-15,0.6,5,1.086367e-11,5.44405e-12,-5.783009e-15,25.0,2.1e-08,3.2e-08
647,-0.4937,0.4482,1e-15,0.6,5,8.437309e-12,4.638666e-12,-5.766526e-15,25.0,2.1e-08,3.2e-08
648,0.3209,1.4379,1e-15,0.6,5,7.487726e-12,5.221471e-12,-5.62695e-15,25.0,2.1e-08,3.2e-08
649,-0.5189,-0.378,1e-15,0.6,5,9.422759e-12,4.617854e-12,-5.754514e-15,25.0,2.1e-08,3.2e-08
650,0.5518,0.3415,1e-15,0.6,5,8.620785e-12,5.377273e-12,-5.771288e-15,25.0,2.1e-08,3.2e-08
651,0.29,-0.1841,1e-15,0.6,5,9.278895e-12,5.200723e-12,-5.792657e-15,25.0,2.1e-08,3.2e-08
652,0.8485,-0.7446,1e-15,0.6,5,9.709706e-12,5.695884e-12,-5.729771e-15,25.0,2.1e-08,3.2e-08
653,-1.2438,0.6697,1e-15,0.6,5,8.200494e-12,3.992742e-12,-5.768465e-15,25.0,2.1e-08,3.2e-08
654,0.6131,-1.1911,1e-15,0.6,5,1.07203e-11,5.415727e-12,-5.790964e-15,25.0,2.1e-08,3.2e-08
655,0.3824,0.9694,1e-15,0.6,5,7.971286e-12,5.263756e-12,-5.748238e-15,25.0,2.1e-08,3.2e-08
656,-1.8849,0.6073,1e-15,0.6,5,8.255473e-12,3.608645e-12,-5.759525e-15,25.0,2.1e-08,3.2e-08
657,0.8013,0.2451,1e-15,0.6,5,8.634814e-12,5.65248e-12,-5.923408e-15,25.0,2.1e-08,3.2e-08
658,-1.3209,0.8362,1e-15,0.6,5,7.989042e-12,3.947288e-12,-5.673786e-15,25.0,2.1e-08,3.2e-08
659,-2.4502,-1.2897,1e-15,0.6,5,1.085536e-11,3.25566e-12,-5.736445e-15,25.0,2.1e-08,3.2e-08
660,0.0,0.0,1e-15,0.6,5,8.896095e-12,4.941887e-12,-5.860854e-15,0.0,2.1e-08,3.2e-08
661,-0.8014,-0.8294,1e-15,0.6,5,9.699101e-12,4.351463e-12,-5.698993e-15,0.0,2.1e-08,3.2e-08
662,-0.2677,0.215,1e-15,0.6,5,8.626919e-12,4.739272e-12,-5.886572e-15,0.0,2.1e-08,3.2e-08
663,1.6757,0.8946,1e-15,0.6,5,7.92443e-12,6.356832e-12,-5.65996e-15,0.0,2.1e-08,3.2e-08
664,0.2014,1.0447,1e-15,0.6,5,7.826068e-12,5.080471e-12,-5.733142e-15,0.0,2.1e-08,3.2e-08
665,-1.7987,2.7742,1e-15,0.6,5,6.205128e-12,3.633156e-12,-5.805014e-15,0.0,2.1e-08,3.2e-08
666,0.656,-1.2719,1e-15,0.6,5,1.084908e-11,5.377658e-12,-5.779607e-15,0.0,2.1e-08,3.2e-08
667,-0.4937,0.4482,1e-15,0.6,5,8.399188e-12,4.573273e-12,-5.758557e-15,0.0,2.1e-08,3.2e-08
668,0.3209,1.4379,1e-15,0.6,5,7.428059e-12,5.158708e-12,-5.629984e-15,0.0,2.1e-08,3.2e-08
669,-0.5189,-0.378,1e-15,0.6,5,9.38342e-12,4.553333e-12,-5.753516e-15,0.0,2.1e-08,3.2e-08
670,0.5518,0.3415,1e-15,0.6,5,8.574142e-12,5.311482e-12,-5.855904e-15,0.0,2.1e-08,3.2e-08
671,0.29,-0.1841,1e-15,0.6,5,9.218105e-12,5.138125e-12,-5.783189e-15,0.0,2.1e-08,3.2e-08
672,0.8485,-0.7446,1e-15,0.6,5,9.921175e-12,5.620764e-12,-5.684347e-15,0.0,2.1e-08,3.2e-08
673,-1.2438,0.6697,1e-15,0.6,5,8.194457e-12,3.931843e-12,-5.826732e-15,0.0,2.1e-08,3.2e-08
674,0.6131,-1.1911,1e-15,0.6,5,1.095226e-11,5.349884e-12,-5.785695e-15,0.0,2.1e-08,3.2e-08
675,0.3824,0.9694,1e-15,0.6,5,7.927466e-12,5.200194e-12,-5.740189e-15,0.0,2.1e-08,3.2e-08
676,-1.8849,0.6073,1e-15,0.6,5,8.206429e-12,3.552898e-12,-5.73729e-15,0.0,2.1e-08,3.2e-08
677,0.8013,0.2451,1e-15,0.6,5,8.701349e-12,5.473197e-12,-5.880709e-15,0.0,2.1e-08,3.2e-08
678,-1.3209,0.8362,1e-15,0.6,5,7.973563e-12,3.886687e-12,-5.669303e-15,0.0,2.1e-08,3.2e-08
679,-2.4502,-1.2897,1e-15,0.6,5,1.081997e-11,3.198829e-12,-5.740329e-15,0.0,2.1e-08,3.2e-08
680,0.0,0.0,1e-15,0.6,5,8.932046e-12,4.884872e-12,-5.774028e-15,-25.0,2.1e-08,3.2e-08
681,-0.8014,-0.8294,1e-15,0.6,5,9.656962e-12,4.297841e-12,-5.715318e-15,-25.0,2.1e-08,3.2e-08
682,-0.2677,0.215,1e-15,0.6,5,8.599449e-12,4.683526e-12,-5.874879e-15,-25.0,2.1e-08,3.2e-08
683,1.6757,0.8946,1e-15,0.6,5,8.000815e-12,6.280754e-12,-5.790023e-15,-25.0,2.1e-08,3.2e-08
684,0.2014,1.0447,1e-15,0.6,5,7.816172e-12,5.027699e-12,-5.719344e-15,-25.0,2.1e-08,3.2e-08
685,-1.7987,2.7742,1e-15,0.6,5,6.163808e-12,3.579888e-12,-5.794942e-15,-25.0,2.1e-08,3.2e-08
686,0.656,-1.2719,1e-15,0.6,5,1.067187e-11,5.320243e-12,-5.76336e-15,-25.0,2.1e-08,3.2e-08
687,-0.4937,0.4482,1e-15,0.6,5,8.371532e-12,4.517583e-12,-5.755986e-15,-25.0,2.1e-08,3.2e-08
688,0.3209,1.4379,1e-15,0.6,5,7.430298e-12,5.105159e-12,-5.610881e-15,-25.0,2.1e-08,3.2e-08
689,-0.5189,-0.378,1e-15,0.6,5,9.364645e-12,4.498548e-12,-5.753192e-15,-25.0,2.1e-08,3.2e-08
690,0.5518,0.3415,1e-15,0.6,5,8.532081e-12,5.254572e-12,-5.94645e-15,-25.0,2.1e-08,3.2e-08
691,0.29,-0.1841,1e-15,0.6,5,9.180676e-12,5.084673e-12,-5.81286e-15,-25.0,2.1e-08,3.2e-08
692,0.8485,-0.7446,1e-15,0.6,5,9.836018e-12,5.596153e-12,-5.677524e-15,-25.0,2.1e-08,3.2e-08
693,-1.2438,0.6697,1e-15,0.6,5,8.113209e-12,3.879224e-12,-5.7785e-15,-25.0,2.1e-08,3.2e-08
694,0.6131,-1.1911,1e-15,0.6,5,1.054438e-11,5.293145e-12,-5.777898e-15,-25.0,2.1e-08,3.2e-08
695,0.3824,0.9694,1e-15,0.6,5,7.884679e-12,5.145763e-12,-5.721039e-15,-25.0,2.1e-08,3.2e-08
696,-1.8849,0.6073,1e-15,0.6,5,8.258193e-12,3.502735e-12,-5.743375e-15,-25.0,2.1e-08,3.2e-08
697,0.8013,0.2451,1e-15,0.6,5,8.674783e-12,5.551656e-12,-5.78589e-15,-25.0,2.1e-08,3.2e-08
698,-1.3209,0.8362,1e-15,0.6,5,7.946926e-12,3.834243e-12,-5.671899e-15,-25.0,2.1e-08,3.2e-08
699,-2.4502,-1.2897,1e-15,0.6,5,1.072769e-11,3.150259e-12,-5.722246e-15,-25.0,2.1e-08,3.2e-08
700,0.0,0.0,1e-15,0.7,1,2.156631e-11,1.888162e-11,-6.670514e-15,50.0,2.1e-08,3.2e-08
701,-0.8014,-0.8294,1e-15,0.7,1,2.576373e-11,1.7169e-11,-6.544755e-15,50.0,2.1e-08,3.2e-08
702,-0.2677,0.215,1e-15,0.7,1,2.096008e-11,1.828393e-11,-6.516425e-15,50.0,2.1e-08,3.2e-08
703,1.6757,0.8946,1e-15,0.7,1,1.953548e-11,2.489936e-11,-6.566243e-15,50.0,2.1e-08,3.2e-08
704,0.2014,1.0447,1e-15,0.7,1,1.882072e-11,1.937201e-11,-6.584225e-15,50.0,2.1e-08,3.2e-08
705,-1.7987,2.7742,1e-15,0.7,1,1.540947e-11,1.572534e-11,-6.523497e-15,50.0,2.1e-08,3.2e-08
706,0.656,-1.2719,1e-15,0.7,1,2.557838e-11,2.065058e-11,-6.579895e-15,50.0,2.1e-08,3.2e-08
707,-0.4937,0.4482,1e-15,0.7,1,2.124589e-11,1.780532e-11,-6.604486e-15,50.0,2.1e-08,3.2e-08
708,0.3209,1.4379,1e-15,0.7,1,1.807576e-11,1.968302e-11,-6.560388e-15,50.0,2.1e-08,3.2e-08
709,-0.5189,-0.378,1e-15,0.7,1,2.341833e-11,1.774899e-11,-6.500876e-15,50.0,2.1e-08,3.2e-08
710,0.5518,0.3415,1e-15,0.7,1,2.070679e-11,2.033171e-11,-6.531421e-15,50.0,2.1e-08,3.2e-08
711,0.29,-0.1841,1e-15,0.7,1,2.349015e-11,1.959254e-11,-6.444461e-15,50.0,2.1e-08,3.2e-08
712,0.8485,-0.7446,1e-15,0.7,1,2.359912e-11,2.13098e-11,-6.457831e-15,50.0,2.1e-08,3.2e-08
713,-1.2438,0.6697,1e-15,0.7,1,1.999139e-11,1.671005e-11,-6.698955e-15,50.0,2.1e-08,3.2e-08
714,0.6131,-1.1911,1e-15,0.7,1,2.528072e-11,2.051412e-11,-6.563296e-15,50.0,2.1e-08,3.2e-08
715,0.3824,0.9694,1e-15,0.7,1,1.942829e-11,1.984628e-11,-6.608228e-15,50.0,2.1e-08,3.2e-08
716,-1.8849,0.6073,1e-15,0.7,1,2.012427e-11,1.554597e-11,-6.628992e-15,50.0,2.1e-08,3.2e-08
717,0.8013,0.2451,1e-15,0.7,1,2.089189e-11,2.114721e-11,-6.527604e-15,50.0,2.1e-08,3.2e-08
718,-1.3209,0.8362,1e-15,0.7,1,1.973589e-11,1.656959e-11,-6.646199e-15,50.0,2.1e-08,3.2e-08
719,-2.4502,-1.2897,1e-15,0.7,1,2.516737e-11,1.45274e-11,-6.585115e-15,50.0,2.1e-08,3.2e-08
720,0.0,0.0,1e-15,0.7,1,2.25248e-11,2.007324e-11,-6.445446e-15,100.0,2.1e-08,3.2e-08
721,-0.8014,-0.8294,1e-15,0.7,1,2.535612e-11,1.821084e-11,-6.54175e-15,100.0,2.1e-08,3.2e-08
722,-0.2677,0.215,1e-15,0.7,1,2.168126e-11,1.93977e-11,-6.7229e-15,100.0,2.1e-08,3.2e-08
723,1.6757,0.8946,1e-15,0.7,1,2.03725e-11,2.693999e-11,-6.693619e-15,100.0,2.1e-08,3.2e-08
724,0.2014,1.0447,1e-15,0.7,1,2.003605e-11,2.06523e-11,-6.679119e-15,100.0,2.1e-08,3.2e-08
725,-1.7987,2.7742,1e-15,0.7,1,1.714338e-11,1.623375e-11,-6.579421e-15,100.0,2.1e-08,3.2e-08
726,0.656,-1.2719,1e-15,0.7,1,2.663635e-11,2.218458e-11,-6.60552e-15,100.0,2.1e-08,3.2e-08
727,-0.4937,0.4482,1e-15,0.7,1,2.150689e-11,1.887909e-11,-6.588316e-15,100.0,2.1e-08,3.2e-08
728,0.3209,1.4379,1e-15,0.7,1,1.927932e-11,2.102719e-11,-6.595974e-15,100.0,2.1e-08,3.2e-08
729,-0.5189,-0.378,1e-15,0.7,1,2.393744e-11,1.881893e-11,-6.498549e-15,100.0,2.1e-08,3.2e-08
730,0.5518,0.3415,1e-15,0.7,1,2.151471e-11,2.180812e-11,-6.536018e-15,100.0,2.1e-08,3.2e-08
731,0.29,-0.1841,1e-15,0.7,1,2.299037e-11,2.091811e-11,-6.445078e-15,100.0,2.1e-08,3.2e-08
732,0.8485,-0.7446,1e-15,0.7,1,2.466428e-11,2.29462e-11,-6.475524e-15,100.0,2.1e-08,3.2e-08
733,-1.2438,0.6697,1e-15,0.7,1,2.063869e-11,1.731714e-11,-6.61902e-15,100.0,2.1e-08,3.2e-08
734,0.6131,-1.1911,1e-15,0.7,1,2.633894e-11,2.202414e-11,-6.579713e-15,100.0,2.1e-08,3.2e-08
735,0.3824,0.9694,1e-15,0.7,1,2.016911e-11,2.122476e-11,-6.596211e-15,100.0,2.1e-08,3.2e-08
736,-1.8849,0.6073,1e-15,0.7,1,2.102534e-11,1.60456e-11,-6.526318e-15,100.0,2.1e-08,3.2e-08
737,0.8013,0.2451,1e-15,0.7,1,2.174694e-11,2.276052e-11,-6.543559e-15,100.0,2.1e-08,3.2e-08
738,-1.3209,0.8362,1e-15,0.7,1,2.042912e-11,1.716447e-11,-6.681434e-15,100.0,2.1e-08,3.2e-08
739,-2.4502,-1.2897,1e-15,0.7,1,2.66442e-11,1.422053e-11,-6.563041e-15,100.0,2.1e-08,3.2e-08
740,0.0,0.0,1e-15,0.7,1,2.303733e-11,2.078011e-11,-6.451368e-15,125.0,2.1e-08,3.2e-08
741,-0.8014,-0.8294,1e-15,0.7,1,2.732475e-11,1.877967e-11,-6.641376e-15,125.0,2.1e-08,3.2e-08
742,-0.2677,0.215,1e-15,0.7,1,2.220447e-11,2.003718e-11,-6.527897e-15,125.0,2.1e-08,3.2e-08
743,1.6757,0.8946,1e-15,0.7,1,2.075105e-11,2.814064e-11,-6.735223e-15,125.0,2.1e-08,3.2e-08
744,0.2014,1.0447,1e-15,0.7,1,2.043872e-11,2.142148e-11,-6.701466e-15,125.0,2.1e-08,3.2e-08
745,-1.7987,2.7742,1e-15,0.7,1,1.732451e-11,1.677755e-11,-6.625868e-15,125.0,2.1e-08,3.2e-08
746,0.656,-1.2719,1e-15,0.7,1,2.742726e-11,2.308322e-11,-6.598118e-15,125.0,2.1e-08,3.2e-08
747,-0.4937,0.4482,1e-15,0.7,1,2.184633e-11,1.948003e-11,-6.560853e-15,125.0,2.1e-08,3.2e-08
748,0.3209,1.4379,1e-15,0.7,1,1.966489e-11,2.18336e-11,-6.612563e-15,125.0,2.1e-08,3.2e-08
749,-0.5189,-0.378,1e-15,0.7,1,2.422327e-11,1.941622e-11,-6.494458e-15,125.0,2.1e-08,3.2e-08
750,0.5518,0.3415,1e-15,0.7,1,2.199115e-11,2.267996e-11,-6.54474e-15,125.0,2.1e-08,3.2e-08
751,0.29,-0.1841,1e-15,0.7,1,2.351541e-11,2.171401e-11,-6.451516e-15,125.0,2.1e-08,3.2e-08
752,0.8485,-0.7446,1e-15,0.7,1,2.752071e-11,2.388429e-11,-6.612428e-15,125.0,2.1e-08,3.2e-08
753,-1.2438,0.6697,1e-15,0.7,1,2.201579e-11,1.786485e-11,-6.594763e-15,125.0,2.1e-08,3.2e-08
754,0.6131,-1.1911,1e-15,0.7,1,2.711056e-11,2.291156e-11,-6.600333e-15,125.0,2.1e-08,3.2e-08
755,0.3824,0.9694,1e-15,0.7,1,2.056981e-11,2.204916e-11,-6.710283e-15,125.0,2.1e-08,3.2e-08
756,-1.8849,0.6073,1e-15,0.7,1,2.149322e-11,1.658941e-11,-6.574199e-15,125.0,2.1e-08,3.2e-08
757,0.8013,0.2451,1e-15,0.7,1,2.252587e-11,2.36868e-11,-6.553104e-15,125.0,2.1e-08,3.2e-08
758,-1.3209,0.8362,1e-15,0.7,1,2.178371e-11,1.771034e-11,-6.678071e-15,125.0,2.1e-08,3.2e-08
759,-2.4502,-1.2897,1e-15,0.7,1,2.768941e-11,1.469847e-11,-6.570219e-15,125.0,2.1e-08,3.2e-08
760,0.0,0.0,1e-15,0.7,1,2.227416e-11,1.944635e-11,-6.593589e-15,75.0,2.1e-08,3.2e-08
761,-0.8014,-0.8294,1e-15,0.7,1,2.485548e-11,1.767584e-11,-6.473938e-15,75.0,2.1e-08,3.2e-08
762,-0.2677,0.215,1e-15,0.7,1,2.173526e-11,1.881807e-11,-6.592525e-15,75.0,2.1e-08,3.2e-08
763,1.6757,0.8946,1e-15,0.7,1,1.992108e-11,2.587013e-11,-6.680589e-15,75.0,2.1e-08,3.2e-08
764,0.2014,1.0447,1e-15,0.7,1,1.965067e-11,1.997366e-11,-6.58501e-15,75.0,2.1e-08,3.2e-08
765,-1.7987,2.7742,1e-15,0.7,1,1.669246e-11,1.615984e-11,-6.562558e-15,75.0,2.1e-08,3.2e-08
766,0.656,-1.2719,1e-15,0.7,1,2.608334e-11,2.137399e-11,-6.556888e-15,75.0,2.1e-08,3.2e-08
767,-0.4937,0.4482,1e-15,0.7,1,2.063925e-11,1.832411e-11,-6.542302e-15,75.0,2.1e-08,3.2e-08
768,0.3209,1.4379,1e-15,0.7,1,1.892078e-11,2.031313e-11,-6.583226e-15,75.0,2.1e-08,3.2e-08
769,-0.5189,-0.378,1e-15,0.7,1,2.418934e-11,1.826629e-11,-6.676204e-15,75.0,2.1e-08,3.2e-08
770,0.5518,0.3415,1e-15,0.7,1,2.111551e-11,2.102581e-11,-6.532842e-15,75.0,2.1e-08,3.2e-08
771,0.29,-0.1841,1e-15,0.7,1,2.251329e-11,2.021422e-11,-6.437458e-15,75.0,2.1e-08,3.2e-08
772,0.8485,-0.7446,1e-15,0.7,1,2.404977e-11,2.208553e-11,-6.463352e-15,75.0,2.1e-08,3.2e-08
773,-1.2438,0.6697,1e-15,0.7,1,2.052749e-11,1.679364e-11,-6.623727e-15,75.0,2.1e-08,3.2e-08
774,0.6131,-1.1911,1e-15,0.7,1,2.579164e-11,2.122528e-11,-6.574714e-15,75.0,2.1e-08,3.2e-08
775,0.3824,0.9694,1e-15,0.7,1,1.978226e-11,2.04924e-11,-6.585691e-15,75.0,2.1e-08,3.2e-08
776,-1.8849,0.6073,1e-15,0.7,1,2.045214e-11,1.598125e-11,-6.635105e-15,75.0,2.1e-08,3.2e-08
777,0.8013,0.2451,1e-15,0.7,1,2.126075e-11,2.191119e-11,-6.538464e-15,75.0,2.1e-08,3.2e-08
778,-1.3209,0.8362,1e-15,0.7,1,2.009213e-11,1.664161e-11,-6.697073e-15,75.0,2.1e-08,3.2e-08
779,-2.4502,-1.2897,1e-15,0.7,1,2.591624e-11,1.493856e-11,-6.595026e-15,75.0,2.1e-08,3.2e-08
780,0.0,0.0,1e-15,0.7,1,2.139648e-11,1.836493e-11,-6.57112e-15,25.0,2.1e-08,3.2e-08
781,-0.8014,-0.8294,1e-15,0.7,1,2.355199e-11,1.710934e-11,-6.476131e-15,25.0,2.1e-08,3.2e-08
782,-0.2677,0.215,1e-15,0.7,1,2.039123e-11,1.77863e-11,-6.621692e-15,25.0,2.1e-08,3.2e-08
783,1.6757,0.8946,1e-15,0.7,1,1.926008e-11,2.402165e-11,-6.569924e-15,25.0,2.1e-08,3.2e-08
784,0.2014,1.0447,1e-15,0.7,1,1.894908e-11,1.883118e-11,-6.570232e-15,25.0,2.1e-08,3.2e-08
785,-1.7987,2.7742,1e-15,0.7,1,1.519789e-11,1.531193e-11,-6.521866e-15,25.0,2.1e-08,3.2e-08
786,0.656,-1.2719,1e-15,0.7,1,2.507752e-11,2.001148e-11,-6.565955e-15,25.0,2.1e-08,3.2e-08
787,-0.4937,0.4482,1e-15,0.7,1,1.987009e-11,1.731679e-11,-6.579061e-15,25.0,2.1e-08,3.2e-08
788,0.3209,1.4379,1e-15,0.7,1,1.772424e-11,1.912232e-11,-6.55321e-15,25.0,2.1e-08,3.2e-08
789,-0.5189,-0.378,1e-15,0.7,1,2.214288e-11,1.726138e-11,-6.531371e-15,25.0,2.1e-08,3.2e-08
790,0.5518,0.3415,1e-15,0.7,1,2.034968e-11,1.971976e-11,-6.529393e-15,25.0,2.1e-08,3.2e-08
791,0.29,-0.1841,1e-15,0.7,1,2.174229e-11,1.903791e-11,-6.509284e-15,25.0,2.1e-08,3.2e-08
792,0.8485,-0.7446,1e-15,0.7,1,2.320679e-11,2.061767e-11,-6.454781e-15,25.0,2.1e-08,3.2e-08
793,-1.2438,0.6697,1e-15,0.7,1,1.961013e-11,1.629355e-11,-6.539326e-15,25.0,2.1e-08,3.2e-08
794,0.6131,-1.1911,1e-15,0.7,1,2.478867e-11,1.988666e-11,-6.561701e-15,25.0,2.1e-08,3.2e-08
795,0.3824,0.9694,1e-15,0.7,1,1.869805e-11,1.927369e-11,-6.589179e-15,25.0,2.1e-08,3.2e-08
796,-1.8849,0.6073,1e-15,0.7,1,1.969231e-11,1.513061e-11,-6.647535e-15,25.0,2.1e-08,3.2e-08
797,0.8013,0.2451,1e-15,0.7,1,2.054218e-11,2.046733e-11,-6.527615e-15,25.0,2.1e-08,3.2e-08
798,-1.3209,0.8362,1e-15,0.7,1,1.928597e-11,1.615452e-11,-6.660007e-15,25.0,2.1e-08,3.2e-08
799,-2.4502,-1.2897,1e-15,0.7,1,2.596582e-11,1.341546e-11,-6.571211e-15,25.0,2.1e-08,3.2e-08
800,0.0,0.0,1e-15,0.7,1,2.090238e-11,1.793971e-11,-6.536048e-15,0.0,2.1e-08,3.2e-08
801,-0.8014,-0.8294,1e-15,0.7,1,2.285507e-11,1.675506e-11,-6.433037e-15,0.0,2.1e-08,3.2e-08
802,-0.2677,0.215,1e-15,0.7,1,2.023566e-11,1.737033e-11,-6.544788e-15,0.0,2.1e-08,3.2e-08
803,1.6757,0.8946,1e-15,0.7,1,1.900323e-11,2.332906e-11,-6.584006e-15,0.0,2.1e-08,3.2e-08
804,0.2014,1.0447,1e-15,0.7,1,1.874291e-11,1.839308e-11,-6.568192e-15,0.0,2.1e-08,3.2e-08
805,-1.7987,2.7742,1e-15,0.7,1,1.493199e-11,1.496308e-11,-6.580864e-15,0.0,2.1e-08,3.2e-08
806,0.656,-1.2719,1e-15,0.7,1,2.476314e-11,1.951169e-11,-6.570335e-15,0.0,2.1e-08,3.2e-08
807,-0.4937,0.4482,1e-15,0.7,1,1.973136e-11,1.69044e-11,-6.579623e-15,0.0,2.1e-08,3.2e-08
808,0.3209,1.4379,1e-15,0.7,1,1.812613e-11,1.867309e-11,-6.545133e-15,0.0,2.1e-08,3.2e-08
809,-0.5189,-0.378,1e-15,0.7,1,2.181433e-11,1.72995e-11,-6.509369e-15,0.0,2.1e-08,3.2e-08
810,0.5518,0.3415,1e-15,0.7,1,2.008342e-11,1.923888e-11,-6.559054e-15,0.0,2.1e-08,3.2e-08
811,0.29,-0.1841,1e-15,0.7,1,2.12993e-11,1.85922e-11,-6.458321e-15,0.0,2.1e-08,3.2e-08
812,0.8485,-0.7446,1e-15,0.7,1,2.289515e-11,2.007551e-11,-6.449541e-15,0.0,2.1e-08,3.2e-08
813,-1.2438,0.6697,1e-15,0.7,1,1.928958e-11,1.594758e-11,-6.571297e-15,0.0,2.1e-08,3.2e-08
814,0.6131,-1.1911,1e-15,0.7,1,2.516258e-11,1.939524e-11,-6.546412e-15,0.0,2.1e-08,3.2e-08
815,0.3824,0.9694,1e-15,0.7,1,1.893676e-11,1.881754e-11,-6.566346e-15,0.0,2.1e-08,3.2e-08
816,-1.8849,0.6073,1e-15,0.7,1,1.935863e-11,1.477953e-11,-6.591853e-15,0.0,2.1e-08,3.2e-08
817,0.8013,0.2451,1e-15,0.7,1,2.027033e-11,1.993549e-11,-6.525806e-15,0.0,2.1e-08,3.2e-08
818,-1.3209,0.8362,1e-15,0.7,1,1.895953e-11,1.580889e-11,-6.630337e-15,0.0,2.1e-08,3.2e-08
819,-2.4502,-1.2897,1e-15,0.7,1,2.463027e-11,1.310948e-11,-6.547705e-15,0.0,2.1e-08,3.2e-08
820,0.0,0.0,1e-15,0.7,1,2.068283e-11,1.754185e-11,-6.564779e-15,-25.0,2.1e-08,3.2e-08
821,-0.8014,-0.8294,1e-15,0.7,1,2.253597e-11,1.642642e-11,-6.423909e-15,-25.0,2.1e-08,3.2e-08
822,-0.2677,0.215,1e-15,0.7,1,2.012208e-11,1.697708e-11,-6.568901e-15,-25.0,2.1e-08,3.2e-08
823,1.6757,0.8946,1e-15,0.7,1,1.885394e-11,2.271184e-11,-6.586941e-15,-25.0,2.1e-08,3.2e-08
824,0.2014,1.0447,1e-15,0.7,1,1.826747e-11,1.798751e-11,-6.581805e-15,-25.0,2.1e-08,3.2e-08
825,-1.7987,2.7742,1e-15,0.7,1,1.515173e-11,1.392831e-11,-6.544904e-15,-25.0,2.1e-08,3.2e-08
826,0.656,-1.2719,1e-15,0.7,1,2.472041e-11,1.906492e-11,-6.504709e-15,-25.0,2.1e-08,3.2e-08
827,-0.4937,0.4482,1e-15,0.7,1,1.946594e-11,1.701269e-11,-6.569682e-15,-25.0,2.1e-08,3.2e-08
828,0.3209,1.4379,1e-15,0.7,1,1.788097e-11,1.826055e-11,-6.534975e-15,-25.0,2.1e-08,3.2e-08
829,-0.5189,-0.378,1e-15,0.7,1,2.128242e-11,1.696146e-11,-6.519281e-15,-25.0,2.1e-08,3.2e-08
830,0.5518,0.3415,1e-15,0.7,1,1.993508e-11,1.880545e-11,-6.529878e-15,-25.0,2.1e-08,3.2e-08
831,0.29,-0.1841,1e-15,0.7,1,2.112429e-11,1.8182e-11,-6.413435e-15,-25.0,2.1e-08,3.2e-08
832,0.8485,-0.7446,1e-15,0.7,1,2.262756e-11,1.959463e-11,-6.444877e-15,-25.0,2.1e-08,3.2e-08
833,-1.2438,0.6697,1e-15,0.7,1,1.895362e-11,1.562257e-11,-6.614039e-15,-25.0,2.1e-08,3.2e-08
834,0.6131,-1.1911,1e-15,0.7,1,2.444883e-11,1.895456e-11,-6.519352e-15,-25.0,2.1e-08,3.2e-08
835,0.3824,0.9694,1e-15,0.7,1,1.871822e-11,1.840059e-11,-6.571912e-15,-25.0,2.1e-08,3.2e-08
836,-1.8849,0.6073,1e-15,0.7,1,1.938524e-11,1.3758e-11,-6.579617e-15,-25.0,2.1e-08,3.2e-08
837,0.8013,0.2451,1e-15,0.7,1,2.003599e-11,1.946337e-11,-6.524559e-15,-25.0,2.1e-08,3.2e-08
838,-1.3209,0.8362,1e-15,0.7,1,1.916616e-11,1.548361e-11,-6.629632e-15,-25.0,2.1e-08,3.2e-08
839,-2.4502,-1.2897,1e-15,0.7,1,2.43331e-11,1.282307e-11,-6.525516e-15,-25.0,2.1e-08,3.2e-08
840,0.0,0.0,1e-15,0.7,2,1.171838e-11,1.075517e-11,-6.445176e-15,50.0,2.1e-08,3.2e-08
841,-0.8014,-0.8294,1e-15,0.7,2,1.345813e-11,9.61181e-12,-6.533822e-15,50.0,2.1e-08,3.2e-08
842,-0.2677,0.215,1e-15,0.7,2,1.142252e-11,1.034906e-11,-6.472342e-15,50.0,2.1e-08,3.2e-08
843,1.6757,0.8946,1e-15,0.7,2,1.050878e-11,1.47095e-11,-6.394792e-15,50.0,2.1e-08,3.2e-08
844,0.2014,1.0447,1e-15,0.7,2,1.067502e-11,1.107914e-11,-6.538141e-15,50.0,2.1e-08,3.2e-08
845,-1.7987,2.7742,1e-15,0.7,2,8.892578e-12,8.628924e-12,-6.644565e-15,50.0,2.1e-08,3.2e-08
846,0.656,-1.2719,1e-15,0.7,2,1.480724e-11,1.18872e-11,-6.487049e-15,50.0,2.1e-08,3.2e-08
847,-0.4937,0.4482,1e-15,0.7,2,1.144989e-11,1.002724e-11,-6.578109e-15,50.0,2.1e-08,3.2e-08
848,0.3209,1.4379,1e-15,0.7,2,1.018766e-11,1.127943e-11,-6.537419e-15,50.0,2.1e-08,3.2e-08
