,1,2,LoadCap,vdd,number_fin,index,temp,montecarlo_iteration,tphl,tplh,total_power,iint,temper,alter#
169,4.321151336000001,4.765845872,1f,0.6,3,10,-15,10,6.00749e-12,1.05194e-11,-1.0244e-08,-6.82932e-16,-15,1
170,4.370066928,4.852864388,1f,0.6,3,11,5,1,6.79997e-12,7.58256e-12,-1.05328e-08,-7.02188e-16,5,1
171,4.370806412,4.873612049,1f,0.6,3,12,5,2,6.80959e-12,7.08389e-12,-1.03265e-08,-6.88434e-16,5,1
172,4.333498878,4.850896718,1f,0.6,3,13,5,3,6.21906e-12,7.6093e-12,-1.06341e-08,-7.08937e-16,5,1
173,4.407236791,4.856645244,1f,0.6,3,14,5,4,7.42402e-12,7.50116e-12,-1.04436e-08,-6.9624e-16,5,1
174,4.387795215,4.770993196,1f,0.6,3,15,5,5,7.09144e-12,1.04131e-11,-1.05258e-08,-7.01721e-16,5,1
175,4.327368287,4.944578681,1f,0.6,3,16,5,6,6.13268e-12,5.72085e-12,-1.05166e-08,-7.01106e-16,5,1
176,4.407029602,4.828899174,1f,0.6,3,17,5,7,7.42385e-12,8.25881e-12,-1.04899e-08,-6.99325e-16,5,1
177,4.346317455,4.844399261,1f,0.6,3,18,5,8,6.41642e-12,7.78605e-12,-1.04206e-08,-6.94709e-16,5,1
178,4.486196606,4.846298129,1f,0.6,3,19,5,9,9.17605e-12,7.79706e-12,-1.05675e-08,-7.04499e-16,5,1
179,4.321151336000001,4.765845872,1f,0.6,3,20,5,10,6.03485e-12,1.06378e-11,-1.05587e-08,-7.03914e-16,5,1
180,4.370066928,4.852864388,1f,0.6,3,21,15,1,6.81242e-12,7.61357e-12,-1.06349e-08,-7.08995e-16,15,1
181,4.370806412,4.873612049,1f,0.6,3,22,15,2,6.82362e-12,7.11943e-12,-1.0542e-08,-7.02799e-16,15,1
182,4.333498878,4.850896718,1f,0.6,3,23,15,3,6.23131e-12,7.64449e-12,-1.06528e-08,-7.10184e-16,15,1
183,4.407236791,4.856645244,1f,0.6,3,24,15,4,7.43804e-12,7.53564e-12,-1.06595e-08,-7.10632e-16,15,1
184,4.387795215,4.770993196,1f,0.6,3,25,15,5,7.10332e-12,1.04215e-11,-1.05028e-08,-7.00186e-16,15,1
185,4.327368287,4.944578681,1f,0.6,3,26,15,6,6.1477e-12,5.75435e-12,-1.0512e-08,-7.00801e-16,15,1
186,4.407029602,4.828899174,1f,0.6,3,27,15,7,7.43757e-12,8.29071e-12,-1.03974e-08,-6.93163e-16,15,1
187,4.346317455,4.844399261,1f,0.6,3,28,15,8,6.42829e-12,7.82035e-12,-1.05758e-08,-7.05051e-16,15,1
188,4.486196606,4.846298129,1f,0.6,3,29,15,9,9.18354e-12,7.83342e-12,-1.04722e-08,-6.98148e-16,15,1
