 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-3.129172e-15,5.916648e-12,4.017102e-12,-3.290527,-4.895247,-2.599759
-3.107126e-15,6.001173e-12,4.167601e-12,-2.967738,-3.69972,-2.489258
-2.992676e-15,6.034492e-12,4.175969e-12,-2.807034,-3.342036,-2.409629
-2.950318e-15,6.0407e-12,4.176185e-12,-2.696844,-3.13969,-2.346205
-2.90797e-15,6.048274e-12,4.262555e-12,-2.612054,-2.999605,-2.292977
-2.887335e-15,6.053147e-12,4.27052e-12,-2.542699,-2.892598,-2.246832
-2.877789e-15,6.107365e-12,4.292382e-12,-2.483769,-2.805987,-2.20593
-2.853714e-15,6.110568e-12,4.312935e-12,-2.432379,-2.733174,-2.169082
-2.810287e-15,6.128172e-12,4.313897e-12,-2.386708,-2.670302,-2.135475
-2.808455e-15,6.130854e-12,4.352409e-12,-2.345531,-2.614929,-2.104524
-2.78946e-15,6.141005e-12,4.358561e-12,-2.307984,-2.56541,-2.075792
-2.774567e-15,6.142791e-12,4.36206e-12,-2.273435,-2.520588,-2.048948
-2.764697e-15,6.148012e-12,4.366244e-12,-2.241403,-2.479619,-2.023729
-2.747699e-15,6.149364e-12,4.368e-12,-2.211518,-2.441866,-1.999926
-2.741369e-15,6.15657e-12,4.374385e-12,-2.183487,-2.406839,-1.977369
-2.717408e-15,6.158539e-12,4.378075e-12,-2.157073,-2.374152,-1.955918
-2.713559e-15,6.161425e-12,4.391787e-12,-2.132083,-2.343497,-1.935455
-2.71205e-15,6.164953e-12,4.400726e-12,-2.108358,-2.31462,-1.915882
-2.695046e-15,6.16765e-12,4.402078e-12,-2.085764,-2.287316,-1.897114
-2.6945e-15,6.195942e-12,4.404867e-12,-2.064187,-2.261411,-1.879078
-2.688005e-15,6.19765e-12,4.406167e-12,-2.04353,-2.236759,-1.861712
-2.682763e-15,6.208605e-12,4.4167e-12,-2.02371,-2.213237,-1.844961
-2.682662e-15,6.209495e-12,4.424303e-12,-2.004654,-2.190737,-1.828776
-2.661738e-15,6.212647e-12,4.425182e-12,-1.9863,-2.169169,-1.813115
-2.654094e-15,6.213872e-12,4.432476e-12,-1.968592,-2.148452,-1.79794
-2.645038e-15,6.21803e-12,4.433425e-12,-1.95148,-2.128516,-1.783218
-2.63702e-15,6.22535e-12,4.434826e-12,-1.934921,-2.109299,-1.768917
