$DATA1 SOURCE='PrimeSim HSPICE' VERSION='S-2021.09-2 linux64' PARAM_COUNT=1
$OPTION MEASFORM=3
$index=1 is a nominal sample in Monte Carlo.
.TITLE '*inversor'
index,tphl,tplh,iint,temper,alter#
1, 9.395412e-12, 1.016364e-11,-1.560371e-15,   0.,1
2, 9.144589e-12, 9.863346e-12,-1.704007e-15,   0.,1
3, 9.308795e-12, 1.024624e-11,-1.574480e-15,   0.,1
4, 9.962544e-12, 1.047713e-11,-1.400157e-15,   0.,1
5, 9.458037e-12, 1.054316e-11,-1.490173e-15,   0.,1
6, 8.834348e-12, 1.135388e-11,-1.701931e-15,   0.,1
7, 9.615944e-12, 9.674471e-12,-1.607172e-15,   0.,1
8, 9.236512e-12, 1.033908e-11,-1.586400e-15,   0.,1
9, 9.496343e-12, 1.077471e-11,-1.464211e-15,   0.,1
10, 9.231113e-12, 1.002315e-11,-1.638518e-15,   0.,1
11, 9.575869e-12, 1.023518e-11,-1.495629e-15,   0.,1
12, 9.490612e-12, 1.008313e-11,-1.549032e-15,   0.,1
13, 9.679186e-12, 9.568997e-12,-1.502175e-15,   0.,1
14, 9.004642e-12, 1.046282e-11,-1.672919e-15,   0.,1
15, 9.601258e-12, 9.706024e-12,-1.602744e-15,   0.,1
16, 9.517838e-12, 1.050230e-11,-1.477922e-15,   0.,1
17, 8.814642e-12, 1.045291e-11,-1.790981e-15,   0.,1
18, 9.660130e-12, 1.020607e-11,-1.482973e-15,   0.,1
19, 8.980962e-12, 1.050929e-11,-1.676584e-15,   0.,1
20, 8.658892e-12, 9.805039e-12,-2.065154e-15,   0.,1
21, 9.541780e-12, 1.038691e-11,-1.483485e-15,   0.,1
22, 9.167041e-12, 1.008557e-11,-1.651291e-15,   0.,1
23, 9.234980e-12, 9.680546e-12,-1.750360e-15,   0.,1
24, 9.894839e-12, 1.102150e-11,-1.373964e-15,   0.,1
25, 9.310110e-12, 1.092807e-11,-1.504401e-15,   0.,1
26, 9.188513e-12, 1.033082e-11,-1.606028e-15,   0.,1
