 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-0.2896996,1,3.162868e-10,187,-9.679781e-09,187
-0.2658919,0,9.41665e-10,0,-9.05416e-09,0
-0.2420842,0,1.567043e-09,0,-8.428539e-09,0
-0.2182765,0,2.192422e-09,0,-7.802918e-09,0
-0.1944689,0,2.8178e-09,0,-7.177297e-09,0
-0.1706612,0,3.443178e-09,0,-6.551676e-09,0
-0.1468535,0,4.068556e-09,0,-5.926055e-09,0
-0.1230458,0,4.693935e-09,0,-5.300434e-09,0
-0.09923814,0,5.319313e-09,0,-4.674813e-09,0
-0.07543046,0,5.944691e-09,0,-4.049192e-09,0
-0.05162279,0,6.57007e-09,0,-3.423571e-09,0
-0.02781511,0,7.195448e-09,0,-2.797949e-09,0
-0.004007431,996,7.820826e-09,0,-2.172328e-09,0
0.01980025,1,8.446204e-09,0,-1.546707e-09,0
0.04360792,1,9.071583e-09,0,-9.210862e-10,0
0.0674156,1,9.696961e-09,58,-2.954651e-10,58

