 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-2.272741e-15,8.387419e-12,8.968115e-12,-3.290527,-4.895247,-2.599759
-2.138076e-15,8.507522e-12,9.111703e-12,-2.967738,-3.69972,-2.489258
-2.092925e-15,8.555727e-12,9.192599e-12,-2.807034,-3.342036,-2.409629
-2.075398e-15,8.568559e-12,9.235257e-12,-2.696844,-3.13969,-2.346205
-2.065154e-15,8.576816e-12,9.25387e-12,-2.612054,-2.999605,-2.292977
-2.037123e-15,8.584822e-12,9.271649e-12,-2.542699,-2.892598,-2.246832
-2.029886e-15,8.658892e-12,9.298185e-12,-2.483769,-2.805987,-2.20593
-2.009946e-15,8.668178e-12,9.315736e-12,-2.432379,-2.733174,-2.169082
-1.984277e-15,8.693964e-12,9.346165e-12,-2.386708,-2.670302,-2.135475
-1.979252e-15,8.698207e-12,9.347988e-12,-2.345531,-2.614929,-2.104524
-1.971642e-15,8.710213e-12,9.354735e-12,-2.307984,-2.56541,-2.075792
-1.956695e-15,8.71285e-12,9.378767e-12,-2.273435,-2.520588,-2.048948
-1.936625e-15,8.718466e-12,9.387201e-12,-2.241403,-2.479619,-2.023729
-1.930811e-15,8.72141e-12,9.401392e-12,-2.211518,-2.441866,-1.999926
-1.929138e-15,8.733551e-12,9.401804e-12,-2.183487,-2.406839,-1.977369
-1.925593e-15,8.734638e-12,9.40208e-12,-2.157073,-2.374152,-1.955918
-1.924388e-15,8.739392e-12,9.402385e-12,-2.132083,-2.343497,-1.935455
