 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-2.152742e-15,2,9.591543e-12,2,4.528085e-12,1
-2.100445e-15,1,9.75829e-12,8,4.626409e-12,2
-2.048148e-15,3,9.925038e-12,26,4.724735e-12,3
-1.995851e-15,2,1.009179e-11,68,4.823059e-12,14
-1.943554e-15,6,1.025853e-11,147,4.921385e-12,36
-1.891257e-15,11,1.042528e-11,157,5.019709e-12,83
-1.83896e-15,17,1.059203e-11,67,5.118035e-12,113
-1.786663e-15,40,1.075878e-11,104,5.216359e-12,160
-1.734365e-15,58,1.092552e-11,125,5.314685e-12,191
-1.682068e-15,98,1.109227e-11,112,5.413009e-12,171
-1.629771e-15,127,1.125902e-11,66,5.511335e-12,112
-1.577474e-15,164,1.142577e-11,53,5.609659e-12,68
-1.525177e-15,206,1.159251e-11,29,5.707985e-12,29
-1.47288e-15,188,1.175926e-11,17,5.806309e-12,11
-1.420583e-15,63,1.192601e-11,13,5.904635e-12,4
-1.368286e-15,14,1.209276e-11,6,6.002959e-12,2

