 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-4.986469e-15,9.782084e-12,1.593356e-11,-3.290527,-4.895247,-2.599759
-4.531155e-15,9.947896e-12,1.638265e-11,-2.967738,-3.69972,-2.489258
-4.464519e-15,1.000803e-11,1.652926e-11,-2.807034,-3.342036,-2.409629
-4.384223e-15,1.002537e-11,1.658315e-11,-2.696844,-3.13969,-2.346205
-4.294644e-15,1.003681e-11,1.658842e-11,-2.612054,-2.999605,-2.292977
-4.263124e-15,1.004771e-11,1.677298e-11,-2.542699,-2.892598,-2.246832
-4.237621e-15,1.014834e-11,1.680852e-11,-2.483769,-2.805987,-2.20593
-4.17434e-15,1.016115e-11,1.682703e-11,-2.432379,-2.733174,-2.169082
-4.057262e-15,1.020057e-11,1.684233e-11,-2.386708,-2.670302,-2.135475
-4.005005e-15,1.020616e-11,1.685211e-11,-2.345531,-2.614929,-2.104524
-3.973856e-15,1.022262e-11,1.68844e-11,-2.307984,-2.56541,-2.075792
-3.972193e-15,1.022618e-11,1.690597e-11,-2.273435,-2.520588,-2.048948
-3.960508e-15,1.023322e-11,1.697343e-11,-2.241403,-2.479619,-2.023729
-3.956338e-15,1.023773e-11,1.702201e-11,-2.211518,-2.441866,-1.999926
-3.907373e-15,1.025413e-11,1.703819e-11,-2.183487,-2.406839,-1.977369
-3.905475e-15,1.025552e-11,1.704115e-11,-2.157073,-2.374152,-1.955918
-3.865106e-15,1.026199e-11,1.707661e-11,-2.132083,-2.343497,-1.935455
-3.862641e-15,1.026997e-11,1.712905e-11,-2.108358,-2.31462,-1.915882
-3.859421e-15,1.027135e-11,1.713705e-11,-2.085764,-2.287316,-1.897114
-3.843795e-15,1.034418e-11,1.717082e-11,-2.064187,-2.261411,-1.879078
-3.834707e-15,1.035531e-11,1.718464e-11,-2.04353,-2.236759,-1.861712
-3.812026e-15,1.03921e-11,1.718544e-11,-2.02371,-2.213237,-1.844961
-3.768812e-15,1.039491e-11,1.718624e-11,-2.004654,-2.190737,-1.828776
-3.748158e-15,1.03967e-11,1.719452e-11,-1.9863,-2.169169,-1.813115
-3.724419e-15,1.040533e-11,1.719976e-11,-1.968592,-2.148452,-1.79794
-3.710698e-15,1.041401e-11,1.721316e-11,-1.95148,-2.128516,-1.783218
-3.700387e-15,1.044549e-11,1.722284e-11,-1.934921,-2.109299,-1.768917
-3.69301e-15,1.044941e-11,1.724561e-11,-1.918876,-2.090748,-1.755011
-3.684515e-15,1.045637e-11,1.72609e-11,-1.903311,-2.072812,-1.741475
-3.668998e-15,1.046255e-11,1.726091e-11,-1.888193,-2.055449,-1.728286
-3.654231e-15,1.048493e-11,1.726298e-11,-1.873495,-2.038621,-1.715426
-3.653244e-15,1.048633e-11,1.727167e-11,-1.859191,-2.022291,-1.702874
-3.645847e-15,1.048636e-11,1.727584e-11,-1.845258,-2.006429,-1.690614
-3.641784e-15,1.049916e-11,1.728715e-11,-1.831674,-1.991005,-1.678631
-3.601229e-15,1.050954e-11,1.728742e-11,-1.81842,-1.975993,-1.666909
-3.596666e-15,1.051552e-11,1.728965e-11,-1.805477,-1.96137,-1.655437
-3.594785e-15,1.052751e-11,1.729388e-11,-1.792831,-1.947114,-1.644201
-3.587465e-15,1.053407e-11,1.729461e-11,-1.780464,-1.933205,-1.633191
-3.586425e-15,1.053664e-11,1.73262e-11,-1.768364,-1.919624,-1.622396
-3.581433e-15,1.05461e-11,1.733409e-11,-1.756518,-1.906354,-1.611806
-3.580204e-15,1.055851e-11,1.734045e-11,-1.744913,-1.893381,-1.601412
-3.576001e-15,1.056076e-11,1.734571e-11,-1.733539,-1.880688,-1.591206
-3.572225e-15,1.057005e-11,1.735958e-11,-1.722384,-1.868263,-1.58118
-3.555053e-15,1.057221e-11,1.736185e-11,-1.71144,-1.856094,-1.571325
-3.553224e-15,1.059174e-11,1.736515e-11,-1.700696,-1.844168,-1.561636
-3.551782e-15,1.059976e-11,1.738281e-11,-1.690146,-1.832475,-1.552106
-3.548957e-15,1.060589e-11,1.739117e-11,-1.679781,-1.821005,-1.542729
-3.543859e-15,1.06142e-11,1.740183e-11,-1.669593,-1.809748,-1.533498
-3.542977e-15,1.062073e-11,1.740799e-11,-1.659575,-1.798695,-1.524409
-3.540869e-15,1.063328e-11,1.741026e-11,-1.649721,-1.787838,-1.515456
-3.538536e-15,1.063574e-11,1.741061e-11,-1.640025,-1.77717,-1.506635
-3.524024e-15,1.064258e-11,1.743013e-11,-1.63048,-1.766683,-1.49794
-3.523784e-15,1.064317e-11,1.743099e-11,-1.621082,-1.756369,-1.489368
-3.523311e-15,1.065567e-11,1.743137e-11,-1.611825,-1.746223,-1.480914
-3.518792e-15,1.066234e-11,1.743166e-11,-1.602704,-1.736238,-1.472574
-3.504294e-15,1.066248e-11,1.743912e-11,-1.593714,-1.726408,-1.464346
-3.498333e-15,1.066253e-11,1.745033e-11,-1.584852,-1.716728,-1.456224
-3.490147e-15,1.066368e-11,1.74569e-11,-1.576112,-1.707193,-1.448206
-3.470814e-15,1.066496e-11,1.745809e-11,-1.567491,-1.697798,-1.440288
-3.467777e-15,1.06724e-11,1.746303e-11,-1.558985,-1.688537,-1.432468
-3.464715e-15,1.067444e-11,1.747289e-11,-1.55059,-1.679408,-1.424743
-3.461285e-15,1.068038e-11,1.747427e-11,-1.542303,-1.670404,-1.417109
-3.45911e-15,1.068254e-11,1.747574e-11,-1.534121,-1.661523,-1.409565
-3.45616e-15,1.068267e-11,1.747833e-11,-1.52604,-1.65276,-1.402107
-3.455138e-15,1.068963e-11,1.747938e-11,-1.518057,-1.644112,-1.394733
-3.448072e-15,1.069528e-11,1.748272e-11,-1.51017,-1.635575,-1.387441
-3.438467e-15,1.069712e-11,1.748586e-11,-1.502376,-1.627146,-1.380228
-3.423815e-15,1.069727e-11,1.749018e-11,-1.494672,-1.618821,-1.373093
-3.423008e-15,1.071045e-11,1.749292e-11,-1.487056,-1.610599,-1.366034
-3.406104e-15,1.071336e-11,1.751041e-11,-1.479525,-1.602475,-1.359047
-3.405433e-15,1.07154e-11,1.751957e-11,-1.472077,-1.594447,-1.352133
-3.402572e-15,1.071772e-11,1.752048e-11,-1.46471,-1.586512,-1.345287
-3.398415e-15,1.073228e-11,1.752059e-11,-1.457422,-1.578669,-1.33851
-3.387689e-15,1.073736e-11,1.75288e-11,-1.45021,-1.570913,-1.331799
-3.387027e-15,1.074286e-11,1.752942e-11,-1.443073,-1.563243,-1.325153
-3.382483e-15,1.074657e-11,1.754896e-11,-1.436008,-1.555657,-1.31857
-3.379824e-15,1.074743e-11,1.755019e-11,-1.429015,-1.548153,-1.312048
-3.377536e-15,1.07525e-11,1.755893e-11,-1.42209,-1.540728,-1.305586
-3.368668e-15,1.075675e-11,1.756386e-11,-1.415234,-1.53338,-1.299184
-3.366186e-15,1.075969e-11,1.757168e-11,-1.408443,-1.526108,-1.292838
-3.365201e-15,1.075984e-11,1.757646e-11,-1.401716,-1.518909,-1.286549
-3.360384e-15,1.076359e-11,1.758133e-11,-1.395053,-1.511782,-1.280314
-3.359373e-15,1.076414e-11,1.75848e-11,-1.38845,-1.504726,-1.274133
-3.356835e-15,1.077206e-11,1.759214e-11,-1.381908,-1.497737,-1.268004
-3.351708e-15,1.077361e-11,1.760266e-11,-1.375424,-1.490816,-1.261927
-3.344368e-15,1.077606e-11,1.760339e-11,-1.368998,-1.48396,-1.255899
-3.343681e-15,1.078071e-11,1.760372e-11,-1.362627,-1.477167,-1.249921
-3.339167e-15,1.078219e-11,1.761111e-11,-1.356312,-1.470437,-1.243991
-3.339162e-15,1.078707e-11,1.761783e-11,-1.35005,-1.463768,-1.238108
-3.334941e-15,1.078878e-11,1.762097e-11,-1.34384,-1.457158,-1.232271
-3.334264e-15,1.079101e-11,1.762403e-11,-1.337682,-1.450607,-1.22648
-3.332432e-15,1.080882e-11,1.76342e-11,-1.331575,-1.444112,-1.220732
-3.33093e-15,1.081152e-11,1.76348e-11,-1.325516,-1.437674,-1.215028
-3.32766e-15,1.081893e-11,1.764081e-11,-1.319506,-1.43129,-1.209367
-3.313433e-15,1.082143e-11,1.764117e-11,-1.313543,-1.424959,-1.203747
-3.31343e-15,1.082508e-11,1.764921e-11,-1.307627,-1.418681,-1.198168
-3.311952e-15,1.083258e-11,1.765017e-11,-1.301755,-1.412454,-1.192629
-3.306405e-15,1.084649e-11,1.765804e-11,-1.295929,-1.406277,-1.18713
-3.303928e-15,1.084701e-11,1.766741e-11,-1.290146,-1.40015,-1.181669
-3.301178e-15,1.084836e-11,1.766903e-11,-1.284406,-1.39407,-1.176246
-3.29912e-15,1.084931e-11,1.76818e-11,-1.278708,-1.388039,-1.17086
-3.298987e-15,1.085321e-11,1.768417e-11,-1.273051,-1.382053,-1.165511
-3.29837e-15,1.086096e-11,1.768452e-11,-1.267434,-1.376113,-1.160198
-3.295026e-15,1.086681e-11,1.768775e-11,-1.261858,-1.370217,-1.15492
