 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Tail samples and indices
#Number of Measures
3
#Number of samples in each tail
9
#Measure names
iint,tphl,tplh
#Measure values in left tail
-4.5825510e-15,8.9104700e-12,3.0323800e-11
-4.1165870e-15,9.0702880e-12,3.1108440e-11
-4.0842040e-15,9.1271570e-12,3.2466920e-11
-3.9800940e-15,9.1447340e-12,3.2661820e-11
-3.9238460e-15,9.1550160e-12,3.2662680e-11
-3.9177820e-15,9.1658320e-12,3.3093500e-11
-3.8229690e-15,9.2611880e-12,3.3142060e-11
-3.6874460e-15,9.2746380e-12,3.3168100e-11
-3.6512260e-15,9.3083030e-12,3.3233980e-11
#Measure values in right tail
-1.8044980e-15,1.1866860e-11,4.1622240e-11
-1.7921430e-15,1.1896350e-11,4.1628130e-11
-1.7774920e-15,1.1899620e-11,4.1700320e-11
-1.7655000e-15,1.2025270e-11,4.2059090e-11
-1.7420850e-15,1.2113840e-11,4.2117360e-11
-1.7285710e-15,1.2117280e-11,4.2309080e-11
-1.7084190e-15,1.2139240e-11,4.2369830e-11
-1.7057950e-15,1.2154020e-11,4.3174720e-11
-1.6424540e-15,1.2160470e-11,4.3308720e-11
#Index values in left tail
806,806,127
837,837,543
782,782,238
314,118,440
232,314,526
118,232,777
20,20,340
226,136,450
136,485,788
#Index values in right tail
524,977,57
209,630,937
133,810,747
892,887,420
484,703,959
703,439,6
800,800,187
630,715,675
439,128,706
