 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Tail samples and indices
#Number of Measures
3
#Number of samples in each tail
9
#Measure names
iint,tphl,tplh
#Measure values in left tail
-3.6553160e-15,1.0823410e-11,5.6482430e-12
-3.5169110e-15,1.1302190e-11,5.6658520e-12
-3.4482410e-15,1.1383740e-11,5.6743590e-12
-3.4149910e-15,1.1405800e-11,5.7026180e-12
-3.3676620e-15,1.1421660e-11,5.7085450e-12
-3.3354640e-15,1.1435830e-11,5.7455250e-12
-3.2930830e-15,1.1568130e-11,5.8064060e-12
-3.2785510e-15,1.1583900e-11,5.8076350e-12
-3.2553820e-15,1.1628930e-11,5.8284030e-12
#Measure values in right tail
-1.8591350e-15,1.3959660e-11,7.2355690e-12
-1.8512630e-15,1.3985350e-11,7.2974310e-12
-1.8455270e-15,1.3987700e-11,7.2987670e-12
-1.8432920e-15,1.4092350e-11,7.3059130e-12
-1.7973630e-15,1.4168020e-11,7.3106690e-12
-1.7835090e-15,1.4172600e-11,7.3313500e-12
-1.7558100e-15,1.4189770e-11,7.4798950e-12
-1.7347410e-15,1.4200020e-11,7.4973450e-12
-1.7322710e-15,1.4205400e-11,7.5026800e-12
#Index values in left tail
127,806,810
543,837,127
440,782,158
806,118,137
526,314,78
782,232,933
238,20,636
20,136,551
226,485,128
#Index values in right tail
959,977,747
500,810,839
209,630,6
187,887,959
892,703,420
484,439,932
524,800,675
630,715,706
439,128,187
