 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-3.16091e-15,2,1.018442e-11,3,6.574884e-12,10
-3.064451e-15,2,1.038522e-11,7,6.701151e-12,12
-2.967992e-15,3,1.058602e-11,9,6.827418e-12,30
-2.871533e-15,7,1.078681e-11,20,6.953685e-12,57
-2.775075e-15,10,1.098761e-11,47,7.079952e-12,82
-2.678616e-15,22,1.118841e-11,71,7.206219e-12,102
-2.582157e-15,37,1.138921e-11,128,7.332486e-12,130
-2.485698e-15,77,1.159001e-11,150,7.458753e-12,131
-2.38924e-15,97,1.17908e-11,138,7.58502e-12,156
-2.292781e-15,133,1.19916e-11,147,7.711287e-12,112
-2.196322e-15,168,1.21924e-11,119,7.837554e-12,80
-2.099863e-15,177,1.23932e-11,74,7.963821e-12,53
-2.003405e-15,161,1.2594e-11,44,8.090088e-12,26
-1.906946e-15,71,1.279479e-11,22,8.216355e-12,14
-1.810487e-15,23,1.299559e-11,15,8.342622e-12,4
-1.714028e-15,10,1.319639e-11,6,8.468889e-12,1

