 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-4.222171e-15,3,1.180495e-11,1,6.475435e-12,6
-4.076964e-15,3,1.200872e-11,5,6.615393e-12,11
-3.931758e-15,4,1.221249e-11,8,6.755351e-12,22
-3.786551e-15,9,1.241626e-11,15,6.895309e-12,54
-3.641344e-15,11,1.262003e-11,43,7.035267e-12,83
-3.496138e-15,29,1.282379e-11,70,7.175225e-12,102
-3.350931e-15,48,1.302756e-11,131,7.315183e-12,124
-3.205725e-15,89,1.323133e-11,160,7.455141e-12,133
-3.060518e-15,83,1.34351e-11,145,7.5951e-12,161
-2.915312e-15,134,1.363887e-11,150,7.735058e-12,115
-2.770105e-15,179,1.384264e-11,118,7.875016e-12,98
-2.624899e-15,182,1.40464e-11,70,8.014974e-12,49
-2.479692e-15,120,1.425017e-11,43,8.154932e-12,30
-2.334485e-15,72,1.445394e-11,20,8.29489e-12,8
-2.189279e-15,21,1.465771e-11,15,8.434848e-12,2
-2.044072e-15,13,1.486148e-11,6,8.574806e-12,2

