 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-4.10765e-15,6.071663e-12,4.377061e-12,-3.290527,-4.895247,-2.599759
-3.769993e-15,6.160832e-12,4.583174e-12,-2.967738,-3.69972,-2.489258
-3.71135e-15,6.195212e-12,4.658146e-12,-2.807034,-3.342036,-2.409629
-3.698487e-15,6.202514e-12,4.68291e-12,-2.696844,-3.13969,-2.346205
-3.676023e-15,6.209973e-12,4.691186e-12,-2.612054,-2.999605,-2.292977
-3.649205e-15,6.2153e-12,4.705048e-12,-2.542699,-2.892598,-2.246832
-3.643972e-15,6.271624e-12,4.754035e-12,-2.483769,-2.805987,-2.20593
-3.605647e-15,6.27594e-12,4.754355e-12,-2.432379,-2.733174,-2.169082
-3.599419e-15,6.294584e-12,4.774799e-12,-2.386708,-2.670302,-2.135475
-3.56026e-15,6.297493e-12,4.797814e-12,-2.345531,-2.614929,-2.104524
-3.554338e-15,6.307642e-12,4.812157e-12,-2.307984,-2.56541,-2.075792
-3.528516e-15,6.309537e-12,4.82261e-12,-2.273435,-2.520588,-2.048948
-3.498776e-15,6.315254e-12,4.82265e-12,-2.241403,-2.479619,-2.023729
-3.463475e-15,6.315678e-12,4.829548e-12,-2.211518,-2.441866,-1.999926
-3.418229e-15,6.324233e-12,4.831472e-12,-2.183487,-2.406839,-1.977369
-3.413091e-15,6.325945e-12,4.885095e-12,-2.157073,-2.374152,-1.955918
-3.402923e-15,6.329109e-12,4.934728e-12,-2.132083,-2.343497,-1.935455
-3.389853e-15,6.333223e-12,4.945199e-12,-2.108358,-2.31462,-1.915882
-3.385282e-15,6.335095e-12,4.947975e-12,-2.085764,-2.287316,-1.897114
-3.374039e-15,6.365048e-12,4.948662e-12,-2.064187,-2.261411,-1.879078
-3.369507e-15,6.367439e-12,5.004782e-12,-2.04353,-2.236759,-1.861712
-3.367945e-15,6.379126e-12,5.008006e-12,-2.02371,-2.213237,-1.844961
-3.350665e-15,6.380049e-12,5.024819e-12,-2.004654,-2.190737,-1.828776
-3.33913e-15,6.383377e-12,5.039152e-12,-1.9863,-2.169169,-1.813115
-3.322178e-15,6.383397e-12,5.044882e-12,-1.968592,-2.148452,-1.79794
-3.316511e-15,6.388095e-12,5.052155e-12,-1.95148,-2.128516,-1.783218
-3.306491e-15,6.397142e-12,5.061219e-12,-1.934921,-2.109299,-1.768917
-3.295348e-15,6.397963e-12,5.064141e-12,-1.918876,-2.090748,-1.755011
-3.290877e-15,6.400066e-12,5.073922e-12,-1.903311,-2.072812,-1.741475
-3.289554e-15,6.402094e-12,5.083702e-12,-1.888193,-2.055449,-1.728286
-3.272708e-15,6.409703e-12,5.083739e-12,-1.873495,-2.038621,-1.715426
-3.266264e-15,6.410336e-12,5.086603e-12,-1.859191,-2.022291,-1.702874
-3.259741e-15,6.410858e-12,5.08689e-12,-1.845258,-2.006429,-1.690614
-3.259099e-15,6.414802e-12,5.091615e-12,-1.831674,-1.991005,-1.678631
-3.237551e-15,6.417514e-12,5.09644e-12,-1.81842,-1.975993,-1.666909
-3.23435e-15,6.419254e-12,5.100675e-12,-1.805477,-1.96137,-1.655437
-3.226472e-15,6.425749e-12,5.100681e-12,-1.792831,-1.947114,-1.644201
-3.226213e-15,6.425885e-12,5.103215e-12,-1.780464,-1.933205,-1.633191
-3.216255e-15,6.426496e-12,5.106906e-12,-1.768364,-1.919624,-1.622396
-3.192989e-15,6.430647e-12,5.107014e-12,-1.756518,-1.906354,-1.611806
-3.187924e-15,6.433931e-12,5.115283e-12,-1.744913,-1.893381,-1.601412
-3.182274e-15,6.434141e-12,5.117665e-12,-1.733539,-1.880688,-1.591206
-3.181665e-15,6.438087e-12,5.118258e-12,-1.722384,-1.868263,-1.58118
-3.177794e-15,6.438325e-12,5.118336e-12,-1.71144,-1.856094,-1.571325
-3.155581e-15,6.444386e-12,5.118809e-12,-1.700696,-1.844168,-1.561636
-3.143401e-15,6.447819e-12,5.120808e-12,-1.690146,-1.832475,-1.552106
-3.138958e-15,6.449846e-12,5.122791e-12,-1.679781,-1.821005,-1.542729
-3.135693e-15,6.452859e-12,5.125015e-12,-1.669593,-1.809748,-1.533498
-3.134777e-15,6.454719e-12,5.125487e-12,-1.659575,-1.798695,-1.524409
-3.134616e-15,6.459992e-12,5.127134e-12,-1.649721,-1.787838,-1.515456
-3.133865e-15,6.461216e-12,5.129447e-12,-1.640025,-1.77717,-1.506635
-3.133724e-15,6.461726e-12,5.13047e-12,-1.63048,-1.766683,-1.49794
-3.132833e-15,6.462511e-12,5.130809e-12,-1.621082,-1.756369,-1.489368
-3.132711e-15,6.467846e-12,5.131923e-12,-1.611825,-1.746223,-1.480914
-3.130318e-15,6.468156e-12,5.132201e-12,-1.602704,-1.736238,-1.472574
-3.130008e-15,6.468255e-12,5.133199e-12,-1.593714,-1.726408,-1.464346
-3.125986e-15,6.468816e-12,5.133569e-12,-1.584852,-1.716728,-1.456224
-3.12399e-15,6.469062e-12,5.134955e-12,-1.576112,-1.707193,-1.448206
-3.121087e-15,6.469706e-12,5.135822e-12,-1.567491,-1.697798,-1.440288
-3.120745e-15,6.471762e-12,5.136212e-12,-1.558985,-1.688537,-1.432468
-3.118102e-15,6.471828e-12,5.137643e-12,-1.55059,-1.679408,-1.424743
-3.110623e-15,6.474604e-12,5.137839e-12,-1.542303,-1.670404,-1.417109
-3.103435e-15,6.475256e-12,5.138369e-12,-1.534121,-1.661523,-1.409565
-3.101877e-15,6.475977e-12,5.14044e-12,-1.52604,-1.65276,-1.402107
-3.101681e-15,6.476892e-12,5.140634e-12,-1.518057,-1.644112,-1.394733
-3.098949e-15,6.479226e-12,5.143124e-12,-1.51017,-1.635575,-1.387441
-3.097344e-15,6.479389e-12,5.144987e-12,-1.502376,-1.627146,-1.380228
-3.088151e-15,6.480438e-12,5.145161e-12,-1.494672,-1.618821,-1.373093
-3.084265e-15,6.484771e-12,5.145383e-12,-1.487056,-1.610599,-1.366034
-3.082222e-15,6.485216e-12,5.145803e-12,-1.479525,-1.602475,-1.359047
-3.079631e-15,6.485667e-12,5.146634e-12,-1.472077,-1.594447,-1.352133
-3.07799e-15,6.486823e-12,5.147228e-12,-1.46471,-1.586512,-1.345287
-3.070112e-15,6.491179e-12,5.147363e-12,-1.457422,-1.578669,-1.33851
-3.068527e-15,6.493865e-12,5.14784e-12,-1.45021,-1.570913,-1.331799
-3.06118e-15,6.495036e-12,5.148771e-12,-1.443073,-1.563243,-1.325153
-3.059335e-15,6.496266e-12,5.152864e-12,-1.436008,-1.555657,-1.31857
-3.058675e-15,6.497045e-12,5.15623e-12,-1.429015,-1.548153,-1.312048
-3.052764e-15,6.49882e-12,5.156249e-12,-1.42209,-1.540728,-1.305586
-3.049431e-15,6.49943e-12,5.156651e-12,-1.415234,-1.53338,-1.299184
-3.049208e-15,6.500552e-12,5.156829e-12,-1.408443,-1.526108,-1.292838
-3.04869e-15,6.501836e-12,5.157185e-12,-1.401716,-1.518909,-1.286549
-3.039778e-15,6.501902e-12,5.159553e-12,-1.395053,-1.511782,-1.280314
-3.037681e-15,6.50411e-12,5.161788e-12,-1.38845,-1.504726,-1.274133
-3.035774e-15,6.505087e-12,5.162912e-12,-1.381908,-1.497737,-1.268004
-3.034712e-15,6.505269e-12,5.163253e-12,-1.375424,-1.490816,-1.261927
-3.025586e-15,6.506175e-12,5.163423e-12,-1.368998,-1.48396,-1.255899
-3.024821e-15,6.507634e-12,5.167469e-12,-1.362627,-1.477167,-1.249921
-3.024428e-15,6.507973e-12,5.167803e-12,-1.356312,-1.470437,-1.243991
-3.023544e-15,6.509898e-12,5.167889e-12,-1.35005,-1.463768,-1.238108
-3.023458e-15,6.510727e-12,5.168446e-12,-1.34384,-1.457158,-1.232271
-3.022986e-15,6.51157e-12,5.169642e-12,-1.337682,-1.450607,-1.22648
-3.022911e-15,6.517051e-12,5.171606e-12,-1.331575,-1.444112,-1.220732
-3.021767e-15,6.519757e-12,5.173078e-12,-1.325516,-1.437674,-1.215028
