 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-3.947068e-15,1.059123e-11,6.799357e-12,-3.290527,-4.895247,-2.599759
-3.683642e-15,1.084225e-11,7.159733e-12,-2.967738,-3.69972,-2.489258
-3.677645e-15,1.09339e-11,7.188611e-12,-2.807034,-3.342036,-2.409629
-3.650324e-15,1.095653e-11,7.194229e-12,-2.696844,-3.13969,-2.346205
-3.638087e-15,1.097539e-11,7.277517e-12,-2.612054,-2.999605,-2.292977
-3.576141e-15,1.099063e-11,7.282242e-12,-2.542699,-2.892598,-2.246832
-3.540416e-15,1.113832e-11,7.31557e-12,-2.483769,-2.805987,-2.20593
-3.525698e-15,1.115369e-11,7.357458e-12,-2.432379,-2.733174,-2.169082
-3.523825e-15,1.1203e-11,7.394624e-12,-2.386708,-2.670302,-2.135475
-3.487658e-15,1.121048e-11,7.397341e-12,-2.345531,-2.614929,-2.104524
-3.456802e-15,1.123655e-11,7.398145e-12,-2.307984,-2.56541,-2.075792
-3.425576e-15,1.124158e-11,7.414877e-12,-2.273435,-2.520588,-2.048948
-3.417233e-15,1.125379e-11,7.416183e-12,-2.241403,-2.479619,-2.023729
-3.415917e-15,1.12572e-11,7.41705e-12,-2.211518,-2.441866,-1.999926
-3.410078e-15,1.128062e-11,7.419053e-12,-2.183487,-2.406839,-1.977369
-3.383022e-15,1.128387e-11,7.449645e-12,-2.157073,-2.374152,-1.955918
-3.378146e-15,1.129264e-11,7.466389e-12,-2.132083,-2.343497,-1.935455
-3.358382e-15,1.130428e-11,7.467933e-12,-2.108358,-2.31462,-1.915882
-3.342761e-15,1.130552e-11,7.48303e-12,-2.085764,-2.287316,-1.897114
-3.310508e-15,1.138407e-11,7.483931e-12,-2.064187,-2.261411,-1.879078
-3.307636e-15,1.139261e-11,7.485679e-12,-2.04353,-2.236759,-1.861712
-3.303056e-15,1.142291e-11,7.491097e-12,-2.02371,-2.213237,-1.844961
-3.281249e-15,1.142527e-11,7.505774e-12,-2.004654,-2.190737,-1.828776
-3.272822e-15,1.14281e-11,7.511478e-12,-1.9863,-2.169169,-1.813115
-3.265506e-15,1.143388e-11,7.514126e-12,-1.968592,-2.148452,-1.79794
-3.257245e-15,1.144218e-11,7.516975e-12,-1.95148,-2.128516,-1.783218
-3.252855e-15,1.146618e-11,7.526784e-12,-1.934921,-2.109299,-1.768917
-3.244895e-15,1.147078e-11,7.537286e-12,-1.918876,-2.090748,-1.755011
-3.240586e-15,1.14764e-11,7.547834e-12,-1.903311,-2.072812,-1.741475
-3.233115e-15,1.148154e-11,7.566814e-12,-1.888193,-2.055449,-1.728286
-3.220588e-15,1.150072e-11,7.567665e-12,-1.873495,-2.038621,-1.715426
-3.209241e-15,1.150097e-11,7.580263e-12,-1.859191,-2.022291,-1.702874
-3.196657e-15,1.150191e-11,7.584208e-12,-1.845258,-2.006429,-1.690614
-3.188779e-15,1.151245e-11,7.597148e-12,-1.831674,-1.991005,-1.678631
-3.181879e-15,1.152065e-11,7.598614e-12,-1.81842,-1.975993,-1.666909
-3.156472e-15,1.152522e-11,7.608294e-12,-1.805477,-1.96137,-1.655437
-3.153402e-15,1.153659e-11,7.618075e-12,-1.792831,-1.947114,-1.644201
-3.15206e-15,1.154118e-11,7.618329e-12,-1.780464,-1.933205,-1.633191
-3.142834e-15,1.154324e-11,7.621399e-12,-1.768364,-1.919624,-1.622396
-3.139158e-15,1.155162e-11,7.62444e-12,-1.756518,-1.906354,-1.611806
-3.132324e-15,1.156157e-11,7.627084e-12,-1.744913,-1.893381,-1.601412
