 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-4.582551e-15,8.91047e-12,3.03238e-11,-3.290527,-4.895247,-2.599759
-4.116587e-15,9.070288e-12,3.110844e-11,-2.967738,-3.69972,-2.489258
-4.084204e-15,9.127157e-12,3.246692e-11,-2.807034,-3.342036,-2.409629
-3.980094e-15,9.144734e-12,3.266182e-11,-2.696844,-3.13969,-2.346205
-3.923846e-15,9.155016e-12,3.266268e-11,-2.612054,-2.999605,-2.292977
-3.917782e-15,9.165832e-12,3.30935e-11,-2.542699,-2.892598,-2.246832
-3.822969e-15,9.261188e-12,3.314206e-11,-2.483769,-2.805987,-2.20593
-3.687446e-15,9.274638e-12,3.31681e-11,-2.432379,-2.733174,-2.169082
-3.651226e-15,9.308303e-12,3.323398e-11,-2.386708,-2.670302,-2.135475
-3.597907e-15,9.313842e-12,3.324966e-11,-2.345531,-2.614929,-2.104524
-3.597e-15,9.329019e-12,3.331315e-11,-2.307984,-2.56541,-2.075792
-3.58888e-15,9.332474e-12,3.33339e-11,-2.273435,-2.520588,-2.048948
-3.561459e-15,9.338467e-12,3.347508e-11,-2.241403,-2.479619,-2.023729
-3.560414e-15,9.343903e-12,3.359224e-11,-2.211518,-2.441866,-1.999926
-3.532586e-15,9.359689e-12,3.359406e-11,-2.183487,-2.406839,-1.977369
-3.531045e-15,9.360599e-12,3.363698e-11,-2.157073,-2.374152,-1.955918
-3.529601e-15,9.366983e-12,3.370185e-11,-2.132083,-2.343497,-1.935455
-3.505938e-15,9.374074e-12,3.373063e-11,-2.108358,-2.31462,-1.915882
-3.487694e-15,9.376532e-12,3.381814e-11,-2.085764,-2.287316,-1.897114
-3.459625e-15,9.4284e-12,3.382419e-11,-2.064187,-2.261411,-1.879078
-3.445592e-15,9.436221e-12,3.390217e-11,-2.04353,-2.236759,-1.861712
-3.418735e-15,9.457488e-12,3.39091e-11,-2.02371,-2.213237,-1.844961
-3.359303e-15,9.457817e-12,3.3912e-11,-2.004654,-2.190737,-1.828776
-3.357898e-15,9.45939e-12,3.394331e-11,-1.9863,-2.169169,-1.813115
-3.304655e-15,9.465488e-12,3.394614e-11,-1.968592,-2.148452,-1.79794
-3.301688e-15,9.468064e-12,3.396902e-11,-1.95148,-2.128516,-1.783218
-3.296733e-15,9.490294e-12,3.399898e-11,-1.934921,-2.109299,-1.768917
-3.29635e-15,9.490989e-12,3.401123e-11,-1.918876,-2.090748,-1.755011
-3.281054e-15,9.494686e-12,3.403594e-11,-1.903311,-2.072812,-1.741475
-3.275984e-15,9.498227e-12,3.408233e-11,-1.888193,-2.055449,-1.728286
-3.273008e-15,9.50984e-12,3.408487e-11,-1.873495,-2.038621,-1.715426
-3.266183e-15,9.510583e-12,3.410611e-11,-1.859191,-2.022291,-1.702874
-3.261486e-15,9.512879e-12,3.411038e-11,-1.845258,-2.006429,-1.690614
-3.246747e-15,9.518308e-12,3.412849e-11,-1.831674,-1.991005,-1.678631
-3.242973e-15,9.525399e-12,3.414342e-11,-1.81842,-1.975993,-1.666909
-3.239151e-15,9.52984e-12,3.414475e-11,-1.805477,-1.96137,-1.655437
