 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-10.82871,-2.539093e-12,-1.000045e-08,-3.290527,-4.895247,-2.599759
-5.096315,-2.539093e-12,-1.000045e-08,-2.967738,-3.69972,-2.489258
-4.090241,-1.519312e-12,-9.998321e-09,-2.807034,-3.342036,-2.409629
-1.058286,-5.041251e-13,-9.994971e-09,-2.696844,-3.13969,-2.346205
-0.9466915,-5.041251e-13,-9.994971e-09,-2.612054,-2.999605,-2.292977
-0.3689643,5.464991e-14,-9.99497e-09,-2.542699,-2.892598,-2.246832
-0.3013595,1.060232e-13,-9.994505e-09,-2.483769,-2.805987,-2.20593
-0.2896159,1.060232e-13,-9.994505e-09,-2.432379,-2.733174,-2.169082
-0.11623,6.475884e-13,-9.9945e-09,-2.386708,-2.670302,-2.135475
-0.086887,6.475884e-13,-9.9945e-09,-2.345531,-2.614929,-2.104524
-0.08184649,1.169069e-12,-9.994381e-09,-2.307984,-2.56541,-2.075792
-0.06532496,1.503183e-12,-9.99436e-09,-2.273435,-2.520588,-2.048948
-0.05582398,1.503183e-12,-9.99436e-09,-2.241403,-2.479619,-2.023729
-0.0527173,1.591641e-12,-9.994322e-09,-2.211518,-2.441866,-1.999926
-0.04262322,1.866415e-12,-9.994313e-09,-2.183487,-2.406839,-1.977369
-0.04132182,1.866415e-12,-9.994313e-09,-2.157073,-2.374152,-1.955918
-0.03343855,1.87736e-12,-9.99354e-09,-2.132083,-2.343497,-1.935455
-0.0203442,1.87736e-12,-9.99354e-09,-2.108358,-2.31462,-1.915882
-0.008997196,1.934353e-12,-9.993537e-09,-2.085764,-2.287316,-1.897114
-0.007717396,2.037291e-12,-9.993515e-09,-2.064187,-2.261411,-1.879078
-0.004455381,2.037291e-12,-9.993515e-09,-2.04353,-2.236759,-1.861712
-0.004257549,2.037313e-12,-9.993428e-09,-2.02371,-2.213237,-1.844961
-0.003459756,2.037334e-12,-9.993422e-09,-2.004654,-2.190737,-1.828776
-0.003186972,2.037334e-12,-9.993422e-09,-1.9863,-2.169169,-1.813115
-0.003038868,2.037371e-12,-9.993248e-09,-1.968592,-2.148452,-1.79794
-0.001920241,2.037371e-12,-9.993248e-09,-1.95148,-2.128516,-1.783218
-0.0016289,2.037372e-12,-9.992504e-09,-1.934921,-2.109299,-1.768917
-0.001376304,2.037424e-12,-9.992504e-09,-1.918876,-2.090748,-1.755011
-0.001172888,2.037424e-12,-9.992504e-09,-1.903311,-2.072812,-1.741475
-0.001158581,2.037463e-12,-9.992487e-09,-1.888193,-2.055449,-1.728286
-0.001100851,2.037501e-12,-9.992477e-09,-1.873495,-2.038621,-1.715426
-0.0009613069,2.037501e-12,-9.992477e-09,-1.859191,-2.022291,-1.702874
-0.0009321163,2.037519e-12,-9.992347e-09,-1.845258,-2.006429,-1.690614
-0.0008417685,2.037519e-12,-9.992347e-09,-1.831674,-1.991005,-1.678631
-0.0008171746,2.03754e-12,-9.991877e-09,-1.81842,-1.975993,-1.666909
-0.0007568122,2.037553e-12,-9.991846e-09,-1.805477,-1.96137,-1.655437
-0.0007488889,2.037553e-12,-9.991846e-09,-1.792831,-1.947114,-1.644201
-0.0007488412,2.037597e-12,-9.991764e-09,-1.780464,-1.933205,-1.633191
-0.000687565,2.037597e-12,-9.991764e-09,-1.768364,-1.919624,-1.622396
-0.0006843768,2.037615e-12,-9.991497e-09,-1.756518,-1.906354,-1.611806
-0.0006239488,2.03762e-12,-9.991488e-09,-1.744913,-1.893381,-1.601412
-0.0005513307,2.03762e-12,-9.991488e-09,-1.733539,-1.880688,-1.591206
-0.0005481047,2.037627e-12,-9.991479e-09,-1.722384,-1.868263,-1.58118
-0.000497559,2.037638e-12,-9.991473e-09,-1.71144,-1.856094,-1.571325
-0.0004816274,2.037638e-12,-9.991473e-09,-1.700696,-1.844168,-1.561636
-0.0004764243,2.03764e-12,-9.991456e-09,-1.690146,-1.832475,-1.552106
-0.0004671719,2.03764e-12,-9.991456e-09,-1.679781,-1.821005,-1.542729
-0.000433937,2.037655e-12,-9.991451e-09,-1.669593,-1.809748,-1.533498
-0.0004113307,2.037667e-12,-9.991443e-09,-1.659575,-1.798695,-1.524409
-0.000403561,2.037667e-12,-9.991443e-09,-1.649721,-1.787838,-1.515456
-0.000400875,2.037686e-12,-9.991365e-09,-1.640025,-1.77717,-1.506635
-0.0003901469,2.038666e-12,-9.99136e-09,-1.63048,-1.766683,-1.49794
-0.0003725502,2.038666e-12,-9.99136e-09,-1.621082,-1.756369,-1.489368
-0.0003506992,2.038675e-12,-9.991294e-09,-1.611825,-1.746223,-1.480914
-0.0003331648,2.038675e-12,-9.991294e-09,-1.602704,-1.736238,-1.472574
-0.000308014,2.106087e-12,-9.991211e-09,-1.593714,-1.726408,-1.464346
-0.0002853824,2.811951e-12,-9.991204e-09,-1.584852,-1.716728,-1.456224
-0.000277616,2.811951e-12,-9.991204e-09,-1.576112,-1.707193,-1.448206
-0.0002756462,2.906292e-12,-9.991156e-09,-1.567491,-1.697798,-1.440288
-0.0002629429,2.90644e-12,-9.991129e-09,-1.558985,-1.688537,-1.432468
-0.0002616717,2.90644e-12,-9.991129e-09,-1.55059,-1.679408,-1.424743
-0.0002609981,2.925985e-12,-9.990849e-09,-1.542303,-1.670404,-1.417109
-0.0002543601,2.925985e-12,-9.990849e-09,-1.534121,-1.661523,-1.409565
-0.0002423666,3.052988e-12,-9.990849e-09,-1.52604,-1.65276,-1.402107
-0.0002318542,3.1783e-12,-9.990849e-09,-1.518057,-1.644112,-1.394733
-0.0002172886,3.1783e-12,-9.990849e-09,-1.51017,-1.635575,-1.387441
-0.0002118955,3.217636e-12,-9.990768e-09,-1.502376,-1.627146,-1.380228
-0.0002118837,3.219429e-12,-9.990674e-09,-1.494672,-1.618821,-1.373093
-0.0002020097,3.219429e-12,-9.990674e-09,-1.487056,-1.610599,-1.366034
-0.0001984529,3.219537e-12,-9.99066e-09,-1.479525,-1.602475,-1.359047
-0.0001975137,3.219537e-12,-9.99066e-09,-1.472077,-1.594447,-1.352133
-0.0001893157,3.374517e-12,-9.990548e-09,-1.46471,-1.586512,-1.345287
-0.0001870059,3.390366e-12,-9.990548e-09,-1.457422,-1.578669,-1.33851
-0.0001870031,3.390366e-12,-9.990548e-09,-1.45021,-1.570913,-1.331799
-0.0001830897,3.443336e-12,-9.990547e-09,-1.443073,-1.563243,-1.325153
-0.000176349,3.447081e-12,-9.990544e-09,-1.436008,-1.555657,-1.31857
-0.0001731767,3.447081e-12,-9.990544e-09,-1.429015,-1.548153,-1.312048
-0.0001710004,3.4604e-12,-9.990529e-09,-1.42209,-1.540728,-1.305586
-0.0001708138,3.4604e-12,-9.990529e-09,-1.415234,-1.53338,-1.299184
-0.0001684747,3.467658e-12,-9.990525e-09,-1.408443,-1.526108,-1.292838
-0.0001613914,3.505817e-12,-9.99049e-09,-1.401716,-1.518909,-1.286549
-0.0001444071,3.505817e-12,-9.99049e-09,-1.395053,-1.511782,-1.280314
-0.0001437796,3.529443e-12,-9.990434e-09,-1.38845,-1.504726,-1.274133
-0.0001350185,3.55394e-12,-9.990433e-09,-1.381908,-1.497737,-1.268004
-0.0001309322,3.55394e-12,-9.990433e-09,-1.375424,-1.490816,-1.261927
-0.0001285512,3.555054e-12,-9.99042e-09,-1.368998,-1.48396,-1.255899
-0.0001237042,3.555054e-12,-9.99042e-09,-1.362627,-1.477167,-1.249921
-0.0001232686,3.614829e-12,-9.99041e-09,-1.356312,-1.470437,-1.243991
-0.0001231754,3.622945e-12,-9.990385e-09,-1.35005,-1.463768,-1.238108
-0.0001097147,3.622945e-12,-9.990385e-09,-1.34384,-1.457158,-1.232271
-0.0001077644,3.629572e-12,-9.990323e-09,-1.337682,-1.450607,-1.22648
-0.0001068033,3.640197e-12,-9.990308e-09,-1.331575,-1.444112,-1.220732
-0.000102394,3.640197e-12,-9.990308e-09,-1.325516,-1.437674,-1.215028
-0.0001020504,3.675387e-12,-9.990301e-09,-1.319506,-1.43129,-1.209367
-0.0001014693,3.675387e-12,-9.990301e-09,-1.313543,-1.424959,-1.203747
-0.0001011774,3.680535e-12,-9.990254e-09,-1.307627,-1.418681,-1.198168
-0.0001010076,3.755594e-12,-9.990229e-09,-1.301755,-1.412454,-1.192629
-0.0001003564,3.755594e-12,-9.990229e-09,-1.295929,-1.406277,-1.18713
-9.997409e-05,3.848119e-12,-9.990211e-09,-1.290146,-1.40015,-1.181669
-9.854181e-05,3.848119e-12,-9.990211e-09,-1.284406,-1.39407,-1.176246
-9.823995e-05,3.980998e-12,-9.990207e-09,-1.278708,-1.388039,-1.17086
-9.193303e-05,4.08521e-12,-9.990117e-09,-1.273051,-1.382053,-1.165511
-9.068399e-05,4.08521e-12,-9.990117e-09,-1.267434,-1.376113,-1.160198
-8.992143e-05,4.126649e-12,-9.990117e-09,-1.261858,-1.370217,-1.15492
-8.608736e-05,4.13651e-12,-9.990117e-09,-1.25632,-1.364366,-1.149676
-8.390708e-05,4.13651e-12,-9.990117e-09,-1.25082,-1.358557,-1.144467
-8.284071e-05,4.19529e-12,-9.99006e-09,-1.245359,-1.35279,-1.139291
-8.262124e-05,4.19529e-12,-9.99006e-09,-1.239933,-1.347065,-1.134148
