 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Tail samples and indices
#Number of Measures
3
#Number of samples in each tail
9
#Measure names
iint,tphl,tplh
#Measure values in left tail
-1.0828710e+01,-2.5390930e-12,-1.0000450e-08
-5.0963147e+00,-1.5193120e-12,-9.9983210e-09
-4.0902406e+00,-5.0412510e-13,-9.9949710e-09
-1.0582858e+00,5.4649910e-14,-9.9949700e-09
-9.4669150e-01,1.0602320e-13,-9.9945050e-09
-3.6896430e-01,6.4758840e-13,-9.9945000e-09
-3.0135950e-01,1.1690690e-12,-9.9943810e-09
-2.8961590e-01,1.5031830e-12,-9.9943600e-09
-1.1623000e-01,1.5916410e-12,-9.9943220e-09
#Measure values in right tail
1.5234620e-03,1.0008140e-08,2.0014650e-11
1.8420970e-03,1.0008150e-08,2.3281620e-11
2.8180760e-02,1.0008370e-08,2.3593280e-11
5.8698600e-02,1.0008650e-08,2.4790780e-11
7.1908630e-02,1.0008750e-08,2.5724980e-11
2.3671900e-01,1.0008760e-08,2.8112270e-11
4.4263660e-01,1.0009830e-08,7.3189040e-11
5.0465430e-01,1.0010040e-08,8.3121770e-11
2.9411949e+00,1.0010130e-08,1.1847660e-10
#Index values in left tail
832,419,342
424,588,724
12,342,223
789,407,131
393,493,139
408,944,208
912,223,395
140,724,944
353,795,642
#Index values in right tail
698,150,25
341,797,192
996,261,62
721,650,114
642,937,708
533,785,440
797,25,420
704,982,650
493,988,261
