 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-2.063643e-15,1,7.717056e-12,2,1.728531e-11,3
-2.00793e-15,0,7.836891e-12,4,1.756385e-11,7
-1.952217e-15,0,7.956726e-12,13,1.784239e-11,19
-1.896503e-15,2,8.076561e-12,22,1.812093e-11,40
-1.84079e-15,4,8.196396e-12,56,1.839947e-11,96
-1.785076e-15,5,8.316231e-12,99,1.867801e-11,110
-1.729363e-15,9,8.436066e-12,152,1.895655e-11,157
-1.67365e-15,12,8.555901e-12,163,1.923509e-11,178
-1.617936e-15,30,8.675737e-12,136,1.951362e-11,156
-1.562223e-15,57,8.795572e-12,143,1.979216e-11,110
-1.50651e-15,102,8.915407e-12,84,2.00707e-11,66
-1.450796e-15,124,9.035242e-12,58,2.034924e-11,33
-1.395083e-15,227,9.155077e-12,31,2.062778e-11,10
-1.339369e-15,290,9.274912e-12,19,2.090632e-11,10
-1.283656e-15,117,9.394747e-12,12,2.118486e-11,3
-1.227943e-15,20,9.514582e-12,6,2.14634e-11,2

