 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-4.104538e-15,1,9.459908e-12,2,1.469231e-11,5
-3.948198e-15,0,9.665841e-12,10,1.498478e-11,12
-3.791858e-15,2,9.871774e-12,29,1.527726e-11,14
-3.635518e-15,3,1.007771e-11,78,1.556973e-11,30
-3.479178e-15,3,1.028364e-11,131,1.58622e-11,89
-3.322838e-15,9,1.048957e-11,120,1.615468e-11,118
-3.166498e-15,17,1.069551e-11,125,1.644715e-11,126
-3.010158e-15,31,1.090144e-11,106,1.673963e-11,187
-2.853818e-15,62,1.110737e-11,122,1.70321e-11,152
-2.697478e-15,113,1.131331e-11,106,1.732458e-11,106
-2.541138e-15,160,1.151924e-11,63,1.761705e-11,83
-2.384798e-15,208,1.172517e-11,48,1.790953e-11,38
-2.228458e-15,192,1.19311e-11,24,1.8202e-11,26
-2.072118e-15,126,1.213704e-11,19,1.849447e-11,9
-1.915778e-15,58,1.234297e-11,11,1.878695e-11,3
-1.759438e-15,15,1.25489e-11,6,1.907942e-11,2

