 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-2.0915e-15,7.657138e-12,1.714604e-11,-3.290527,-4.895247,-2.599759
-1.909566e-15,7.776218e-12,1.724638e-11,-2.967738,-3.69972,-2.489258
-1.908313e-15,7.81749e-12,1.736609e-11,-2.807034,-3.342036,-2.409629
-1.867653e-15,7.831522e-12,1.751486e-11,-2.696844,-3.13969,-2.346205
-1.849052e-15,7.83831e-12,1.7563e-11,-2.612054,-2.999605,-2.292977
-1.843537e-15,7.846442e-12,1.759876e-11,-2.542699,-2.892598,-2.246832
-1.835288e-15,7.916252e-12,1.765031e-11,-2.483769,-2.805987,-2.20593
-1.806532e-15,7.927084e-12,1.767525e-11,-2.432379,-2.733174,-2.169082
-1.773082e-15,7.952144e-12,1.768606e-11,-2.386708,-2.670302,-2.135475
-1.772595e-15,7.956479e-12,1.769415e-11,-2.345531,-2.614929,-2.104524
-1.760651e-15,7.966654e-12,1.77274e-11,-2.307984,-2.56541,-2.075792
-1.75738e-15,7.969213e-12,1.777473e-11,-2.273435,-2.520588,-2.048948
-1.751459e-15,7.973164e-12,1.778453e-11,-2.241403,-2.479619,-2.023729
-1.740344e-15,7.977913e-12,1.778989e-11,-2.211518,-2.441866,-1.999926
-1.738798e-15,7.989482e-12,1.781251e-11,-2.183487,-2.406839,-1.977369
-1.734083e-15,7.989758e-12,1.781546e-11,-2.157073,-2.374152,-1.955918
-1.730405e-15,7.994566e-12,1.782147e-11,-2.132083,-2.343497,-1.935455
-1.729224e-15,7.999431e-12,1.782726e-11,-2.108358,-2.31462,-1.915882
-1.728523e-15,8.002159e-12,1.783414e-11,-2.085764,-2.287316,-1.897114
-1.726396e-15,8.039455e-12,1.786324e-11,-2.064187,-2.261411,-1.879078
-1.703547e-15,8.045675e-12,1.78648e-11,-2.04353,-2.236759,-1.861712
-1.701018e-15,8.060689e-12,1.786905e-11,-2.02371,-2.213237,-1.844961
-1.688298e-15,8.06176e-12,1.787027e-11,-2.004654,-2.190737,-1.828776
-1.68282e-15,8.062892e-12,1.788251e-11,-1.9863,-2.169169,-1.813115
-1.675609e-15,8.067417e-12,1.788378e-11,-1.968592,-2.148452,-1.79794
-1.67396e-15,8.068524e-12,1.789661e-11,-1.95148,-2.128516,-1.783218
-1.663742e-15,8.085324e-12,1.793238e-11,-1.934921,-2.109299,-1.768917
-1.661101e-15,8.08778e-12,1.795261e-11,-1.918876,-2.090748,-1.755011
-1.659381e-15,8.088701e-12,1.797664e-11,-1.903311,-2.072812,-1.741475
-1.659235e-15,8.091279e-12,1.798181e-11,-1.888193,-2.055449,-1.728286
-1.65545e-15,8.103381e-12,1.798463e-11,-1.873495,-2.038621,-1.715426
-1.653806e-15,8.103904e-12,1.798846e-11,-1.859191,-2.022291,-1.702874
-1.650568e-15,8.106454e-12,1.799025e-11,-1.845258,-2.006429,-1.690614
-1.644782e-15,8.109564e-12,1.799297e-11,-1.831674,-1.991005,-1.678631
-1.644439e-15,8.115041e-12,1.801287e-11,-1.81842,-1.975993,-1.666909
-1.643485e-15,8.118713e-12,1.802101e-11,-1.805477,-1.96137,-1.655437
-1.642876e-15,8.120239e-12,1.802298e-11,-1.792831,-1.947114,-1.644201
-1.636692e-15,8.125005e-12,1.803712e-11,-1.780464,-1.933205,-1.633191
-1.63475e-15,8.126285e-12,1.804304e-11,-1.768364,-1.919624,-1.622396
-1.633551e-15,8.128979e-12,1.805488e-11,-1.756518,-1.906354,-1.611806
-1.632863e-15,8.135127e-12,1.806969e-11,-1.744913,-1.893381,-1.601412
-1.63282e-15,8.13828e-12,1.807318e-11,-1.733539,-1.880688,-1.591206
-1.631753e-15,8.139581e-12,1.808106e-11,-1.722384,-1.868263,-1.58118
-1.630628e-15,8.144685e-12,1.809227e-11,-1.71144,-1.856094,-1.571325
-1.629925e-15,8.151602e-12,1.811367e-11,-1.700696,-1.844168,-1.561636
-1.629519e-15,8.152316e-12,1.811498e-11,-1.690146,-1.832475,-1.552106
-1.624295e-15,8.154936e-12,1.81193e-11,-1.679781,-1.821005,-1.542729
-1.618215e-15,8.158202e-12,1.811938e-11,-1.669593,-1.809748,-1.533498
-1.617088e-15,8.161322e-12,1.81367e-11,-1.659575,-1.798695,-1.524409
-1.616762e-15,8.165719e-12,1.815513e-11,-1.649721,-1.787838,-1.515456
-1.612975e-15,8.166257e-12,1.815745e-11,-1.640025,-1.77717,-1.506635
-1.610568e-15,8.170557e-12,1.815972e-11,-1.63048,-1.766683,-1.49794
-1.610102e-15,8.173069e-12,1.816734e-11,-1.621082,-1.756369,-1.489368
-1.605106e-15,8.174903e-12,1.816827e-11,-1.611825,-1.746223,-1.480914
-1.60172e-15,8.179044e-12,1.817437e-11,-1.602704,-1.736238,-1.472574
-1.598425e-15,8.179559e-12,1.817604e-11,-1.593714,-1.726408,-1.464346
-1.594985e-15,8.180954e-12,1.81845e-11,-1.584852,-1.716728,-1.456224
-1.592665e-15,8.181348e-12,1.819744e-11,-1.576112,-1.707193,-1.448206
-1.592556e-15,8.183648e-12,1.820342e-11,-1.567491,-1.697798,-1.440288
-1.591988e-15,8.184682e-12,1.820396e-11,-1.558985,-1.688537,-1.432468
-1.591928e-15,8.18575e-12,1.820599e-11,-1.55059,-1.679408,-1.424743
-1.59149e-15,8.186151e-12,1.821896e-11,-1.542303,-1.670404,-1.417109
-1.590674e-15,8.187868e-12,1.822258e-11,-1.534121,-1.661523,-1.409565
-1.589644e-15,8.189428e-12,1.822625e-11,-1.52604,-1.65276,-1.402107
-1.588035e-15,8.192766e-12,1.822955e-11,-1.518057,-1.644112,-1.394733
-1.587136e-15,8.193762e-12,1.823196e-11,-1.51017,-1.635575,-1.387441
-1.586509e-15,8.193917e-12,1.823219e-11,-1.502376,-1.627146,-1.380228
-1.585699e-15,8.19616e-12,1.823923e-11,-1.494672,-1.618821,-1.373093
-1.585015e-15,8.199689e-12,1.82533e-11,-1.487056,-1.610599,-1.366034
-1.582985e-15,8.201658e-12,1.826088e-11,-1.479525,-1.602475,-1.359047
-1.582635e-15,8.203304e-12,1.826133e-11,-1.472077,-1.594447,-1.352133
-1.582053e-15,8.205204e-12,1.826478e-11,-1.46471,-1.586512,-1.345287
-1.580023e-15,8.211122e-12,1.827062e-11,-1.457422,-1.578669,-1.33851
-1.574482e-15,8.211248e-12,1.82734e-11,-1.45021,-1.570913,-1.331799
-1.573967e-15,8.214567e-12,1.827405e-11,-1.443073,-1.563243,-1.325153
-1.573827e-15,8.215155e-12,1.827713e-11,-1.436008,-1.555657,-1.31857
-1.573648e-15,8.217948e-12,1.827775e-11,-1.429015,-1.548153,-1.312048
-1.572036e-15,8.218197e-12,1.828005e-11,-1.42209,-1.540728,-1.305586
-1.569711e-15,8.220574e-12,1.828616e-11,-1.415234,-1.53338,-1.299184
-1.56955e-15,8.221471e-12,1.830445e-11,-1.408443,-1.526108,-1.292838
-1.569204e-15,8.22194e-12,1.830778e-11,-1.401716,-1.518909,-1.286549
-1.565974e-15,8.222209e-12,1.831625e-11,-1.395053,-1.511782,-1.280314
-1.564221e-15,8.223987e-12,1.832105e-11,-1.38845,-1.504726,-1.274133
-1.564075e-15,8.226604e-12,1.832381e-11,-1.381908,-1.497737,-1.268004
-1.563633e-15,8.228951e-12,1.832428e-11,-1.375424,-1.490816,-1.261927
-1.562081e-15,8.229048e-12,1.833091e-11,-1.368998,-1.48396,-1.255899
-1.5595e-15,8.231341e-12,1.833991e-11,-1.362627,-1.477167,-1.249921
-1.559002e-15,8.232773e-12,1.834015e-11,-1.356312,-1.470437,-1.243991
-1.558093e-15,8.234124e-12,1.834555e-11,-1.35005,-1.463768,-1.238108
-1.556424e-15,8.234969e-12,1.834834e-11,-1.34384,-1.457158,-1.232271
-1.555833e-15,8.236659e-12,1.835132e-11,-1.337682,-1.450607,-1.22648
-1.554258e-15,8.242794e-12,1.835655e-11,-1.331575,-1.444112,-1.220732
-1.553457e-15,8.24386e-12,1.835707e-11,-1.325516,-1.437674,-1.215028
-1.55277e-15,8.246191e-12,1.836413e-11,-1.319506,-1.43129,-1.209367
-1.552672e-15,8.248982e-12,1.836482e-11,-1.313543,-1.424959,-1.203747
-1.552287e-15,8.251151e-12,1.836728e-11,-1.307627,-1.418681,-1.198168
