 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-3.655316e-15,1.082341e-11,5.648243e-12,-3.290527,-4.895247,-2.599759
-3.516911e-15,1.130219e-11,5.665852e-12,-2.967738,-3.69972,-2.489258
-3.448241e-15,1.138374e-11,5.674359e-12,-2.807034,-3.342036,-2.409629
-3.414991e-15,1.14058e-11,5.702618e-12,-2.696844,-3.13969,-2.346205
-3.367662e-15,1.142166e-11,5.708545e-12,-2.612054,-2.999605,-2.292977
-3.335464e-15,1.143583e-11,5.745525e-12,-2.542699,-2.892598,-2.246832
-3.293083e-15,1.156813e-11,5.806406e-12,-2.483769,-2.805987,-2.20593
-3.278551e-15,1.15839e-11,5.807635e-12,-2.432379,-2.733174,-2.169082
-3.255382e-15,1.162893e-11,5.828403e-12,-2.386708,-2.670302,-2.135475
-3.225926e-15,1.163607e-11,5.830233e-12,-2.345531,-2.614929,-2.104524
-3.210977e-15,1.165806e-11,5.838031e-12,-2.307984,-2.56541,-2.075792
-3.183654e-15,1.166264e-11,5.84686e-12,-2.273435,-2.520588,-2.048948
-3.161246e-15,1.167238e-11,5.862873e-12,-2.241403,-2.479619,-2.023729
-3.151293e-15,1.167733e-11,5.871599e-12,-2.211518,-2.441866,-1.999926
-3.148358e-15,1.169846e-11,5.87518e-12,-2.183487,-2.406839,-1.977369
-3.145377e-15,1.170059e-11,5.894679e-12,-2.157073,-2.374152,-1.955918
-3.141511e-15,1.170878e-11,5.906598e-12,-2.132083,-2.343497,-1.935455
-3.125902e-15,1.171944e-11,5.921138e-12,-2.108358,-2.31462,-1.915882
-3.11464e-15,1.172038e-11,5.936008e-12,-2.085764,-2.287316,-1.897114
-3.093495e-15,1.179082e-11,5.937969e-12,-2.064187,-2.261411,-1.879078
-3.087465e-15,1.179979e-11,5.942251e-12,-2.04353,-2.236759,-1.861712
-3.078974e-15,1.182769e-11,5.94457e-12,-2.02371,-2.213237,-1.844961
-3.077061e-15,1.182979e-11,5.960571e-12,-2.004654,-2.190737,-1.828776
-3.039889e-15,1.182989e-11,5.973352e-12,-1.9863,-2.169169,-1.813115
-3.025274e-15,1.183768e-11,5.974137e-12,-1.968592,-2.148452,-1.79794
-3.024047e-15,1.184312e-11,5.988948e-12,-1.95148,-2.128516,-1.783218
-3.014263e-15,1.186947e-11,5.989699e-12,-1.934921,-2.109299,-1.768917
-3.013972e-15,1.187053e-11,5.991464e-12,-1.918876,-2.090748,-1.755011
-3.012726e-15,1.187595e-11,6.000042e-12,-1.903311,-2.072812,-1.741475
-3.011551e-15,1.188058e-11,6.008721e-12,-1.888193,-2.055449,-1.728286
-2.996067e-15,1.189677e-11,6.011084e-12,-1.873495,-2.038621,-1.715426
-2.991297e-15,1.189778e-11,6.012165e-12,-1.859191,-2.022291,-1.702874
-2.978048e-15,1.189898e-11,6.01224e-12,-1.845258,-2.006429,-1.690614
-2.974397e-15,1.190756e-11,6.012454e-12,-1.831674,-1.991005,-1.678631
-2.9725e-15,1.19159e-11,6.023784e-12,-1.81842,-1.975993,-1.666909
-2.96908e-15,1.192094e-11,6.031085e-12,-1.805477,-1.96137,-1.655437
-2.964031e-15,1.192819e-11,6.031713e-12,-1.792831,-1.947114,-1.644201
-2.962714e-15,1.193418e-11,6.033919e-12,-1.780464,-1.933205,-1.633191
-2.959577e-15,1.193621e-11,6.034449e-12,-1.768364,-1.919624,-1.622396
-2.959035e-15,1.194268e-11,6.038812e-12,-1.756518,-1.906354,-1.611806
-2.954003e-15,1.195248e-11,6.044732e-12,-1.744913,-1.893381,-1.601412
-2.939577e-15,1.195526e-11,6.048074e-12,-1.733539,-1.880688,-1.591206
-2.92927e-15,1.196094e-11,6.057327e-12,-1.722384,-1.868263,-1.58118
-2.922555e-15,1.196467e-11,6.060112e-12,-1.71144,-1.856094,-1.571325
-2.918547e-15,1.197871e-11,6.060387e-12,-1.700696,-1.844168,-1.561636
-2.916513e-15,1.198337e-11,6.063958e-12,-1.690146,-1.832475,-1.552106
