 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-6.802266e-15,6.495109e-12,5.738347e-12,-3.290527,-4.895247,-2.599759
-6.168216e-15,6.596927e-12,5.913221e-12,-2.967738,-3.69972,-2.489258
-5.966371e-15,6.635672e-12,5.949956e-12,-2.807034,-3.342036,-2.409629
-5.957186e-15,6.6445e-12,6.009419e-12,-2.696844,-3.13969,-2.346205
-5.923158e-15,6.654656e-12,6.022012e-12,-2.612054,-2.999605,-2.292977
-5.821084e-15,6.662384e-12,6.045319e-12,-2.542699,-2.892598,-2.246832
-5.791028e-15,6.743057e-12,6.072814e-12,-2.483769,-2.805987,-2.20593
-5.625935e-15,6.749327e-12,6.079661e-12,-2.432379,-2.733174,-2.169082
-5.617338e-15,6.775571e-12,6.080194e-12,-2.386708,-2.670302,-2.135475
-5.55523e-15,6.779469e-12,6.094668e-12,-2.345531,-2.614929,-2.104524
-5.551786e-15,6.794334e-12,6.097312e-12,-2.307984,-2.56541,-2.075792
-5.491742e-15,6.796999e-12,6.123572e-12,-2.273435,-2.520588,-2.048948
-5.372322e-15,6.804954e-12,6.145109e-12,-2.241403,-2.479619,-2.023729
-5.370171e-15,6.805181e-12,6.14638e-12,-2.211518,-2.441866,-1.999926
-5.368824e-15,6.81756e-12,6.146779e-12,-2.183487,-2.406839,-1.977369
-5.358157e-15,6.819991e-12,6.148971e-12,-2.157073,-2.374152,-1.955918
-5.355449e-15,6.824438e-12,6.151281e-12,-2.132083,-2.343497,-1.935455
-5.338158e-15,6.829966e-12,6.178023e-12,-2.108358,-2.31462,-1.915882
-5.31987e-15,6.832507e-12,6.18346e-12,-2.085764,-2.287316,-1.897114
-5.316659e-15,6.874236e-12,6.200208e-12,-2.064187,-2.261411,-1.879078
-5.271264e-15,6.87767e-12,6.200848e-12,-2.04353,-2.236759,-1.861712
-5.270272e-15,6.89368e-12,6.207271e-12,-2.02371,-2.213237,-1.844961
-5.250931e-15,6.894966e-12,6.213173e-12,-2.004654,-2.190737,-1.828776
-5.182329e-15,6.898992e-12,6.217447e-12,-1.9863,-2.169169,-1.813115
-5.141349e-15,6.899542e-12,6.22198e-12,-1.968592,-2.148452,-1.79794
-5.118761e-15,6.905827e-12,6.227356e-12,-1.95148,-2.128516,-1.783218
-5.084697e-15,6.916701e-12,6.228285e-12,-1.934921,-2.109299,-1.768917
