 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-8.504592e-15,6.78474e-12,6.481867e-12,-3.290527,-4.895247,-2.599759
-7.756823e-15,6.921589e-12,6.688195e-12,-2.967738,-3.69972,-2.489258
-7.424589e-15,6.972728e-12,6.73273e-12,-2.807034,-3.342036,-2.409629
-7.411172e-15,6.983736e-12,6.791734e-12,-2.696844,-3.13969,-2.346205
-7.323869e-15,6.994905e-12,6.802561e-12,-2.612054,-2.999605,-2.292977
-7.146175e-15,7.002877e-12,6.838953e-12,-2.542699,-2.892598,-2.246832
-7.140838e-15,7.084894e-12,6.868214e-12,-2.483769,-2.805987,-2.20593
-6.951321e-15,7.091758e-12,6.870806e-12,-2.432379,-2.733174,-2.169082
-6.894521e-15,7.118645e-12,6.875277e-12,-2.386708,-2.670302,-2.135475
-6.889664e-15,7.122622e-12,6.887093e-12,-2.345531,-2.614929,-2.104524
-6.816131e-15,7.137793e-12,6.8903e-12,-2.307984,-2.56541,-2.075792
-6.694029e-15,7.140535e-12,6.916207e-12,-2.273435,-2.520588,-2.048948
-6.635577e-15,7.148504e-12,6.941405e-12,-2.241403,-2.479619,-2.023729
-6.608423e-15,7.14877e-12,6.948171e-12,-2.211518,-2.441866,-1.999926
-6.600323e-15,7.16171e-12,6.948767e-12,-2.183487,-2.406839,-1.977369
-6.59018e-15,7.164075e-12,6.951262e-12,-2.157073,-2.374152,-1.955918
-6.579945e-15,7.168701e-12,6.951865e-12,-2.132083,-2.343497,-1.935455
-6.565279e-15,7.174482e-12,6.977989e-12,-2.108358,-2.31462,-1.915882
-6.504884e-15,7.176698e-12,6.98225e-12,-2.085764,-2.287316,-1.897114
-6.504728e-15,7.21976e-12,7.001888e-12,-2.064187,-2.261411,-1.879078
-6.502738e-15,7.223554e-12,7.004595e-12,-2.04353,-2.236759,-1.861712
-6.477109e-15,7.240085e-12,7.014402e-12,-2.02371,-2.213237,-1.844961
-6.441417e-15,7.24141e-12,7.017569e-12,-2.004654,-2.190737,-1.828776
-6.412825e-15,7.244954e-12,7.023779e-12,-1.9863,-2.169169,-1.813115
-6.334981e-15,7.246133e-12,7.023831e-12,-1.968592,-2.148452,-1.79794
-6.304524e-15,7.252225e-12,7.02913e-12,-1.95148,-2.128516,-1.783218
-6.25903e-15,7.263509e-12,7.029708e-12,-1.934921,-2.109299,-1.768917
-6.255886e-15,7.266889e-12,7.042332e-12,-1.918876,-2.090748,-1.755011
-6.254354e-15,7.269825e-12,7.043166e-12,-1.903311,-2.072812,-1.741475
-6.239614e-15,7.2727e-12,7.044114e-12,-1.888193,-2.055449,-1.728286
-6.239398e-15,7.283147e-12,7.044646e-12,-1.873495,-2.038621,-1.715426
-6.218776e-15,7.284145e-12,7.048191e-12,-1.859191,-2.022291,-1.702874
-6.20747e-15,7.284849e-12,7.048418e-12,-1.845258,-2.006429,-1.690614
-6.193232e-15,7.290525e-12,7.049221e-12,-1.831674,-1.991005,-1.678631
