 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-3.446836e-15,8.978346e-12,1.195162e-11,-3.290527,-4.895247,-2.599759
-3.142447e-15,9.121943e-12,1.227447e-11,-2.967738,-3.69972,-2.489258
-3.081212e-15,9.172021e-12,1.247258e-11,-2.807034,-3.342036,-2.409629
-3.034808e-15,9.186635e-12,1.258144e-11,-2.696844,-3.13969,-2.346205
-2.994188e-15,9.196027e-12,1.2628e-11,-2.612054,-2.999605,-2.292977
-2.973622e-15,9.205142e-12,1.269386e-11,-2.542699,-2.892598,-2.246832
-2.932205e-15,9.289162e-12,1.270738e-11,-2.483769,-2.805987,-2.20593
-2.920861e-15,9.299896e-12,1.272375e-11,-2.432379,-2.733174,-2.169082
-2.844585e-15,9.329216e-12,1.278919e-11,-2.386708,-2.670302,-2.135475
-2.82081e-15,9.333993e-12,1.280388e-11,-2.345531,-2.614929,-2.104524
-2.768207e-15,9.347793e-12,1.282271e-11,-2.307984,-2.56541,-2.075792
-2.763113e-15,9.3508e-12,1.282659e-11,-2.273435,-2.520588,-2.048948
-2.76306e-15,9.356957e-12,1.283194e-11,-2.241403,-2.479619,-2.023729
-2.760513e-15,9.360559e-12,1.286908e-11,-2.211518,-2.441866,-1.999926
-2.746434e-15,9.374406e-12,1.289171e-11,-2.183487,-2.406839,-1.977369
-2.743619e-15,9.375616e-12,1.290546e-11,-2.157073,-2.374152,-1.955918
-2.735027e-15,9.38106e-12,1.292571e-11,-2.132083,-2.343497,-1.935455
-2.733331e-15,9.387947e-12,1.293665e-11,-2.108358,-2.31462,-1.915882
-2.728308e-15,9.388978e-12,1.299434e-11,-2.085764,-2.287316,-1.897114
-2.695907e-15,9.435369e-12,1.299582e-11,-2.064187,-2.261411,-1.879078
-2.688531e-15,9.441504e-12,1.302321e-11,-2.04353,-2.236759,-1.861712
-2.684697e-15,9.46026e-12,1.304287e-11,-2.02371,-2.213237,-1.844961
-2.68303e-15,9.461568e-12,1.310008e-11,-2.004654,-2.190737,-1.828776
-2.671143e-15,9.461655e-12,1.310398e-11,-1.9863,-2.169169,-1.813115
-2.658192e-15,9.46697e-12,1.310696e-11,-1.968592,-2.148452,-1.79794
-2.657175e-15,9.470431e-12,1.310785e-11,-1.95148,-2.128516,-1.783218
-2.634291e-15,9.488979e-12,1.311516e-11,-1.934921,-2.109299,-1.768917
-2.628927e-15,9.488988e-12,1.311898e-11,-1.918876,-2.090748,-1.755011
-2.625193e-15,9.492686e-12,1.313115e-11,-1.903311,-2.072812,-1.741475
-2.624369e-15,9.495808e-12,1.314322e-11,-1.888193,-2.055449,-1.728286
-2.617328e-15,9.506667e-12,1.3147e-11,-1.873495,-2.038621,-1.715426
-2.614301e-15,9.507358e-12,1.315357e-11,-1.859191,-2.022291,-1.702874
-2.613627e-15,9.508393e-12,1.315664e-11,-1.845258,-2.006429,-1.690614
-2.604057e-15,9.513994e-12,1.315897e-11,-1.831674,-1.991005,-1.678631
-2.594546e-15,9.519721e-12,1.317868e-11,-1.81842,-1.975993,-1.666909
-2.575357e-15,9.523286e-12,1.320682e-11,-1.805477,-1.96137,-1.655437
-2.571748e-15,9.528154e-12,1.320972e-11,-1.792831,-1.947114,-1.644201
-2.56474e-15,9.532133e-12,1.321179e-11,-1.780464,-1.933205,-1.633191
-2.554564e-15,9.533529e-12,1.32183e-11,-1.768364,-1.919624,-1.622396
-2.553382e-15,9.537924e-12,1.322824e-11,-1.756518,-1.906354,-1.611806
-2.553106e-15,9.544611e-12,1.323419e-11,-1.744913,-1.893381,-1.601412
-2.550112e-15,9.546715e-12,1.323873e-11,-1.733539,-1.880688,-1.591206
-2.548664e-15,9.550402e-12,1.324145e-11,-1.722384,-1.868263,-1.58118
-2.545989e-15,9.553392e-12,1.3279e-11,-1.71144,-1.856094,-1.571325
-2.544502e-15,9.562775e-12,1.328206e-11,-1.700696,-1.844168,-1.561636
-2.542601e-15,9.565782e-12,1.328476e-11,-1.690146,-1.832475,-1.552106
-2.5366e-15,9.56896e-12,1.328633e-11,-1.679781,-1.821005,-1.542729
-2.532456e-15,9.573172e-12,1.328975e-11,-1.669593,-1.809748,-1.533498
-2.528661e-15,9.576671e-12,1.329061e-11,-1.659575,-1.798695,-1.524409
