 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-4.889445e-15,1,9.898015e-12,3,1.611555e-11,1
-4.695398e-15,0,1.012988e-11,11,1.647954e-11,4
-4.50135e-15,2,1.036174e-11,16,1.684353e-11,9
-4.307302e-15,4,1.05936e-11,38,1.720752e-11,32
-4.113255e-15,2,1.082547e-11,55,1.757151e-11,72
-3.919207e-15,12,1.105733e-11,113,1.79355e-11,89
-3.725159e-15,13,1.128919e-11,141,1.829949e-11,147
-3.531112e-15,33,1.152106e-11,140,1.866348e-11,149
-3.337064e-15,63,1.175292e-11,120,1.902747e-11,176
-3.143017e-15,107,1.198478e-11,138,1.939146e-11,129
-2.948969e-15,168,1.221664e-11,91,1.975545e-11,98
-2.754921e-15,202,1.244851e-11,54,2.011944e-11,50
-2.560874e-15,201,1.268037e-11,40,2.048343e-11,23
-2.366826e-15,127,1.291223e-11,20,2.084742e-11,15
-2.172778e-15,52,1.31441e-11,14,2.121141e-11,4
-1.978731e-15,13,1.337596e-11,6,2.15754e-11,2

