 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-3.824105e-15,8.527388e-12,2.593926e-11,-3.290527,-4.895247,-2.599759
-3.43711e-15,8.674644e-12,2.794401e-11,-2.967738,-3.69972,-2.489258
-3.412271e-15,8.726483e-12,2.796669e-11,-2.807034,-3.342036,-2.409629
-3.325949e-15,8.743202e-12,2.815552e-11,-2.696844,-3.13969,-2.346205
-3.279467e-15,8.752228e-12,2.828761e-11,-2.612054,-2.999605,-2.292977
-3.273832e-15,8.762178e-12,2.832864e-11,-2.542699,-2.892598,-2.246832
-3.18874e-15,8.849476e-12,2.839535e-11,-2.483769,-2.805987,-2.20593
-3.079217e-15,8.862367e-12,2.839836e-11,-2.432379,-2.733174,-2.169082
-3.041306e-15,8.893431e-12,2.840149e-11,-2.386708,-2.670302,-2.135475
-3.005226e-15,8.898646e-12,2.840358e-11,-2.345531,-2.614929,-2.104524
-3.003688e-15,8.912079e-12,2.840759e-11,-2.307984,-2.56541,-2.075792
-2.996336e-15,8.915263e-12,2.843299e-11,-2.273435,-2.520588,-2.048948
-2.973699e-15,8.920462e-12,2.845365e-11,-2.241403,-2.479619,-2.023729
-2.968306e-15,8.925919e-12,2.850303e-11,-2.211518,-2.441866,-1.999926
-2.948425e-15,8.940398e-12,2.856492e-11,-2.183487,-2.406839,-1.977369
-2.945001e-15,8.941014e-12,2.861829e-11,-2.157073,-2.374152,-1.955918
-2.941278e-15,8.946945e-12,2.863973e-11,-2.132083,-2.343497,-1.935455
-2.925945e-15,8.95323e-12,2.866521e-11,-2.108358,-2.31462,-1.915882
-2.921014e-15,8.956021e-12,2.868455e-11,-2.085764,-2.287316,-1.897114
-2.905993e-15,9.003198e-12,2.871352e-11,-2.064187,-2.261411,-1.879078
-2.874536e-15,9.010668e-12,2.876516e-11,-2.04353,-2.236759,-1.861712
-2.874115e-15,9.029785e-12,2.878675e-11,-2.02371,-2.213237,-1.844961
-2.833122e-15,9.030623e-12,2.880168e-11,-2.004654,-2.190737,-1.828776
-2.814485e-15,9.032055e-12,2.880686e-11,-1.9863,-2.169169,-1.813115
-2.780296e-15,9.037681e-12,2.881275e-11,-1.968592,-2.148452,-1.79794
-2.777762e-15,9.039576e-12,2.884374e-11,-1.95148,-2.128516,-1.783218
-2.766088e-15,9.060305e-12,2.885984e-11,-1.934921,-2.109299,-1.768917
-2.76583e-15,9.061888e-12,2.888443e-11,-1.918876,-2.090748,-1.755011
-2.760143e-15,9.064422e-12,2.890256e-11,-1.903311,-2.072812,-1.741475
