 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-2.788452e-15,8.655767e-12,9.941237e-12,-3.290527,-4.895247,-2.599759
-2.587224e-15,8.784022e-12,1.02698e-11,-2.967738,-3.69972,-2.489258
-2.537994e-15,8.830542e-12,1.041726e-11,-2.807034,-3.342036,-2.409629
-2.502126e-15,8.843976e-12,1.045581e-11,-2.696844,-3.13969,-2.346205
-2.479884e-15,8.85273e-12,1.04639e-11,-2.612054,-2.999605,-2.292977
-2.455094e-15,8.861143e-12,1.048313e-11,-2.542699,-2.892598,-2.246832
-2.427694e-15,8.93913e-12,1.055962e-11,-2.483769,-2.805987,-2.20593
-2.423025e-15,8.948892e-12,1.056632e-11,-2.432379,-2.733174,-2.169082
-2.366796e-15,8.976042e-12,1.056766e-11,-2.386708,-2.670302,-2.135475
-2.355486e-15,8.980474e-12,1.057211e-11,-2.345531,-2.614929,-2.104524
-2.313698e-15,8.993279e-12,1.0592e-11,-2.307984,-2.56541,-2.075792
-2.30292e-15,8.996059e-12,1.060928e-11,-2.273435,-2.520588,-2.048948
-2.298851e-15,9.00195e-12,1.061345e-11,-2.241403,-2.479619,-2.023729
-2.297337e-15,9.005065e-12,1.063687e-11,-2.211518,-2.441866,-1.999926
-2.297091e-15,9.017886e-12,1.06528e-11,-2.183487,-2.406839,-1.977369
-2.292016e-15,9.019065e-12,1.065321e-11,-2.157073,-2.374152,-1.955918
-2.290879e-15,9.02408e-12,1.065934e-11,-2.132083,-2.343497,-1.935455
-2.290769e-15,9.03059e-12,1.066341e-11,-2.108358,-2.31462,-1.915882
-2.278933e-15,9.031363e-12,1.068694e-11,-2.085764,-2.287316,-1.897114
-2.272246e-15,9.074436e-12,1.069045e-11,-2.064187,-2.261411,-1.879078
-2.253693e-15,9.084363e-12,1.069237e-11,-2.04353,-2.236759,-1.861712
-2.247732e-15,9.101931e-12,1.069498e-11,-2.02371,-2.213237,-1.844961
