 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-3.385814e-15,1,9.068498e-12,2,1.210164e-11,1
-3.263771e-15,0,9.248803e-12,8,1.240168e-11,2
-3.141728e-15,2,9.429108e-12,24,1.270172e-11,10
-3.019685e-15,3,9.609412e-12,68,1.300176e-11,18
-2.897642e-15,3,9.789717e-12,135,1.330181e-11,34
-2.775598e-15,10,9.970021e-12,186,1.360185e-11,70
-2.653555e-15,16,1.015033e-11,176,1.390189e-11,102
-2.531512e-15,31,1.033063e-11,120,1.420193e-11,162
-2.409469e-15,60,1.051094e-11,93,1.450197e-11,160
-2.287426e-15,115,1.069124e-11,62,1.480201e-11,184
-2.165383e-15,161,1.087154e-11,45,1.510205e-11,122
-2.043339e-15,206,1.105185e-11,35,1.540209e-11,82
-1.921296e-15,225,1.123215e-11,19,1.570214e-11,32
-1.799253e-15,121,1.141246e-11,12,1.600218e-11,13
-1.67721e-15,40,1.159276e-11,9,1.630222e-11,6
-1.555167e-15,6,1.177307e-11,6,1.660226e-11,2

