 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Tail samples and indices
#Number of Measures
3
#Number of samples in each tail
9
#Measure names
iint,tphl,tplh
#Measure values in left tail
-3.0160340e-01,3.5976410e-12,-9.9925920e-09
-8.0418910e-03,4.7613500e-12,-9.9921600e-09
-5.9411870e-03,4.8463340e-12,-9.9914960e-09
-2.9628800e-03,5.3908760e-12,-9.9914370e-09
-2.8836760e-03,5.4069630e-12,-9.9914220e-09
-2.4933450e-03,5.4072760e-12,-9.9913410e-09
-7.8938560e-04,5.4077300e-12,-9.9910170e-09
-5.2876750e-04,5.4080700e-12,-9.9910160e-09
-4.2532430e-04,5.4081330e-12,-9.9910160e-09
#Measure values in right tail
6.8248490e-04,1.0006060e-08,1.2472480e-11
7.0742820e-04,1.0006060e-08,1.2472730e-11
8.5378850e-04,1.0006060e-08,1.2480070e-11
1.1380210e-03,1.0006060e-08,1.2753620e-11
2.1741000e-03,1.0006060e-08,1.3042700e-11
2.8135530e-03,1.0006060e-08,1.3126070e-11
8.3794460e-03,1.0006120e-08,1.3406910e-11
3.5116400e-02,1.0006120e-08,1.4926850e-11
7.9319440e-02,1.0009650e-08,1.7345440e-11
#Index values in left tail
1000,852,75
414,75,138
475,80,839
230,992,641
113,248,874
319,472,972
653,781,740
477,290,239
737,654,932
#Index values in right tail
991,475,226
893,490,948
424,495,542
138,851,792
558,935,765
878,947,140
239,455,576
834,765,871
560,871,505
