$DATA1 SOURCE='PrimeSim HSPICE' VERSION='S-2021.09-2 linux64' PARAM_COUNT=1
$OPTION MEASFORM=3
$index=1 is a nominal sample in Monte Carlo.
.TITLE '*inversor'
index,tphl,tplh,iint,temper,alter#
1, 1.343277e-11, 7.471036e-12,-2.756355e-15,  50.0000000,4
2, 1.302988e-11, 7.260458e-12,-3.196696e-15,  50.0000000,4
3, 1.329572e-11, 7.561924e-12,-2.762312e-15,  50.0000000,4
4, 1.430094e-11, 7.318568e-12,-2.205025e-15,  50.0000000,4
5, 1.353178e-11, 7.839308e-12,-2.493261e-15,  50.0000000,4
6, 1.250722e-11, 8.428429e-12,-2.817969e-15,  50.0000000,4
7, 1.377293e-11, 7.086495e-12,-3.040392e-15,  50.0000000,4
8, 1.318000e-11, 7.659128e-12,-2.763498e-15,  50.0000000,4
9, 1.359169e-11, 7.979510e-12,-2.404658e-15,  50.0000000,4
10, 1.317072e-11, 7.369647e-12,-2.975893e-15,  50.0000000,4
11, 1.371424e-11, 7.617085e-12,-2.571768e-15,  50.0000000,4
12, 1.358157e-11, 7.411256e-12,-2.747188e-15,  50.0000000,4
13, 1.387085e-11, 7.223068e-12,-2.817117e-15,  50.0000000,4
14, 1.279924e-11, 7.764071e-12,-2.927391e-15,  50.0000000,4
15, 1.375062e-11, 7.110353e-12,-3.017146e-15,  50.0000000,4
16, 1.362495e-11, 7.820220e-12,-2.473138e-15,  50.0000000,4
17, 1.247529e-11, 7.670812e-12,-3.169207e-15,  50.0000000,4
18, 1.384347e-11, 7.559843e-12,-2.552883e-15,  50.0000000,4
19, 1.275944e-11, 7.819231e-12,-2.919429e-15,  50.0000000,4
20, 1.220072e-11, 7.018119e-12,-3.967455e-15,  50.0000000,4
21, 1.366192e-11, 7.742930e-12,-2.507792e-15,  50.0000000,4
22, 1.306710e-11, 7.453931e-12,-2.983760e-15,  50.0000000,4
23, 1.317504e-11, 6.959301e-12,-3.401692e-15,  50.0000000,4
24, 1.420034e-11, 7.718753e-12,-2.078426e-15,  50.0000000,4
25, 1.329813e-11, 8.085837e-12,-2.478799e-15,  50.0000000,4
26, 1.310235e-11, 7.661766e-12,-2.807388e-15,  50.0000000,4
27, 1.273712e-11, 7.294003e-12,-3.329504e-15,  50.0000000,4
28, 1.294181e-11, 7.669924e-12,-2.903166e-15,  50.0000000,4
29, 1.376948e-11, 8.071549e-12,-2.317311e-15,  50.0000000,4
30, 1.321989e-11, 7.755755e-12,-2.682466e-15,  50.0000000,4
31, 1.398073e-11, 7.679789e-12,-2.455561e-15,  50.0000000,4
32, 1.308227e-11, 7.590517e-12,-2.869573e-15,  50.0000000,4
33, 1.294760e-11, 7.081008e-12,-3.427448e-15,  50.0000000,4
34, 1.320502e-11, 7.188254e-12,-3.127593e-15,  50.0000000,4
35, 1.273006e-11, 7.317139e-12,-3.312867e-15,  50.0000000,4
36, 1.319820e-11, 7.991871e-12,-2.569040e-15,  50.0000000,4
37, 1.329434e-11, 8.102492e-12,-2.473568e-15,  50.0000000,4
38, 1.340560e-11, 7.259277e-12,-2.939449e-15,  50.0000000,4
39, 1.391092e-11, 6.994805e-12,-3.062462e-15,  50.0000000,4
