 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-4.036308e-15,1,6.121246e-12,2,4.431207e-12,1
-3.893626e-15,0,6.220412e-12,4,4.5395e-12,1
-3.750943e-15,3,6.319578e-12,15,4.647792e-12,3
-3.60826e-15,7,6.418744e-12,35,4.756085e-12,5
-3.465577e-15,6,6.517909e-12,72,4.864378e-12,6
-3.322894e-15,17,6.617075e-12,136,4.97267e-12,7
-3.180211e-15,28,6.716241e-12,133,5.080963e-12,35
-3.037528e-15,53,6.815407e-12,138,5.189255e-12,119
-2.894845e-15,99,6.914573e-12,137,5.297548e-12,172
-2.752162e-15,135,7.013739e-12,130,5.40584e-12,219
-2.609479e-15,183,7.112905e-12,78,5.514133e-12,211
-2.466796e-15,212,7.212071e-12,55,5.622425e-12,124
-2.324113e-15,175,7.311236e-12,29,5.730718e-12,55
-2.18143e-15,60,7.410402e-12,19,5.839011e-12,27
-2.038747e-15,19,7.509568e-12,11,5.947303e-12,13
-1.896064e-15,2,7.608734e-12,6,6.055596e-12,2

