 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-2.620568e-15,3,9.852153e-12,2,5.29386e-12,1
-2.548427e-15,2,1.003417e-11,11,5.429141e-12,0
-2.476286e-15,2,1.021619e-11,27,5.564423e-12,4
-2.404145e-15,5,1.03982e-11,68,5.699705e-12,27
-2.332004e-15,8,1.058022e-11,29,5.834986e-12,38
-2.259864e-15,18,1.076224e-11,113,5.970268e-12,57
-2.187723e-15,42,1.094426e-11,132,6.10555e-12,111
-2.115582e-15,50,1.112627e-11,137,6.240831e-12,146
-2.043441e-15,98,1.130829e-11,122,6.376113e-12,161
-1.9713e-15,120,1.149031e-11,134,6.511394e-12,181
-1.899159e-15,186,1.167233e-11,91,6.646676e-12,129
-1.827019e-15,186,1.185434e-11,53,6.781958e-12,97
-1.754878e-15,148,1.203636e-11,41,6.917239e-12,33
-1.682737e-15,83,1.221838e-11,20,7.052521e-12,11
-1.610596e-15,35,1.240039e-11,14,7.187803e-12,3
-1.538455e-15,14,1.258241e-11,6,7.323084e-12,1

