 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#QQnorm plots from data
#
#Number of tail samples
9
#Number of plot points
1000
#Number of Measures
3
#Measure names (Last three columns give the Standard Normal Quantiles and Lower/Upper Confidence Interval Limits)
iint,tphl,tplh,StdNormalQuantiles,Confidence_Interval_L,Confidence_Interval_U
-8.453618,7.464369e-13,-9.995463e-09,-3.290527,-4.895247,-2.599759
-4.458711,7.465248e-13,-9.994474e-09,-2.967738,-3.69972,-2.489258
-3.789464,7.465684e-13,-9.994457e-09,-2.807034,-3.342036,-2.409629
-0.09249527,7.465684e-13,-9.994457e-09,-2.696844,-3.13969,-2.346205
-0.08918548,7.466086e-13,-9.994456e-09,-2.612054,-2.999605,-2.292977
-0.07693861,7.466594e-13,-9.994456e-09,-2.542699,-2.892598,-2.246832
-0.05305287,3.01791e-12,-9.994455e-09,-2.483769,-2.805987,-2.20593
-0.03257286,3.436439e-12,-9.991513e-09,-2.432379,-2.733174,-2.169082
-0.02763222,4.51194e-12,-9.991513e-09,-2.386708,-2.670302,-2.135475
-0.01858347,4.51194e-12,-9.991513e-09,-2.345531,-2.614929,-2.104524
-0.009150813,5.063368e-12,-9.991496e-09,-2.307984,-2.56541,-2.075792
-0.005955199,5.525284e-12,-9.991496e-09,-2.273435,-2.520588,-2.048948
-0.005738366,5.548999e-12,-9.991322e-09,-2.241403,-2.479619,-2.023729
-0.003163108,5.559601e-12,-9.991109e-09,-2.211518,-2.441866,-1.999926
-0.002555816,5.650828e-12,-9.990946e-09,-2.183487,-2.406839,-1.977369
-0.002281724,5.650828e-12,-9.990946e-09,-2.157073,-2.374152,-1.955918
-0.002244424,5.704102e-12,-9.990624e-09,-2.132083,-2.343497,-1.935455
-0.002149336,6.120001e-12,-9.990597e-09,-2.108358,-2.31462,-1.915882
-0.002090581,6.120001e-12,-9.990402e-09,-2.085764,-2.287316,-1.897114
-0.001217719,6.120001e-12,-9.990342e-09,-2.064187,-2.261411,-1.879078
-0.00120581,6.120001e-12,-9.990271e-09,-2.04353,-2.236759,-1.861712
-0.001136956,6.120001e-12,-9.990271e-09,-2.02371,-2.213237,-1.844961
-0.00111025,6.120001e-12,-9.990142e-09,-2.004654,-2.190737,-1.828776
-0.00090218,6.120001e-12,-9.990006e-09,-1.9863,-2.169169,-1.813115
-0.0008572796,6.120001e-12,-9.989794e-09,-1.968592,-2.148452,-1.79794
-0.0008393959,6.120001e-12,-9.989644e-09,-1.95148,-2.128516,-1.783218
-0.000798716,6.120001e-12,-9.989607e-09,-1.934921,-2.109299,-1.768917
-0.0007934284,6.120001e-12,-9.989607e-09,-1.918876,-2.090748,-1.755011
