 ****** PrimeSim HSPICE -- S-2021.09-2 linux64 (Oct 28 2021 7326465) ******
  Copyright (c) 1986 - 2022 by Synopsys, Inc. All Rights Reserved.
  This software and the associated documentation are proprietary
  to Synopsys, Inc. This software may only be used in accordance
  with the terms and conditions of a written license agreement with
  Synopsys, Inc. All other use, reproduction, or distribution of
  this software is strictly prohibited.

================================================================
*** This file format is subject to change **
#Histogram plots from data
#Number of histogram bins
16
#Number of Measures
3
#Column names, bin centers and bin counts
iint,iint_count,tphl,tphl_count,tplh,tplh_count
-1.700253e-15,1,7.541569e-12,1,1.424512e-11,1
-1.664959e-15,0,7.65461e-12,5,1.450025e-11,1
-1.629665e-15,1,7.767651e-12,13,1.475538e-11,9
-1.59437e-15,2,7.880693e-12,22,1.501051e-11,28
-1.559076e-15,4,7.993734e-12,56,1.526564e-11,44
-1.523782e-15,3,8.106775e-12,98,1.552077e-11,94
-1.488488e-15,11,8.219817e-12,148,1.57759e-11,142
-1.453194e-15,27,8.332858e-12,163,1.603103e-11,158
-1.417899e-15,11,8.445899e-12,134,1.628616e-11,198
-1.382605e-15,16,8.55894e-12,139,1.654129e-11,141
-1.347311e-15,50,8.671982e-12,90,1.679642e-11,94
-1.312017e-15,116,8.785023e-12,57,1.705155e-11,53
-1.276723e-15,217,8.898064e-12,35,1.730668e-11,23
-1.241428e-15,235,9.011106e-12,20,1.756181e-11,10
-1.206134e-15,219,9.124147e-12,13,1.781694e-11,1
-1.17084e-15,87,9.237188e-12,6,1.807207e-11,3

