,nmos_rvt:@:nfet_phig:@:IGNC,pmos_rvt:@:pfet_phig:@:IGNC,LoadCap,vdd,number_fin,t_fall_delay,t_rise_delay,t_fall_time,t_rise_time,temper
727,-0.9646,0.383,1f,0.6,3,5.955342e-12,1.125653e-11,8.102933e-12,1.511582e-11,75.0
728,0.667,1.6099,1f,0.6,3,7.62455e-12,1.006996e-11,9.154983e-12,1.312079e-11,75.0
729,-0.4127,0.7432,1f,0.6,3,6.381989e-12,1.116103e-11,8.340136e-12,1.424179e-11,75.0
730,1.0667,0.5062,1f,0.6,3,7.780084e-12,1.18109e-11,1.019953e-11,1.558826e-11,75.0
731,-0.6887,0.1982,1f,0.6,3,5.991749e-12,1.215444e-11,8.576173e-12,1.63055e-11,75.0
732,-0.9693,-1.3396,1f,0.6,3,5.940637e-12,1.611874e-11,8.072985e-12,2.089453e-11,75.0
733,-0.4554,-0.8909,1f,0.6,3,5.9336e-12,1.387993e-11,9.325207e-12,1.888081e-11,75.0
734,-1.3938,-0.6278,1f,0.6,3,5.323381e-12,1.347407e-11,7.720656e-12,1.77055e-11,75.0
735,-0.4497,1.4317,1f,0.6,3,5.950385e-12,1.035018e-11,9.350938e-12,1.34069e-11,75.0
736,-0.258,1.7744,1f,0.6,3,6.516496e-12,9.867713e-12,8.469448e-12,1.243409e-11,75.0
737,-0.05788,-0.6133,1f,0.6,3,6.586123e-12,1.388905e-11,8.905893e-12,1.791804e-11,75.0
738,0.9223,-1.435,1f,0.6,3,7.612654e-12,1.721342e-11,9.961412e-12,2.104148e-11,75.0
739,-0.5781,-0.05277,1f,0.6,3,6.253088e-12,1.277802e-11,8.603627e-12,1.596166e-11,75.0
740,0.9878,0.4383,1f,0.6,3,7.919176e-12,1.166463e-11,9.766607e-12,1.467672e-11,75.0
741,0.7875,0.518,1f,0.6,3,7.684194e-12,1.157894e-11,9.464735e-12,1.455179e-11,75.0
742,-0.6764,0.3506,1f,0.6,3,6.169041e-12,1.176862e-11,8.101083e-12,1.481582e-11,75.0
743,-0.2638,0.3708,1f,0.6,3,6.515912e-12,1.217576e-11,8.441381e-12,1.486289e-11,75.0
744,0.1919,0.6274,1f,0.6,3,6.750675e-12,1.148697e-11,8.839497e-12,1.514494e-11,75.0
745,-0.5351,1.532,1f,0.6,3,6.316745e-12,1.0154e-11,8.568685e-12,1.322647e-11,75.0
746,-0.6454,1.4374,1f,0.6,3,6.023393e-12,1.021604e-11,8.756708e-12,1.332172e-11,75.0
747,0.196,-0.4051,1f,0.6,3,6.711353e-12,1.342116e-11,8.938128e-12,1.703868e-11,75.0
748,0.9222,-0.2628,1f,0.6,3,7.342059e-12,1.316438e-11,1.069955e-11,1.656222e-11,75.0
749,1.0165,-0.6328,1f,0.6,3,7.74889e-12,1.395493e-11,1.00841e-11,1.795276e-11,75.0
750,0.0,0.0,1f,0.6,3,6.549503e-12,1.220589e-11,7.98202e-12,1.567232e-11,25.0
751,-0.8014,-0.8294,1f,0.6,3,5.649005e-12,1.340367e-11,8.070028e-12,1.76445e-11,25.0
752,-0.2677,0.215,1f,0.6,3,6.20854e-12,1.210479e-11,8.12973e-12,1.449382e-11,25.0
753,1.6757,0.8946,1f,0.6,3,8.428197e-12,1.072338e-11,1.027968e-11,1.325382e-11,25.0
754,0.2014,1.0447,1f,0.6,3,6.707263e-12,1.042497e-11,8.290694e-12,1.301196e-11,25.0
755,-1.7987,2.7742,1f,0.6,3,4.853838e-12,8.838976e-12,7.510873e-12,1.085895e-11,25.0
756,0.656,-1.2719,1f,0.6,3,6.530862e-12,1.546895e-11,1.001874e-11,2.057419e-11,25.0
757,-0.4937,0.4482,1f,0.6,3,6.086359e-12,1.157708e-11,7.727051e-12,1.452297e-11,25.0
758,0.3209,1.4379,1f,0.6,3,6.287283e-12,1.00474e-11,9.468525e-12,1.242203e-11,25.0
759,-0.5189,-0.378,1f,0.6,3,6.067494e-12,1.272609e-11,7.688631e-12,1.686856e-11,25.0
760,0.5518,0.3415,1f,0.6,3,7.031896e-12,1.154538e-11,8.810002e-12,1.376644e-11,25.0
761,0.29,-0.1841,1f,0.6,3,6.836295e-12,1.260526e-11,8.3397e-12,1.46729e-11,25.0
762,0.8485,-0.7446,1f,0.6,3,7.18066e-12,1.369359e-11,9.417187e-12,1.759134e-11,25.0
763,-1.2438,0.6697,1f,0.6,3,5.374784e-12,1.088503e-11,7.715783e-12,1.430768e-11,25.0
764,0.6131,-1.1911,1f,0.6,3,6.842918e-12,1.584915e-11,8.640116e-12,1.893679e-11,25.0
765,0.3824,0.9694,1f,0.6,3,6.888121e-12,1.055073e-11,8.526641e-12,1.312336e-11,25.0
766,-1.8849,0.6073,1f,0.6,3,4.944407e-12,1.106073e-11,7.070618e-12,1.335397e-11,25.0
767,0.8013,0.2451,1f,0.6,3,7.302461e-12,1.168731e-11,8.948544e-12,1.397551e-11,25.0
768,-1.3209,0.8362,1f,0.6,3,5.301764e-12,1.084816e-11,7.690668e-12,1.336729e-11,25.0
769,-2.4502,-1.2897,1f,0.6,3,4.478078e-12,1.548171e-11,7.178956e-12,2.050675e-11,25.0
770,0.4527,0.724,1f,0.6,3,6.90383e-12,1.087888e-11,8.694613e-12,1.361546e-11,25.0
771,-0.7223,-0.2172,1f,0.6,3,5.89369e-12,1.259485e-11,7.559777e-12,1.47595e-11,25.0
772,-0.5204,-1.5757,1f,0.6,3,5.672507e-12,1.595699e-11,8.458296e-12,2.134172e-11,25.0
773,1.4914,1.8448,1f,0.6,3,8.103651e-12,9.690344e-12,9.98972e-12,1.214716e-11,25.0
774,-0.2509,1.7263,1f,0.6,3,6.222063e-12,9.707763e-12,8.149375e-12,1.183928e-11,25.0
775,-0.6471,0.4233,1f,0.6,3,5.508763e-12,1.178025e-11,8.810677e-12,1.456972e-11,25.0
776,-1.3806,-0.6952,1f,0.6,3,5.263807e-12,1.428485e-11,7.626316e-12,1.759182e-11,25.0
777,-0.9646,0.383,1f,0.6,3,5.70275e-12,1.091395e-11,7.764232e-12,1.440415e-11,25.0
778,0.667,1.6099,1f,0.6,3,7.202731e-12,9.956997e-12,8.938419e-12,1.23841e-11,25.0
779,-0.4127,0.7432,1f,0.6,3,5.980545e-12,1.124798e-11,8.325888e-12,1.429184e-11,25.0
780,1.0667,0.5062,1f,0.6,3,7.383423e-12,1.165784e-11,9.227352e-12,1.446421e-11,25.0
781,-0.6887,0.1982,1f,0.6,3,5.915852e-12,1.210614e-11,7.781009e-12,1.454729e-11,25.0
782,-0.9693,-1.3396,1f,0.6,3,5.674911e-12,1.578026e-11,7.638392e-12,2.047952e-11,25.0
783,-0.4554,-0.8909,1f,0.6,3,6.117428e-12,1.38557e-11,7.748531e-12,1.711148e-11,25.0
784,-1.3938,-0.6278,1f,0.6,3,5.191871e-12,1.329215e-11,7.315085e-12,1.698126e-11,25.0
785,-0.4497,1.4317,1f,0.6,3,6.122314e-12,1.016519e-11,7.769147e-12,1.223002e-11,25.0
786,-0.258,1.7744,1f,0.6,3,6.222094e-12,9.731008e-12,8.125446e-12,1.21822e-11,25.0
787,-0.05788,-0.6133,1f,0.6,3,6.429684e-12,1.409733e-11,8.155544e-12,1.728781e-11,25.0
788,0.9223,-1.435,1f,0.6,3,6.97394e-12,1.576768e-11,9.800696e-12,2.097327e-11,25.0
789,-0.5781,-0.05277,1f,0.6,3,5.532756e-12,1.178867e-11,8.93059e-12,1.575248e-11,25.0
790,0.9878,0.4383,1f,0.6,3,7.532107e-12,1.129024e-11,9.172693e-12,1.353234e-11,25.0
791,0.7875,0.518,1f,0.6,3,7.315068e-12,1.122609e-11,8.879472e-12,1.340789e-11,25.0
792,-0.6764,0.3506,1f,0.6,3,5.579177e-12,1.184525e-11,8.347571e-12,1.476292e-11,25.0
793,-0.2638,0.3708,1f,0.6,3,6.240054e-12,1.136742e-11,8.041387e-12,1.370175e-11,25.0
794,0.1919,0.6274,1f,0.6,3,6.626891e-12,1.09755e-11,8.428804e-12,1.383131e-11,25.0
795,-0.5351,1.532,1f,0.6,3,5.862667e-12,1.010583e-11,8.294624e-12,1.211546e-11,25.0
796,-0.6454,1.4374,1f,0.6,3,5.769976e-12,1.00395e-11,8.240269e-12,1.242321e-11,25.0
797,0.196,-0.4051,1f,0.6,3,6.564104e-12,1.292803e-11,8.606176e-12,1.622826e-11,25.0
798,0.9222,-0.2628,1f,0.6,3,7.530586e-12,1.268731e-11,8.969878e-12,1.489271e-11,25.0
799,1.0165,-0.6328,1f,0.6,3,7.377271e-12,1.348637e-11,9.473777e-12,1.710113e-11,25.0
800,0.0,0.0,1f,0.6,3,6.435406e-12,1.205179e-11,7.83517e-12,1.545337e-11,0.0
801,-0.8014,-0.8294,1f,0.6,3,5.730629e-12,1.335083e-11,7.348265e-12,1.74391e-11,0.0
802,-0.2677,0.215,1f,0.6,3,5.823145e-12,1.201503e-11,8.112493e-12,1.470894e-11,0.0
803,1.6757,0.8946,1f,0.6,3,8.268336e-12,1.050859e-11,9.916637e-12,1.305717e-11,0.0
804,0.2014,1.0447,1f,0.6,3,6.612374e-12,1.033094e-11,8.019516e-12,1.279578e-11,0.0
805,-1.7987,2.7742,1f,0.6,3,4.941395e-12,8.663889e-12,6.995642e-12,1.051393e-11,0.0
806,0.656,-1.2719,1f,0.6,3,7.071437e-12,1.436742e-11,8.644089e-12,1.951237e-11,0.0
807,-0.4937,0.4482,1f,0.6,3,5.974234e-12,1.135132e-11,7.632151e-12,1.421113e-11,0.0
808,0.3209,1.4379,1f,0.6,3,6.698608e-12,9.896121e-12,8.218464e-12,1.202722e-11,0.0
809,-0.5189,-0.378,1f,0.6,3,5.961874e-12,1.266472e-11,7.576934e-12,1.499487e-11,0.0
810,0.5518,0.3415,1f,0.6,3,6.899559e-12,1.137296e-11,8.563505e-12,1.356078e-11,0.0
811,0.29,-0.1841,1f,0.6,3,6.714935e-12,1.250767e-11,8.108768e-12,1.444816e-11,0.0
812,0.8485,-0.7446,1f,0.6,3,7.04034e-12,1.364785e-11,9.153379e-12,1.744625e-11,0.0
813,-1.2438,0.6697,1f,0.6,3,5.293199e-12,1.105167e-11,7.488769e-12,1.318958e-11,0.0
814,0.6131,-1.1911,1f,0.6,3,7.069858e-12,1.411379e-11,8.525354e-12,1.891774e-11,0.0
815,0.3824,0.9694,1f,0.6,3,6.763422e-12,1.04424e-11,8.29051e-12,1.291045e-11,0.0
816,-1.8849,0.6073,1f,0.6,3,4.860686e-12,1.048415e-11,7.020343e-12,1.372184e-11,0.0
817,0.8013,0.2451,1f,0.6,3,7.160643e-12,1.148995e-11,8.93919e-12,1.377362e-11,0.0
818,-1.3209,0.8362,1f,0.6,3,5.360536e-12,1.062655e-11,7.141655e-12,1.318577e-11,0.0
819,-2.4502,-1.2897,1f,0.6,3,4.329315e-12,1.538306e-11,7.18473e-12,2.047683e-11,0.0
820,0.4527,0.724,1f,0.6,3,6.811442e-12,1.077025e-11,8.412763e-12,1.3392e-11,0.0
821,-0.7223,-0.2172,1f,0.6,3,5.768723e-12,1.37719e-11,7.547939e-12,1.62447e-11,0.0
822,-0.5204,-1.5757,1f,0.6,3,5.963809e-12,1.629085e-11,7.535761e-12,2.086034e-11,0.0
823,1.4914,1.8448,1f,0.6,3,7.949688e-12,9.572362e-12,9.747252e-12,1.177953e-11,0.0
824,-0.2509,1.7263,1f,0.6,3,6.202406e-12,9.744185e-12,8.173527e-12,1.194648e-11,0.0
825,-0.6471,0.4233,1f,0.6,3,5.717198e-12,1.164338e-11,7.886796e-12,1.43879e-11,0.0
826,-1.3806,-0.6952,1f,0.6,3,5.199085e-12,1.323564e-11,7.329328e-12,1.67431e-11,0.0
827,-0.9646,0.383,1f,0.6,3,5.611334e-12,1.078442e-11,7.308189e-12,1.417141e-11,0.0
828,0.667,1.6099,1f,0.6,3,7.064014e-12,9.689883e-12,8.680724e-12,1.172001e-11,0.0
829,-0.4127,0.7432,1f,0.6,3,6.039895e-12,1.0956e-11,7.693245e-12,1.275687e-11,0.0
830,1.0667,0.5062,1f,0.6,3,7.49554e-12,1.104216e-11,9.036912e-12,1.315516e-11,0.0
831,-0.6887,0.1982,1f,0.6,3,5.822858e-12,1.203343e-11,7.475596e-12,1.429699e-11,0.0
832,-0.9693,-1.3396,1f,0.6,3,5.417265e-12,1.573822e-11,7.919443e-12,2.043021e-11,0.0
833,-0.4554,-0.8909,1f,0.6,3,6.028899e-12,1.390618e-11,7.5309e-12,1.789177e-11,0.0
834,-1.3938,-0.6278,1f,0.6,3,5.188877e-12,1.292682e-11,7.310901e-12,1.588677e-11,0.0
835,-0.4497,1.4317,1f,0.6,3,6.033659e-12,1.012874e-11,7.567836e-12,1.243635e-11,0.0
836,-0.258,1.7744,1f,0.6,3,6.173639e-12,9.687199e-12,8.054302e-12,1.189948e-11,0.0
837,-0.05788,-0.6133,1f,0.6,3,6.303684e-12,1.393889e-11,8.06883e-12,1.69735e-11,0.0
838,0.9223,-1.435,1f,0.6,3,7.088768e-12,1.575808e-11,8.842837e-12,2.087876e-11,0.0
839,-0.5781,-0.05277,1f,0.6,3,5.919206e-12,1.185414e-11,7.505599e-12,1.535913e-11,0.0
840,0.9878,0.4383,1f,0.6,3,7.384377e-12,1.119538e-11,8.952733e-12,1.336581e-11,0.0
841,0.7875,0.518,1f,0.6,3,7.069444e-12,1.153222e-11,8.983799e-12,1.421372e-11,0.0
842,-0.6764,0.3506,1f,0.6,3,5.841992e-12,1.128325e-11,7.546284e-12,1.356503e-11,0.0
843,-0.2638,0.3708,1f,0.6,3,6.125623e-12,1.124137e-11,7.929915e-12,1.352469e-11,0.0
844,0.1919,0.6274,1f,0.6,3,6.546345e-12,1.086735e-11,8.18375e-12,1.360509e-11,0.0
845,-0.5351,1.532,1f,0.6,3,5.929836e-12,9.837625e-12,7.645099e-12,1.198805e-11,0.0
846,-0.6454,1.4374,1f,0.6,3,5.853758e-12,9.753011e-12,7.516369e-12,1.188878e-11,0.0
847,0.196,-0.4051,1f,0.6,3,6.609409e-12,1.264994e-11,8.01624e-12,1.50669e-11,0.0
848,0.9222,-0.2628,1f,0.6,3,7.395306e-12,1.259484e-11,8.72809e-12,1.466799e-11,0.0
849,1.0165,-0.6328,1f,0.6,3,7.233163e-12,1.317767e-11,9.410953e-12,1.675608e-11,0.0
850,0.0,0.0,1f,0.6,3,6.326511e-12,1.187467e-11,7.747957e-12,1.529666e-11,-25.0
851,-0.8014,-0.8294,1f,0.6,3,5.648014e-12,1.321678e-11,7.216726e-12,1.722447e-11,-25.0
852,-0.2677,0.215,1f,0.6,3,6.078833e-12,1.13482e-11,7.905629e-12,1.367619e-11,-25.0
853,1.6757,0.8946,1f,0.6,3,8.156813e-12,1.077148e-11,9.65347e-12,1.232262e-11,-25.0
854,0.2014,1.0447,1f,0.6,3,6.502777e-12,1.055307e-11,7.897849e-12,1.198589e-11,-25.0
855,-1.7987,2.7742,1f,0.6,3,4.857175e-12,7.951357e-12,6.780667e-12,1.025965e-11,-25.0
856,0.656,-1.2719,1f,0.6,3,7.001207e-12,1.422434e-11,8.350552e-12,1.916144e-11,-25.0
857,-0.4937,0.4482,1f,0.6,3,5.897996e-12,1.094861e-11,7.510715e-12,1.389271e-11,-25.0
858,0.3209,1.4379,1f,0.6,3,6.621649e-12,1.00208e-11,7.957416e-12,1.18029e-11,-25.0
859,-0.5189,-0.378,1f,0.6,3,5.870838e-12,1.254164e-11,7.45599e-12,1.479124e-11,-25.0
860,0.5518,0.3415,1f,0.6,3,6.815739e-12,1.12692e-11,8.301447e-12,1.337502e-11,-25.0
861,0.29,-0.1841,1f,0.6,3,6.608081e-12,1.232973e-11,7.897675e-12,1.552065e-11,-25.0
862,0.8485,-0.7446,1f,0.6,3,7.223831e-12,1.362813e-11,8.368003e-12,1.7193e-11,-25.0
863,-1.2438,0.6697,1f,0.6,3,5.22432e-12,1.095384e-11,7.252421e-12,1.349373e-11,-25.0
864,0.6131,-1.1911,1f,0.6,3,6.944537e-12,1.398621e-11,8.303188e-12,1.901155e-11,-25.0
865,0.3824,0.9694,1f,0.6,3,6.655999e-12,1.03501e-11,8.075036e-12,1.272114e-11,-25.0
866,-1.8849,0.6073,1f,0.6,3,4.786643e-12,1.088053e-11,6.810476e-12,1.279243e-11,-25.0
867,0.8013,0.2451,1f,0.6,3,7.079832e-12,1.14473e-11,8.657838e-12,1.357474e-11,-25.0
868,-1.3209,0.8362,1f,0.6,3,5.1747e-12,1.026003e-11,7.201362e-12,1.335239e-11,-25.0
869,-2.4502,-1.2897,1f,0.6,3,4.371939e-12,1.448196e-11,6.454438e-12,1.959674e-11,-25.0
870,0.4527,0.724,1f,0.6,3,6.697656e-12,1.067256e-11,8.202299e-12,1.319161e-11,-25.0
871,-0.7223,-0.2172,1f,0.6,3,5.687858e-12,1.172722e-11,7.482266e-12,1.481471e-11,-25.0
872,-0.5204,-1.5757,1f,0.6,3,5.873175e-12,1.629001e-11,7.42e-12,2.08239e-11,-25.0
873,1.4914,1.8448,1f,0.6,3,7.806418e-12,9.504511e-12,9.526151e-12,1.146064e-11,-25.0
874,-0.2509,1.7263,1f,0.6,3,6.115215e-12,9.637312e-12,7.850255e-12,1.157163e-11,-25.0
875,-0.6471,0.4233,1f,0.6,3,5.769092e-12,1.11101e-11,7.494449e-12,1.444153e-11,-25.0
876,-1.3806,-0.6952,1f,0.6,3,5.100505e-12,1.467235e-11,6.794806e-12,1.682343e-11,-25.0
877,-0.9646,0.383,1f,0.6,3,5.528765e-12,1.076105e-11,7.36009e-12,1.395112e-11,-25.0
878,0.667,1.6099,1f,0.6,3,6.95648e-12,9.808642e-12,8.434709e-12,1.170625e-11,-25.0
879,-0.4127,0.7432,1f,0.6,3,5.942969e-12,1.085456e-11,7.581997e-12,1.252169e-11,-25.0
880,1.0667,0.5062,1f,0.6,3,7.387188e-12,1.095788e-11,8.797023e-12,1.300832e-11,-25.0
881,-0.6887,0.1982,1f,0.6,3,5.745707e-12,1.139555e-11,7.263504e-12,1.370559e-11,-25.0
882,-0.9693,-1.3396,1f,0.6,3,5.510071e-12,1.575408e-11,7.062801e-12,2.043965e-11,-25.0
883,-0.4554,-0.8909,1f,0.6,3,5.937823e-12,1.315907e-11,7.605055e-12,1.648404e-11,-25.0
884,-1.3938,-0.6278,1f,0.6,3,5.103692e-12,1.444307e-11,7.185179e-12,1.66361e-11,-25.0
885,-0.4497,1.4317,1f,0.6,3,5.927115e-12,9.970429e-12,7.503622e-12,1.187239e-11,-25.0
886,-0.258,1.7744,1f,0.6,3,6.105797e-12,9.58073e-12,7.998134e-12,1.153157e-11,-25.0
887,-0.05788,-0.6133,1f,0.6,3,6.299235e-12,1.321311e-11,7.603819e-12,1.657993e-11,-25.0
888,0.9223,-1.435,1f,0.6,3,7.289869e-12,1.570299e-11,8.487943e-12,2.090821e-11,-25.0
889,-0.5781,-0.05277,1f,0.6,3,5.808843e-12,1.297989e-11,7.469806e-12,1.524503e-11,-25.0
890,0.9878,0.4383,1f,0.6,3,7.28293e-12,1.109001e-11,8.719025e-12,1.320757e-11,-25.0
891,0.7875,0.518,1f,0.6,3,7.074337e-12,1.09967e-11,8.626842e-12,1.301035e-11,-25.0
892,-0.6764,0.3506,1f,0.6,3,5.753806e-12,1.074802e-11,7.275811e-12,1.402981e-11,-25.0
893,-0.2638,0.3708,1f,0.6,3,5.786193e-12,1.168841e-11,7.900206e-12,1.415865e-11,-25.0
894,0.1919,0.6274,1f,0.6,3,6.482186e-12,1.081654e-11,7.933173e-12,1.27072e-11,-25.0
895,-0.5351,1.532,1f,0.6,3,5.888428e-12,9.856233e-12,7.543969e-12,1.180507e-11,-25.0
896,-0.6454,1.4374,1f,0.6,3,5.798813e-12,9.887056e-12,7.574633e-12,1.187789e-11,-25.0
897,0.196,-0.4051,1f,0.6,3,6.540879e-12,1.274385e-11,7.741252e-12,1.57792e-11,-25.0
898,0.9222,-0.2628,1f,0.6,3,7.274129e-12,1.249531e-11,8.524719e-12,1.447012e-11,-25.0
899,1.0165,-0.6328,1f,0.6,3,7.109926e-12,1.320354e-11,9.153811e-12,1.661101e-11,-25.0
900,0.0,0.0,1f,0.6,4,5.638312e-12,1.034033e-11,6.696169e-12,1.13032e-11,50.0
901,-0.8014,-0.8294,1f,0.6,4,4.944646e-12,1.18879e-11,6.502106e-12,1.293729e-11,50.0
902,-0.2677,0.215,1f,0.6,4,5.470075e-12,1.012364e-11,6.729173e-12,1.150907e-11,50.0
903,1.6757,0.8946,1f,0.6,4,7.253551e-12,9.18321e-12,8.304492e-12,1.020957e-11,50.0
904,0.2014,1.0447,1f,0.6,4,5.807292e-12,8.892237e-12,7.095924e-12,9.981479e-12,50.0
905,-1.7987,2.7742,1f,0.6,4,4.321392e-12,7.246422e-12,6.037676e-12,8.711642e-12,50.0
906,0.656,-1.2719,1f,0.6,4,6.259999e-12,1.240594e-11,7.20817e-12,1.506381e-11,50.0
907,-0.4937,0.4482,1f,0.6,4,5.261297e-12,9.680887e-12,6.6122e-12,1.119054e-11,50.0
908,0.3209,1.4379,1f,0.6,4,5.904337e-12,8.610961e-12,7.186168e-12,9.442925e-12,50.0
909,-0.5189,-0.378,1f,0.6,4,5.287814e-12,1.089162e-11,6.522101e-12,1.217861e-11,50.0
910,0.5518,0.3415,1f,0.6,4,6.0891e-12,9.86076e-12,7.3876e-12,1.125189e-11,50.0
911,0.29,-0.1841,1f,0.6,4,5.859245e-12,1.057285e-11,7.227374e-12,1.172726e-11,50.0
912,0.8485,-0.7446,1f,0.6,4,6.323796e-12,1.117373e-11,7.676823e-12,1.307308e-11,50.0
913,-1.2438,0.6697,1f,0.6,4,4.655151e-12,9.47184e-12,5.982446e-12,1.068501e-11,50.0
914,0.6131,-1.1911,1f,0.6,4,6.216466e-12,1.218004e-11,7.197888e-12,1.477167e-11,50.0
915,0.3824,0.9694,1f,0.6,4,5.960224e-12,9.097298e-12,7.218528e-12,1.007093e-11,50.0
916,-1.8849,0.6073,1f,0.6,4,4.224336e-12,9.351329e-12,5.813889e-12,1.067707e-11,50.0
917,0.8013,0.2451,1f,0.6,4,6.296847e-12,1.000157e-11,7.598224e-12,1.14369e-11,50.0
918,-1.3209,0.8362,1f,0.6,4,4.599801e-12,9.27301e-12,6.034149e-12,1.039622e-11,50.0
919,-2.4502,-1.2897,1f,0.6,4,3.733549e-12,1.172304e-11,5.76232e-12,1.49591e-11,50.0
920,0.4527,0.724,1f,0.6,4,6.016887e-12,9.368608e-12,7.278117e-12,1.057675e-11,50.0
921,-0.7223,-0.2172,1f,0.6,4,5.142366e-12,1.062451e-11,6.283919e-12,1.181486e-11,50.0
922,-0.5204,-1.5757,1f,0.6,4,5.261835e-12,1.290002e-11,6.279479e-12,1.624336e-11,50.0
923,1.4914,1.8448,1f,0.6,4,7.027901e-12,8.179437e-12,8.180343e-12,9.279019e-12,50.0
924,-0.2509,1.7263,1f,0.6,4,5.500846e-12,8.321637e-12,6.396182e-12,9.242027e-12,50.0
925,-0.6471,0.4233,1f,0.6,4,5.208069e-12,9.687732e-12,6.224254e-12,1.113695e-11,50.0
926,-1.3806,-0.6952,1f,0.6,4,4.539573e-12,1.124773e-11,6.039411e-12,1.299934e-11,50.0
927,-0.9646,0.383,1f,0.6,4,4.833042e-12,9.649856e-12,6.042434e-12,1.114321e-11,50.0
928,0.667,1.6099,1f,0.6,4,6.200301e-12,8.428447e-12,7.430695e-12,9.344892e-12,50.0
929,-0.4127,0.7432,1f,0.6,4,5.380179e-12,9.304922e-12,6.553437e-12,1.048349e-11,50.0
930,1.0667,0.5062,1f,0.6,4,6.593203e-12,9.665725e-12,7.65496e-12,1.096338e-11,50.0
931,-0.6887,0.1982,1f,0.6,4,5.166446e-12,9.981379e-12,6.316496e-12,1.153591e-11,50.0
932,-0.9693,-1.3396,1f,0.6,4,4.898924e-12,1.245714e-11,5.910158e-12,1.529804e-11,50.0
933,-0.4554,-0.8909,1f,0.6,4,5.307723e-12,1.194545e-11,6.407272e-12,1.30963e-11,50.0
934,-1.3938,-0.6278,1f,0.6,4,4.532694e-12,1.11194e-11,6.030097e-12,1.279508e-11,50.0
935,-0.4497,1.4317,1f,0.6,4,5.005787e-12,8.65879e-12,6.668971e-12,9.881784e-12,50.0
936,-0.258,1.7744,1f,0.6,4,5.494533e-12,8.272574e-12,6.391136e-12,9.227667e-12,50.0
937,-0.05788,-0.6133,1f,0.6,4,5.620454e-12,1.141348e-11,6.574284e-12,1.354216e-11,50.0
938,0.9223,-1.435,1f,0.6,4,6.514937e-12,1.286018e-11,7.370387e-12,1.588089e-11,50.0
939,-0.5781,-0.05277,1f,0.6,4,5.236147e-12,1.034576e-11,6.431746e-12,1.210897e-11,50.0
940,0.9878,0.4383,1f,0.6,4,6.507261e-12,9.754716e-12,7.626142e-12,1.107344e-11,50.0
941,0.7875,0.518,1f,0.6,4,6.322502e-12,9.633528e-12,7.481067e-12,1.095156e-11,50.0
942,-0.6764,0.3506,1f,0.6,4,5.181531e-12,9.77741e-12,6.31385e-12,1.126065e-11,50.0
943,-0.2638,0.3708,1f,0.6,4,5.481964e-12,9.894966e-12,6.401308e-12,1.117748e-11,50.0
944,0.1919,0.6274,1f,0.6,4,5.782557e-12,9.346517e-12,7.141041e-12,1.063977e-11,50.0
945,-0.5351,1.532,1f,0.6,4,5.300688e-12,8.462299e-12,6.362546e-12,9.486834e-12,50.0
946,-0.6454,1.4374,1f,0.6,4,5.21209e-12,8.561449e-12,6.334135e-12,9.541455e-12,50.0
947,0.196,-0.4051,1f,0.6,4,5.768466e-12,1.077287e-11,7.196912e-12,1.22029e-11,50.0
948,0.9222,-0.2628,1f,0.6,4,6.493132e-12,1.088564e-11,7.446683e-12,1.29865e-11,50.0
949,1.0165,-0.6328,1f,0.6,4,6.488432e-12,1.099968e-11,7.772162e-12,1.275732e-11,50.0
950,0.0,0.0,1f,0.6,4,5.844481e-12,1.049473e-11,7.480979e-12,1.259949e-11,100.0
951,-0.8014,-0.8294,1f,0.6,4,5.279691e-12,1.180509e-11,6.471636e-12,1.441755e-11,100.0
952,-0.2677,0.215,1f,0.6,4,5.65591e-12,1.015377e-11,7.201243e-12,1.214321e-11,100.0
953,1.6757,0.8946,1f,0.6,4,7.635548e-12,9.406066e-12,8.879751e-12,1.075401e-11,100.0
954,0.2014,1.0447,1f,0.6,4,6.08562e-12,9.289921e-12,7.413852e-12,1.066794e-11,100.0
955,-1.7987,2.7742,1f,0.6,4,4.571879e-12,7.575089e-12,6.339304e-12,9.060627e-12,100.0
956,0.656,-1.2719,1f,0.6,4,6.134907e-12,1.293936e-11,8.348245e-12,1.591076e-11,100.0
957,-0.4937,0.4482,1f,0.6,4,5.543596e-12,1.002484e-11,6.74963e-12,1.162855e-11,100.0
958,0.3209,1.4379,1f,0.6,4,6.191732e-12,8.868138e-12,7.491854e-12,1.001413e-11,100.0
959,-0.5189,-0.378,1f,0.6,4,5.476865e-12,1.094354e-11,7.047181e-12,1.357408e-11,100.0
960,0.5518,0.3415,1f,0.6,4,6.3766e-12,1.015511e-11,7.724848e-12,1.18509e-11,100.0
961,0.29,-0.1841,1f,0.6,4,6.224562e-12,1.068067e-11,7.291932e-12,1.30431e-11,100.0
962,0.8485,-0.7446,1f,0.6,4,6.734504e-12,1.171839e-11,7.790104e-12,1.467019e-11,100.0
963,-1.2438,0.6697,1f,0.6,4,4.861856e-12,9.693666e-12,6.280424e-12,1.133931e-11,100.0
964,0.6131,-1.1911,1f,0.6,4,6.174414e-12,1.255266e-11,7.578374e-12,1.55085e-11,100.0
965,0.3824,0.9694,1f,0.6,4,6.247792e-12,9.382404e-12,7.530462e-12,1.074939e-11,100.0
966,-1.8849,0.6073,1f,0.6,4,4.434491e-12,9.635006e-12,6.095191e-12,1.12939e-11,100.0
