,nfetPhig,pfetPhig,capacitance,voltage,finsNumber,tplHa,tphLa,tplHb,tphLb,energy,temperature,finLength,finHeight
2572,0.8485,-0.7446,2e-15,0.6,4,1.506104e-11,2.36184e-11,1.531686e-11,2.524099e-11,-2.505315e-15,50.0,2.1e-08,3.2e-08
2573,-1.2438,0.6697,2e-15,0.6,4,1.149508e-11,1.391136e-11,1.177699e-11,1.452721e-11,-2.546695e-15,50.0,2.1e-08,3.2e-08
2574,0.6131,-1.1911,2e-15,0.6,4,1.682443e-11,2.264581e-11,1.712256e-11,2.323864e-11,-2.502795e-15,50.0,2.1e-08,3.2e-08
2575,0.3824,0.9694,2e-15,0.6,4,1.104883e-11,2.19148e-11,1.113892e-11,2.054945e-11,-2.533159e-15,50.0,2.1e-08,3.2e-08
2576,-1.8849,0.6073,2e-15,0.6,4,1.160203e-11,1.234133e-11,1.18958e-11,1.285573e-11,-2.552373e-15,50.0,2.1e-08,3.2e-08
2577,0.8013,0.2451,2e-15,0.6,4,1.249957e-11,2.342491e-11,1.267213e-11,2.311981e-11,-2.506544e-15,50.0,2.1e-08,3.2e-08
2578,-1.3209,0.8362,2e-15,0.6,4,1.119485e-11,1.370898e-11,1.15142e-11,1.417626e-11,-2.546836e-15,50.0,2.1e-08,3.2e-08
2579,-2.4502,-1.2897,2e-15,0.6,4,1.733916e-11,1.121904e-11,1.758355e-11,1.135775e-11,-2.593958e-15,50.0,2.1e-08,3.2e-08
2580,0.0,0.0,2e-15,0.6,4,1.410963e-11,2.244946e-11,1.432949e-11,2.241748e-11,-2.57937e-15,125.0,2.1e-08,3.2e-08
2581,-0.8014,-0.8294,2e-15,0.6,4,1.657446e-11,1.742707e-11,1.758304e-11,1.795983e-11,-2.541528e-15,125.0,2.1e-08,3.2e-08
2582,-0.2677,0.215,2e-15,0.6,4,1.400866e-11,1.979041e-11,1.406881e-11,2.006186e-11,-2.582156e-15,125.0,2.1e-08,3.2e-08
2583,1.6757,0.8946,2e-15,0.6,4,1.188835e-11,3.582269e-11,1.208258e-11,3.616517e-11,-2.656152e-15,125.0,2.1e-08,3.2e-08
2584,0.2014,1.0447,2e-15,0.6,4,1.165464e-11,2.316987e-11,1.181763e-11,2.357838e-11,-2.657992e-15,125.0,2.1e-08,3.2e-08
2585,-1.7987,2.7742,2e-15,0.6,4,9.353128e-12,1.425463e-11,9.497654e-12,1.444225e-11,-4.068596e-15,125.0,2.1e-08,3.2e-08
2586,0.656,-1.2719,2e-15,0.6,4,1.830794e-11,2.543003e-11,1.860136e-11,2.600022e-11,-2.49226e-15,125.0,2.1e-08,3.2e-08
2587,-0.4937,0.4482,2e-15,0.6,4,1.314671e-11,1.873023e-11,1.311143e-11,2.005724e-11,-2.660581e-15,125.0,2.1e-08,3.2e-08
2588,0.3209,1.4379,2e-15,0.6,4,1.134841e-11,2.36523e-11,1.11046e-11,2.503138e-11,-2.798083e-15,125.0,2.1e-08,3.2e-08
2589,-0.5189,-0.378,2e-15,0.6,4,1.515469e-11,1.85995e-11,1.556298e-11,2.01189e-11,-2.555032e-15,125.0,2.1e-08,3.2e-08
2590,0.5518,0.3415,2e-15,0.6,4,1.343445e-11,2.475129e-11,1.339363e-11,2.585613e-11,-2.577449e-15,125.0,2.1e-08,3.2e-08
2591,0.29,-0.1841,2e-15,0.6,4,1.451005e-11,2.348148e-11,1.470643e-11,2.461408e-11,-2.543065e-15,125.0,2.1e-08,3.2e-08
2592,0.8485,-0.7446,2e-15,0.6,4,1.620218e-11,2.695205e-11,1.709224e-11,2.816084e-11,-2.51395e-15,125.0,2.1e-08,3.2e-08
2593,-1.2438,0.6697,2e-15,0.6,4,1.254371e-11,1.593694e-11,1.271813e-11,1.599527e-11,-2.705076e-15,125.0,2.1e-08,3.2e-08
2594,0.6131,-1.1911,2e-15,0.6,4,1.835494e-11,2.51225e-11,1.825162e-11,2.582835e-11,-2.51022e-15,125.0,2.1e-08,3.2e-08
2595,0.3824,0.9694,2e-15,0.6,4,1.17852e-11,2.390147e-11,1.194501e-11,2.517811e-11,-2.660859e-15,125.0,2.1e-08,3.2e-08
2596,-1.8849,0.6073,2e-15,0.6,4,1.286045e-11,1.396705e-11,1.288136e-11,1.41697e-11,-2.749059e-15,125.0,2.1e-08,3.2e-08
2597,0.8013,0.2451,2e-15,0.6,4,1.328384e-11,2.66006e-11,1.363851e-11,2.764637e-11,-2.545433e-15,125.0,2.1e-08,3.2e-08
2598,-1.3209,0.8362,2e-15,0.6,4,1.223967e-11,1.569484e-11,1.240284e-11,1.589948e-11,-2.765521e-15,125.0,2.1e-08,3.2e-08
2599,-2.4502,-1.2897,2e-15,0.6,4,1.851185e-11,1.263723e-11,1.932463e-11,1.276443e-11,-2.815687e-15,125.0,2.1e-08,3.2e-08
2600,0.0,0.0,2e-15,0.6,4,1.250635e-11,1.70894e-11,1.273026e-11,1.72674e-11,-2.492648e-15,0.0,2.1e-08,3.2e-08
2601,-0.8014,-0.8294,2e-15,0.6,4,1.508023e-11,1.416447e-11,1.524074e-11,1.449631e-11,-2.534204e-15,0.0,2.1e-08,3.2e-08
2602,-0.2677,0.215,2e-15,0.6,4,1.197962e-11,1.657914e-11,1.225253e-11,1.621365e-11,-2.53267e-15,0.0,2.1e-08,3.2e-08
2603,1.6757,0.8946,2e-15,0.6,4,1.078418e-11,2.862354e-11,1.078293e-11,2.955279e-11,-2.521447e-15,0.0,2.1e-08,3.2e-08
2604,0.2014,1.0447,2e-15,0.6,4,1.032302e-11,1.801712e-11,1.082556e-11,1.815948e-11,-2.469345e-15,0.0,2.1e-08,3.2e-08
2605,-1.7987,2.7742,2e-15,0.6,4,8.631756e-12,1.175956e-11,8.24795e-12,1.235062e-11,-2.573081e-15,0.0,2.1e-08,3.2e-08
2606,0.656,-1.2719,2e-15,0.6,4,1.663623e-11,2.172254e-11,1.691532e-11,2.050511e-11,-2.488932e-15,0.0,2.1e-08,3.2e-08
2607,-0.4937,0.4482,2e-15,0.6,4,1.153765e-11,1.613335e-11,1.184248e-11,1.553411e-11,-2.513083e-15,0.0,2.1e-08,3.2e-08
2608,0.3209,1.4379,2e-15,0.6,4,9.733131e-12,1.860731e-11,1.006348e-11,1.874775e-11,-2.492753e-15,0.0,2.1e-08,3.2e-08
2609,-0.5189,-0.378,2e-15,0.6,4,1.347643e-11,1.607724e-11,1.377125e-11,1.538108e-11,-2.511523e-15,0.0,2.1e-08,3.2e-08
2610,0.5518,0.3415,2e-15,0.6,4,1.179907e-11,2.140502e-11,1.196216e-11,1.994309e-11,-2.5046e-15,0.0,2.1e-08,3.2e-08
2611,0.29,-0.1841,2e-15,0.6,4,1.354834e-11,1.841401e-11,1.318739e-11,1.854868e-11,-2.496982e-15,0.0,2.1e-08,3.2e-08
2612,0.8485,-0.7446,2e-15,0.6,4,1.532569e-11,2.165173e-11,1.486368e-11,2.182163e-11,-2.503406e-15,0.0,2.1e-08,3.2e-08
2613,-1.2438,0.6697,2e-15,0.6,4,1.103976e-11,1.299076e-11,1.165178e-11,1.30827e-11,-2.504807e-15,0.0,2.1e-08,3.2e-08
2614,0.6131,-1.1911,2e-15,0.6,4,1.630055e-11,2.15811e-11,1.658887e-11,2.047576e-11,-2.489604e-15,0.0,2.1e-08,3.2e-08
2615,0.3824,0.9694,2e-15,0.6,4,1.048601e-11,1.934349e-11,1.090957e-11,1.905246e-11,-2.482572e-15,0.0,2.1e-08,3.2e-08
2616,-1.8849,0.6073,2e-15,0.6,4,1.13541e-11,1.150349e-11,1.164205e-11,1.244623e-11,-2.511968e-15,0.0,2.1e-08,3.2e-08
2617,0.8013,0.2451,2e-15,0.6,4,1.253374e-11,2.224942e-11,1.212309e-11,2.228021e-11,-2.49999e-15,0.0,2.1e-08,3.2e-08
2618,-1.3209,0.8362,2e-15,0.6,4,1.072895e-11,1.280714e-11,1.122717e-11,1.356689e-11,-2.507006e-15,0.0,2.1e-08,3.2e-08
2619,-2.4502,-1.2897,2e-15,0.6,4,1.685973e-11,1.059979e-11,1.710747e-11,1.055703e-11,-2.541671e-15,0.0,2.1e-08,3.2e-08
2620,0.0,0.0,2e-15,0.6,4,1.299831e-11,1.764514e-11,1.289835e-11,1.777966e-11,-2.474005e-15,25.0,2.1e-08,3.2e-08
2621,-0.8014,-0.8294,2e-15,0.6,4,1.54885e-11,1.580912e-11,1.540424e-11,1.549836e-11,-2.552015e-15,25.0,2.1e-08,3.2e-08
2622,-0.2677,0.215,2e-15,0.6,4,1.215371e-11,1.654819e-11,1.240403e-11,1.668346e-11,-2.493585e-15,25.0,2.1e-08,3.2e-08
2623,1.6757,0.8946,2e-15,0.6,4,1.095213e-11,2.949231e-11,1.092618e-11,3.056886e-11,-2.510213e-15,25.0,2.1e-08,3.2e-08
2624,0.2014,1.0447,2e-15,0.6,4,1.051506e-11,1.860455e-11,1.09168e-11,1.874694e-11,-2.498237e-15,25.0,2.1e-08,3.2e-08
2625,-1.7987,2.7742,2e-15,0.6,4,8.270353e-12,1.207522e-11,8.390505e-12,1.332433e-11,-2.667732e-15,25.0,2.1e-08,3.2e-08
2626,0.656,-1.2719,2e-15,0.6,4,1.66947e-11,2.217362e-11,1.702243e-11,2.119171e-11,-2.488162e-15,25.0,2.1e-08,3.2e-08
2627,-0.4937,0.4482,2e-15,0.6,4,1.16565e-11,1.647281e-11,1.193779e-11,1.584791e-11,-2.503254e-15,25.0,2.1e-08,3.2e-08
2628,0.3209,1.4379,2e-15,0.6,4,9.850534e-12,1.973672e-11,1.029673e-11,1.935864e-11,-2.508934e-15,25.0,2.1e-08,3.2e-08
2629,-0.5189,-0.378,2e-15,0.6,4,1.376766e-11,1.640362e-11,1.394894e-11,1.573458e-11,-2.492701e-15,25.0,2.1e-08,3.2e-08
2630,0.5518,0.3415,2e-15,0.6,4,1.198249e-11,2.185741e-11,1.208597e-11,2.095594e-11,-2.485872e-15,25.0,2.1e-08,3.2e-08
2631,0.29,-0.1841,2e-15,0.6,4,1.3096e-11,1.901462e-11,1.336016e-11,1.915968e-11,-2.461466e-15,25.0,2.1e-08,3.2e-08
2632,0.8485,-0.7446,2e-15,0.6,4,1.485292e-11,2.288512e-11,1.505659e-11,2.24302e-11,-2.492567e-15,25.0,2.1e-08,3.2e-08
2633,-1.2438,0.6697,2e-15,0.6,4,1.123085e-11,1.338985e-11,1.164388e-11,1.42942e-11,-2.521907e-15,25.0,2.1e-08,3.2e-08
2634,0.6131,-1.1911,2e-15,0.6,4,1.643405e-11,2.201299e-11,1.669086e-11,2.095688e-11,-2.48885e-15,25.0,2.1e-08,3.2e-08
2635,0.3824,0.9694,2e-15,0.6,4,1.077477e-11,1.980497e-11,1.105735e-11,1.968435e-11,-2.516809e-15,25.0,2.1e-08,3.2e-08
2636,-1.8849,0.6073,2e-15,0.6,4,1.158045e-11,1.185165e-11,1.170744e-11,1.307703e-11,-2.540727e-15,25.0,2.1e-08,3.2e-08
2637,0.8013,0.2451,2e-15,0.6,4,1.228641e-11,2.272539e-11,1.227624e-11,2.21394e-11,-2.50253e-15,25.0,2.1e-08,3.2e-08
2638,-1.3209,0.8362,2e-15,0.6,4,1.092429e-11,1.320234e-11,1.147681e-11,1.329732e-11,-2.517372e-15,25.0,2.1e-08,3.2e-08
2639,-2.4502,-1.2897,2e-15,0.6,4,1.688338e-11,1.087395e-11,1.726004e-11,1.164183e-11,-2.579551e-15,25.0,2.1e-08,3.2e-08
2640,0.0,0.0,2e-15,0.6,4,1.252601e-11,1.658884e-11,1.259824e-11,1.686472e-11,-2.504327e-15,-25.0,2.1e-08,3.2e-08
2641,-0.8014,-0.8294,2e-15,0.6,4,1.502847e-11,1.375091e-11,1.51097e-11,1.45861e-11,-2.523596e-15,-25.0,2.1e-08,3.2e-08
2642,-0.2677,0.215,2e-15,0.6,4,1.190773e-11,1.625575e-11,1.21592e-11,1.635563e-11,-2.504112e-15,-25.0,2.1e-08,3.2e-08
2643,1.6757,0.8946,2e-15,0.6,4,1.041479e-11,2.786575e-11,1.065117e-11,2.834785e-11,-2.493703e-15,-25.0,2.1e-08,3.2e-08
2644,0.2014,1.0447,2e-15,0.6,4,1.033859e-11,1.748824e-11,1.05971e-11,1.774895e-11,-2.492619e-15,-25.0,2.1e-08,3.2e-08
2645,-1.7987,2.7742,2e-15,0.6,4,8.256948e-12,1.137752e-11,8.233119e-12,1.248209e-11,-2.505805e-15,-25.0,2.1e-08,3.2e-08
2646,0.656,-1.2719,2e-15,0.6,4,1.643568e-11,2.130095e-11,1.683556e-11,1.988828e-11,-2.490981e-15,-25.0,2.1e-08,3.2e-08
2647,-0.4937,0.4482,2e-15,0.6,4,1.201627e-11,1.579899e-11,1.176007e-11,1.571115e-11,-2.487305e-15,-25.0,2.1e-08,3.2e-08
2648,0.3209,1.4379,2e-15,0.6,4,9.60258e-12,8.852466e-14,-9.86116e-09,-1.971882e-08,2.378031e+18,-25.0,2.1e-08,3.2e-08
2649,-0.5189,-0.378,2e-15,0.6,4,1.334632e-11,1.572039e-11,1.362994e-11,1.561265e-11,-2.521393e-15,-25.0,2.1e-08,3.2e-08
2650,0.5518,0.3415,2e-15,0.6,4,1.151335e-11,1.941439e-11,1.190803e-11,1.936235e-11,-2.484863e-15,-25.0,2.1e-08,3.2e-08
2651,0.29,-0.1841,2e-15,0.6,4,1.306283e-11,1.787383e-11,1.304794e-11,1.827484e-11,-2.494233e-15,-25.0,2.1e-08,3.2e-08
2652,0.8485,-0.7446,2e-15,0.6,4,1.468328e-11,2.198437e-11,1.481201e-11,2.10694e-11,-2.497958e-15,-25.0,2.1e-08,3.2e-08
2653,-1.2438,0.6697,2e-15,0.6,4,1.102523e-11,1.261896e-11,1.137936e-11,1.368188e-11,-2.518369e-15,-25.0,2.1e-08,3.2e-08
2654,0.6131,-1.1911,2e-15,0.6,4,1.622254e-11,2.115319e-11,1.649805e-11,1.965774e-11,-2.468502e-15,-25.0,2.1e-08,3.2e-08
2655,0.3824,0.9694,2e-15,0.6,4,1.029957e-11,1.835425e-11,1.07093e-11,1.847753e-11,-2.4937e-15,-25.0,2.1e-08,3.2e-08
2656,-1.8849,0.6073,2e-15,0.6,4,1.118816e-11,1.118418e-11,1.163085e-11,1.215878e-11,-2.531999e-15,-25.0,2.1e-08,3.2e-08
2657,0.8013,0.2451,2e-15,0.6,4,1.174762e-11,2.183486e-11,1.204395e-11,2.080286e-11,-2.481273e-15,-25.0,2.1e-08,3.2e-08
2658,-1.3209,0.8362,2e-15,0.6,4,1.073997e-11,1.243605e-11,1.1085e-11,1.251375e-11,-2.511274e-15,-25.0,2.1e-08,3.2e-08
2659,-2.4502,-1.2897,2e-15,0.6,4,1.663362e-11,1.03305e-11,1.700729e-11,1.02525e-11,-2.520629e-15,-25.0,2.1e-08,3.2e-08
2660,0.0,0.0,2e-15,0.6,5,1.075544e-11,1.55911e-11,1.133584e-11,1.573161e-11,-2.536486e-15,75.0,2.1e-08,3.2e-08
2661,-0.8014,-0.8294,2e-15,0.6,5,1.275851e-11,1.287956e-11,1.306298e-11,1.393115e-11,-2.53765e-15,75.0,2.1e-08,3.2e-08
2662,-0.2677,0.215,2e-15,0.6,5,1.053594e-11,1.462452e-11,1.071371e-11,1.47567e-11,-2.556615e-15,75.0,2.1e-08,3.2e-08
2663,1.6757,0.8946,2e-15,0.6,5,9.130779e-12,2.616582e-11,9.316654e-12,2.646646e-11,-2.589519e-15,75.0,2.1e-08,3.2e-08
2664,0.2014,1.0447,2e-15,0.6,5,9.096391e-12,1.64522e-11,9.30796e-12,1.687961e-11,-2.592254e-15,75.0,2.1e-08,3.2e-08
2665,-1.7987,2.7742,2e-15,0.6,5,6.999012e-12,1.059484e-11,7.154898e-12,1.099163e-11,-3.286076e-15,75.0,2.1e-08,3.2e-08
2666,0.656,-1.2719,2e-15,0.6,5,1.411264e-11,2.002916e-11,1.439591e-11,1.877655e-11,-2.524055e-15,75.0,2.1e-08,3.2e-08
2667,-0.4937,0.4482,2e-15,0.6,5,1.017365e-11,1.384754e-11,1.033418e-11,1.396529e-11,-2.54745e-15,75.0,2.1e-08,3.2e-08
2668,0.3209,1.4379,2e-15,0.6,5,8.548035e-12,1.700028e-11,8.721652e-12,1.715659e-11,-2.64463e-15,75.0,2.1e-08,3.2e-08
2669,-0.5189,-0.378,2e-15,0.6,5,1.163047e-11,1.373775e-11,1.186273e-11,1.386745e-11,-2.576732e-15,75.0,2.1e-08,3.2e-08
2670,0.5518,0.3415,2e-15,0.6,5,1.003446e-11,1.837802e-11,1.035692e-11,1.826703e-11,-2.554271e-15,75.0,2.1e-08,3.2e-08
2671,0.29,-0.1841,2e-15,0.6,5,1.108962e-11,1.68146e-11,1.136935e-11,1.696938e-11,-2.493971e-15,75.0,2.1e-08,3.2e-08
2672,0.8485,-0.7446,2e-15,0.6,5,1.248398e-11,2.070734e-11,1.275716e-11,1.991794e-11,-2.539622e-15,75.0,2.1e-08,3.2e-08
2673,-1.2438,0.6697,2e-15,0.6,5,9.724242e-12,1.177136e-11,1.001786e-11,1.239715e-11,-2.597287e-15,75.0,2.1e-08,3.2e-08
2674,0.6131,-1.1911,2e-15,0.6,5,1.400374e-11,1.988284e-11,1.41201e-11,1.854565e-11,-2.531157e-15,75.0,2.1e-08,3.2e-08
2675,0.3824,0.9694,2e-15,0.6,5,9.018338e-12,1.776649e-11,9.571066e-12,1.743379e-11,-2.569007e-15,75.0,2.1e-08,3.2e-08
2676,-1.8849,0.6073,2e-15,0.6,5,9.730523e-12,1.040153e-11,1.014454e-11,1.081642e-11,-2.642942e-15,75.0,2.1e-08,3.2e-08
2677,0.8013,0.2451,2e-15,0.6,5,1.039213e-11,2.05615e-11,1.048371e-11,1.995503e-11,-2.555301e-15,75.0,2.1e-08,3.2e-08
2678,-1.3209,0.8362,2e-15,0.6,5,9.470838e-12,1.160139e-11,9.728973e-12,1.238716e-11,-2.613397e-15,75.0,2.1e-08,3.2e-08
2679,-2.4502,-1.2897,2e-15,0.6,5,1.455633e-11,9.578075e-12,1.462806e-11,9.811665e-12,-2.707743e-15,75.0,2.1e-08,3.2e-08
2680,0.0,0.0,2e-15,0.6,5,1.09931e-11,1.633212e-11,1.125977e-11,1.729284e-11,-2.550363e-15,100.0,2.1e-08,3.2e-08
2681,-0.8014,-0.8294,2e-15,0.6,5,1.310786e-11,1.3457e-11,1.341105e-11,1.450665e-11,-2.596541e-15,100.0,2.1e-08,3.2e-08
2682,-0.2677,0.215,2e-15,0.6,5,1.085311e-11,1.52902e-11,1.086112e-11,1.54176e-11,-2.577078e-15,100.0,2.1e-08,3.2e-08
2683,1.6757,0.8946,2e-15,0.6,5,9.605258e-12,2.750701e-11,9.528008e-12,2.943063e-11,-2.648628e-15,100.0,2.1e-08,3.2e-08
2684,0.2014,1.0447,2e-15,0.6,5,9.146079e-12,1.724648e-11,9.581095e-12,1.740424e-11,-2.65255e-15,100.0,2.1e-08,3.2e-08
2685,-1.7987,2.7742,2e-15,0.6,5,7.169177e-12,1.108439e-11,7.340707e-12,1.130649e-11,-3.826912e-15,100.0,2.1e-08,3.2e-08
2686,0.656,-1.2719,2e-15,0.6,5,1.451777e-11,2.060485e-11,1.475578e-11,1.977044e-11,-2.533713e-15,100.0,2.1e-08,3.2e-08
2687,-0.4937,0.4482,2e-15,0.6,5,1.013655e-11,1.452199e-11,1.051506e-11,1.461501e-11,-2.601669e-15,100.0,2.1e-08,3.2e-08
2688,0.3209,1.4379,2e-15,0.6,5,8.586266e-12,1.800831e-11,9.090575e-12,1.799001e-11,-2.718835e-15,100.0,2.1e-08,3.2e-08
2689,-0.5189,-0.378,2e-15,0.6,5,1.199779e-11,1.441957e-11,1.214484e-11,1.45093e-11,-2.607494e-15,100.0,2.1e-08,3.2e-08
2690,0.5518,0.3415,2e-15,0.6,5,1.058915e-11,2.029377e-11,1.055615e-11,2.030696e-11,-2.577645e-15,100.0,2.1e-08,3.2e-08
2691,0.29,-0.1841,2e-15,0.6,5,1.138468e-11,1.763161e-11,1.164523e-11,1.779039e-11,-2.540512e-15,100.0,2.1e-08,3.2e-08
2692,0.8485,-0.7446,2e-15,0.6,5,1.287405e-11,2.117981e-11,1.304601e-11,2.245946e-11,-2.541508e-15,100.0,2.1e-08,3.2e-08
2693,-1.2438,0.6697,2e-15,0.6,5,9.99622e-12,1.23331e-11,1.047804e-11,1.268218e-11,-2.664658e-15,100.0,2.1e-08,3.2e-08
2694,0.6131,-1.1911,2e-15,0.6,5,1.498963e-11,2.046173e-11,1.446705e-11,1.989271e-11,-2.528888e-15,100.0,2.1e-08,3.2e-08
2695,0.3824,0.9694,2e-15,0.6,5,9.314808e-12,1.973805e-11,9.619976e-12,1.828634e-11,-2.642283e-15,100.0,2.1e-08,3.2e-08
2696,-1.8849,0.6073,2e-15,0.6,5,9.889928e-12,1.085396e-11,1.066632e-11,1.109448e-11,-2.728087e-15,100.0,2.1e-08,3.2e-08
2697,0.8013,0.2451,2e-15,0.6,5,1.056795e-11,2.106432e-11,1.071591e-11,2.214699e-11,-2.592096e-15,100.0,2.1e-08,3.2e-08
2698,-1.3209,0.8362,2e-15,0.6,5,9.760574e-12,1.217717e-11,9.996805e-12,1.253654e-11,-2.672543e-15,100.0,2.1e-08,3.2e-08
2699,-2.4502,-1.2897,2e-15,0.6,5,1.489145e-11,9.858379e-12,1.497e-11,1.018228e-11,-2.820393e-15,100.0,2.1e-08,3.2e-08
2700,0.0,0.0,2e-15,0.6,5,1.046622e-11,1.492851e-11,1.092052e-11,1.505573e-11,-2.531483e-15,50.0,2.1e-08,3.2e-08
2701,-0.8014,-0.8294,2e-15,0.6,5,1.246977e-11,1.233658e-11,1.278134e-11,1.348684e-11,-2.541361e-15,50.0,2.1e-08,3.2e-08
2702,-0.2677,0.215,2e-15,0.6,5,1.021585e-11,1.398285e-11,1.05537e-11,1.410543e-11,-2.548595e-15,50.0,2.1e-08,3.2e-08
2703,1.6757,0.8946,2e-15,0.6,5,8.993998e-12,2.497921e-11,9.134807e-12,2.509341e-11,-2.540719e-15,50.0,2.1e-08,3.2e-08
2704,0.2014,1.0447,2e-15,0.6,5,8.811521e-12,1.573375e-11,9.031669e-12,1.588257e-11,-2.571086e-15,50.0,2.1e-08,3.2e-08
2705,-1.7987,2.7742,2e-15,0.6,5,6.852873e-12,1.022499e-11,7.070349e-12,1.099724e-11,-2.93179e-15,50.0,2.1e-08,3.2e-08
2706,0.656,-1.2719,2e-15,0.6,5,1.37833e-11,1.790172e-11,1.40944e-11,1.793266e-11,-2.506742e-15,50.0,2.1e-08,3.2e-08
2707,-0.4937,0.4482,2e-15,0.6,5,9.781795e-12,1.323948e-11,1.01413e-11,1.337633e-11,-2.561882e-15,50.0,2.1e-08,3.2e-08
2708,0.3209,1.4379,2e-15,0.6,5,8.359553e-12,1.625262e-11,8.423248e-12,1.726639e-11,-2.568031e-15,50.0,2.1e-08,3.2e-08
2709,-0.5189,-0.378,2e-15,0.6,5,1.133921e-11,1.314726e-11,1.163319e-11,1.328233e-11,-2.540166e-15,50.0,2.1e-08,3.2e-08
2710,0.5518,0.3415,2e-15,0.6,5,9.848528e-12,1.729443e-11,1.027608e-11,1.744877e-11,-2.556189e-15,50.0,2.1e-08,3.2e-08
2711,0.29,-0.1841,2e-15,0.6,5,1.088731e-11,1.607608e-11,1.115808e-11,1.746703e-11,-2.535981e-15,50.0,2.1e-08,3.2e-08
2712,0.8485,-0.7446,2e-15,0.6,5,1.244859e-11,2.014054e-11,1.246331e-11,1.899505e-11,-2.537954e-15,50.0,2.1e-08,3.2e-08
2713,-1.2438,0.6697,2e-15,0.6,5,9.443382e-12,1.129852e-11,9.769056e-12,1.233675e-11,-2.574915e-15,50.0,2.1e-08,3.2e-08
2714,0.6131,-1.1911,2e-15,0.6,5,1.351412e-11,1.755775e-11,1.382107e-11,1.771383e-11,-2.508348e-15,50.0,2.1e-08,3.2e-08
2715,0.3824,0.9694,2e-15,0.6,5,8.799329e-12,1.651362e-11,9.143083e-12,1.696173e-11,-2.538314e-15,50.0,2.1e-08,3.2e-08
2716,-1.8849,0.6073,2e-15,0.6,5,9.402406e-12,1.006058e-11,9.895863e-12,1.088721e-11,-2.580899e-15,50.0,2.1e-08,3.2e-08
2717,0.8013,0.2451,2e-15,0.6,5,1.008479e-11,2.000592e-11,1.033417e-11,1.876398e-11,-2.544872e-15,50.0,2.1e-08,3.2e-08
2718,-1.3209,0.8362,2e-15,0.6,5,9.211322e-12,1.111608e-11,9.468796e-12,1.202935e-11,-2.572923e-15,50.0,2.1e-08,3.2e-08
2719,-2.4502,-1.2897,2e-15,0.6,5,1.403041e-11,9.349615e-12,1.431594e-11,9.521945e-12,-2.642542e-15,50.0,2.1e-08,3.2e-08
2720,0.0,0.0,2e-15,0.6,5,1.133083e-11,1.715091e-11,1.155287e-11,1.730659e-11,-2.607369e-15,125.0,2.1e-08,3.2e-08
2721,-0.8014,-0.8294,2e-15,0.6,5,1.352274e-11,1.416763e-11,1.374966e-11,1.524555e-11,-2.599408e-15,125.0,2.1e-08,3.2e-08
2722,-0.2677,0.215,2e-15,0.6,5,1.084693e-11,1.603424e-11,1.111936e-11,1.688781e-11,-2.617219e-15,125.0,2.1e-08,3.2e-08
2723,1.6757,0.8946,2e-15,0.6,5,9.769967e-12,2.90256e-11,9.789865e-12,3.049466e-11,-2.743203e-15,125.0,2.1e-08,3.2e-08
2724,0.2014,1.0447,2e-15,0.6,5,9.532187e-12,1.975738e-11,9.686006e-12,1.828741e-11,-2.765055e-15,125.0,2.1e-08,3.2e-08
2725,-1.7987,2.7742,2e-15,0.6,5,7.365232e-12,1.179552e-11,7.527126e-12,1.175127e-11,-4.520975e-15,125.0,2.1e-08,3.2e-08
2726,0.656,-1.2719,2e-15,0.6,5,1.479163e-11,2.102331e-11,1.531215e-11,2.21507e-11,-2.503894e-15,125.0,2.1e-08,3.2e-08
2727,-0.4937,0.4482,2e-15,0.6,5,1.075267e-11,1.520448e-11,1.07005e-11,1.532725e-11,-2.684697e-15,125.0,2.1e-08,3.2e-08
2728,0.3209,1.4379,2e-15,0.6,5,8.981433e-12,2.01622e-11,9.165084e-12,1.891455e-11,-2.923695e-15,125.0,2.1e-08,3.2e-08
2729,-0.5189,-0.378,2e-15,0.6,5,1.250258e-11,1.509891e-11,1.24772e-11,1.520961e-11,-2.612229e-15,125.0,2.1e-08,3.2e-08
2730,0.5518,0.3415,2e-15,0.6,5,1.057925e-11,2.074643e-11,1.082011e-11,2.025311e-11,-2.619357e-15,125.0,2.1e-08,3.2e-08
2731,0.29,-0.1841,2e-15,0.6,5,1.176583e-11,2.001269e-11,1.19662e-11,1.870169e-11,-2.571713e-15,125.0,2.1e-08,3.2e-08
2732,0.8485,-0.7446,2e-15,0.6,5,1.321563e-11,2.19077e-11,1.346427e-11,2.207518e-11,-2.560085e-15,125.0,2.1e-08,3.2e-08
2733,-1.2438,0.6697,2e-15,0.6,5,1.004803e-11,1.286115e-11,1.049502e-11,1.314576e-11,-2.771241e-15,125.0,2.1e-08,3.2e-08
2734,0.6131,-1.1911,2e-15,0.6,5,1.450458e-11,2.088121e-11,1.50007e-11,2.202408e-11,-2.536924e-15,125.0,2.1e-08,3.2e-08
2735,0.3824,0.9694,2e-15,0.6,5,9.529338e-12,2.033355e-11,9.767138e-12,1.922331e-11,-2.747786e-15,125.0,2.1e-08,3.2e-08
2736,-1.8849,0.6073,2e-15,0.6,5,1.01674e-11,1.135353e-11,1.069224e-11,1.150482e-11,-2.864999e-15,125.0,2.1e-08,3.2e-08
2737,0.8013,0.2451,2e-15,0.6,5,1.106997e-11,2.167077e-11,1.105016e-11,2.18509e-11,-2.621245e-15,125.0,2.1e-08,3.2e-08
