,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
64,0.006007099151611328,0.00036828389420380563,0.0006587982177734375,4.8336425543594895e-05,64,5,"{'max_depth': 64, 'n_estimators': 5}",0.0,0.0,0.0,1.0,-0.0016611295681061566,-0.0016611295681066007,-1.7125732441153643,0.0,-0.0016872481895631175,0.0,-0.07175827514411401,0.6230106725773304,31,0.686294537429803,0.686294537429803,0.7324235120673461,0.7259551439766241,0.7259930571428306,0.9650116736401947,0.9400914065048634,0.9017174640658451,0.8694080238005912,0.8918148610234073,0.8125004217081309,0.10500945129195721
65,0.05143618583679199,0.0022799599433213154,0.0015707969665527343,0.00010019239461408302,64,50,"{'max_depth': 64, 'n_estimators': 50}",0.0,0.0,0.0,1.0,-0.0016611295681061566,-0.0016653080891457783,-0.4351505203155219,0.0,-0.0014038000337284195,0.0,0.05601192419934977,0.34029253915752267,6,0.7682767174016625,0.7787522733025599,0.860228782529753,0.8541327635381921,0.8543592473971467,0.7565477741024481,0.7715989327367765,0.772963224037074,0.7711156672046813,0.7953515960282798,0.7983326978278573,0.03901850823173484
66,0.07489323616027832,0.002550720617515589,0.001976466178894043,9.645789001611522e-05,64,75,"{'max_depth': 64, 'n_estimators': 75}",0.0,0.0,0.0,1.0,-0.0016611295681061566,-0.0016727358021166872,-1.0992054882608358,0.0,-0.0020208055182424634,0.0,-0.010456015914930106,0.4698051791738846,26,0.7526241877905352,0.7615295208130769,0.8540370092891786,0.8505806663639383,0.8511479356379364,0.7774453607232283,0.7714696183258064,0.7838606093168733,0.7784615009015707,0.7981741161829244,0.7979330525345069,0.037184205375424814
67,0.08635046482086181,0.0042224413270870505,0.0021783590316772463,0.00011005056839026583,64,85,"{'max_depth': 64, 'n_estimators': 85}",0.0,0.0,0.0,1.0,-0.0016611295681061566,-0.0016701655634432377,-0.8561506821835545,0.0,-0.0019247602750134263,0.0,0.013859326240988267,0.4160627879144435,16,0.7608127537746815,0.768397589182799,0.8515167364217959,0.8473670179393037,0.8477527367097147,0.7992001903717971,0.7825878456258314,0.791039526398348,0.7806253683016982,0.7988684950781807,0.802816825980415,0.032239276500591656
68,0.09448366165161133,0.003128213294585914,0.0023442983627319338,8.073080167263631e-05,64,95,"{'max_depth': 64, 'n_estimators': 95}",0.0,0.0,0.0,1.0,-0.0016611295681061566,-0.001668363370467718,-0.9321733474692746,0.0,-0.0018595406954049487,0.0,0.006263761889674657,0.43226887503975386,21,0.776584764836799,0.7852717851515251,0.8416402707712892,0.8370978794554644,0.8374120166659018,0.8042719982994326,0.7782160581936565,0.7892438195363924,0.7754463867601225,0.7974366582863699,0.8022621637956954,0.025380661246559362
69,0.10048089027404786,0.003616891903094126,0.0024578332901000976,0.00022393459045159575,64,100,"{'max_depth': 64, 'n_estimators': 100}",0.0,0.0,0.0,1.0,-0.0016611295681061566,-0.001673668951246876,-0.8414484062239125,0.0,-0.0018340166583206141,0.0,0.015338277859841386,0.41300020784450087,11,0.7752967922106344,0.7793273686900837,0.8507408844499,0.8459261862424141,0.8461228638885983,0.8055891025165792,0.7804900924191223,0.7898435725128164,0.7760358134092066,0.7980559834197877,0.8047428659759144,0.029524427029161415
70,0.0019963979721069336,0.00018386012426933212,0.0005735874176025391,4.8414683492962675e-05,128,1,"{'max_depth': 128, 'n_estimators': 1}",1.0,0.0,0.0,1.0,-0.0016611295681061566,-0.0016611295681066007,-0.0016611295681063787,1.0,-0.0016611295681066007,1.0,0.39933554817275746,0.4904408462864203,1,0.9827284990626715,0.24725427408433165,0.9998558971005528,0.982632431770228,0.9827757728400085,0.9347906160872179,0.9999511273169197,0.9827285003698595,0.9770497633270014,0.9827285003698595,0.9072495382328649,0.22065173172740016
71,0.0030218124389648437,0.00029693335952048276,0.0005909442901611328,3.9949620870843276e-05,128,2,"{'max_depth': 128, 'n_estimators': 2}",1.0,0.0,0.0,1.0,-0.0016611295681061566,-0.0016611295681066007,-10.694861845488452,0.0,-0.0016665259774983898,0.0,-0.8699850630602164,3.298656364197664,56,0.8053272696052197,0.6214587133606349,0.8116814884394203,0.8073756221068391,0.8075112112036952,0.9673046301301462,0.8128733717938272,0.6214622237865826,0.4970018967775167,0.6214622237865826,0.7373458650990465,0.132895872205649
72,0.00398252010345459,0.0004080132097719278,0.0006279945373535156,0.00010866333145120731,128,3,"{'max_depth': 128, 'n_estimators': 3}",0.0,0.0,0.0,1.0,-0.0016611295681061566,-0.0016611295681066007,-4.754194781088262,0.0,-0.0016635279722807539,0.0,-0.3759180568196755,1.4896050633682827,50,0.660641615012401,0.4154835400196214,0.6653735707081256,0.6634598523380895,0.6635391178598997,0.9637322631980265,0.9168163187917854,0.8279175401762481,0.7713286869636851,0.8003920742593613,0.7348684579327245,0.14909642611223356
73,0.004984736442565918,0.00032108543153252475,0.0006160497665405274,1.744482854948478e-05,128,4,"{'max_depth': 128, 'n_estimators': 4}",0.0,0.0,0.0,1.0,-0.0016611295681061566,-0.0016611295681066007,-2.674961308548193,0.0,-0.0016827152056739791,0.0,-0.16799662828900797,0.8873104124993945,36,0.6680839374185448,0.5301825202351061,0.5819231457514344,0.5766604202338352,0.5767084656744205,0.9637354873016163,0.9531934178800859,0.8988834898338006,0.8656374867325893,0.8834046682925146,0.7498413039353948,0.1684225815020523
74,0.006038784980773926,0.0003508522194954416,0.0006582736968994141,2.6605206051115742e-05,128,5,"{'max_depth': 128, 'n_estimators': 5}",0.0,0.0,0.0,1.0,-0.0016611295681061566,-0.0016611295681066007,-1.7125732441153643,0.0,-0.0016872481895631175,0.0,-0.07175827514411401,0.6230106725773304,31,0.686294537429803,0.686294537429803,0.7324235120673461,0.7259551439766241,0.7259930571428306,0.9650116736401947,0.9400914065048634,0.9017174640658451,0.8694080238005912,0.8918148610234073,0.8125004217081309,0.10500945129195721
